ticker,CVS US Equity
2000-05-22,-0.6135
2000-05-23,2.1605
2000-05-24,-3.1722
2000-05-25,3.1201
2000-05-26,-2.5719
2000-05-30,3.5714
2000-05-31,4.3478
2000-06-01,3.8792999999999997
2000-06-02,-4.2877
2000-06-05,-3.7572
2000-06-06,-6.6066
2000-06-07,-4.0193
2000-06-08,3.5176
2000-06-09,-0.4854
2000-06-12,-1.565
2000-06-13,-1.879
2000-06-14,4.7138
2000-06-15,-1.7685
2000-06-16,0.491
2000-06-19,1.3029
2000-06-20,-1.9293
2000-06-21,-1.9672
2000-06-22,-1.6722000000000001
2000-06-23,-1.7006999999999999
2000-06-26,-0.692
2000-06-27,5.9233
2000-06-28,0.4112
2000-06-29,-0.5733
2000-06-30,5.4366
2000-07-03,-1.5625
2000-07-05,0.7937
2000-07-06,9.2913
2000-07-07,-1.1527
2000-07-10,1.6035
2000-07-11,-0.4304
2000-07-12,0.5764
2000-07-13,-1.5758999999999999
2000-07-14,1.1645
2000-07-17,2.446
2000-07-18,-1.1236
2000-07-19,-3.4091
2000-07-20,2.1941
2000-07-21,-0.7205
2000-07-24,1.016
2000-07-25,-1.1494
2000-07-26,-2.0349
2000-07-27,-1.1869
2000-07-28,-2.5526
2000-07-31,-2.6193999999999997
2000-08-01,-1.8987
2000-08-02,-4.8387
2000-08-03,-2.8814
2000-08-04,0.8726
2000-08-07,-0.692
2000-08-08,-2.9617
2000-08-09,1.0772
2000-08-10,3.9076
2000-08-11,0.3419
2000-08-14,2.0443
2000-08-15,-1.1686
2000-08-16,0.3378
2000-08-17,3.5354
2000-08-18,0.9756
2000-08-21,-1.6103
2000-08-22,0.1637
2000-08-23,0.3268
2000-08-24,1.6287
2000-08-25,-1.4423
2000-08-28,-0.4878
2000-08-29,1.7974
2000-08-30,0.1605
2000-08-31,-4.7575
2000-09-01,0.2839
2000-09-05,-0.3356
2000-09-06,1.6835
2000-09-07,1.6556
2000-09-08,4.2345
2000-09-11,2.8125
2000-09-12,3.0395
2000-09-13,3.8348
2000-09-14,0.0
2000-09-15,0.0
2000-09-18,0.2841
2000-09-19,-0.1416
2000-09-20,0.4255
2000-09-21,1.8362
2000-09-22,1.8031000000000001
2000-09-25,0.1362
2000-09-26,-1.0884
2000-09-27,-0.5502
2000-09-28,1.5213999999999999
2000-09-29,0.9537
2000-10-02,0.8097
2000-10-03,1.2048
2000-10-04,0.0
2000-10-05,-1.3228
2000-10-06,0.0
2000-10-09,-2.0107
2000-10-10,-0.1368
2000-10-11,2.6027
2000-10-12,-0.8011
2000-10-13,-1.2113
2000-10-16,-0.1362
2000-10-17,-1.7734999999999999
2000-10-18,2.2222
2000-10-19,0.125
2000-10-20,-3.6685
2000-10-23,0.4231
2000-10-24,2.809
2000-10-25,1.776
2000-10-26,3.2215
2000-10-27,-3.251
2000-10-30,13.5753
2000-10-31,0.2367
2000-11-01,0.1181
2000-11-02,-0.8255
2000-11-03,-0.2378
2000-11-06,5.8403
2000-11-07,-1.0135
2000-11-08,-0.2275
2000-11-09,4.1049
2000-11-10,-2.5192
2000-11-13,2.0225
2000-11-14,-0.1101
2000-11-15,-4.8512
2000-11-16,-0.927
2000-11-17,-1.8713
2000-11-20,-0.1192
2000-11-21,0.716
2000-11-22,4.1469
2000-11-24,-0.7964
2000-11-27,5.5046
2000-11-28,-0.6522
2000-11-29,-1.9694
2000-11-30,1.5625
2000-12-01,-2.6374
2000-12-04,-2.8217
2000-12-05,0.0
2000-12-06,-4.4135
2000-12-07,6.0753
2000-12-08,-1.8328
2000-12-11,-2.5671
2000-12-12,5.7485
2000-12-13,1.2458
2000-12-14,2.5727
2000-12-15,1.0905
2000-12-18,-0.9709
2000-12-19,0.9804
2000-12-20,2.589
2000-12-21,-0.1052
2000-12-22,-0.6316
2000-12-26,-0.8475
2000-12-27,2.2436
2000-12-28,0.209
2000-12-29,0.0
2001-01-02,-4.5881
2001-01-03,-5.5738
2001-01-04,-5.5556
2001-01-05,1.3479999999999999
2001-01-08,2.4184
2001-01-09,2.4793
2001-01-10,3.1106
2001-01-11,-3.5754
2001-01-12,-0.8111
2001-01-16,3.271
2001-01-17,-0.7919
2001-01-18,1.9384000000000001
2001-01-19,-2.4698
2001-01-22,0.5741
2001-01-23,1.9405999999999999
2001-01-24,2.2396
2001-01-25,-0.1095
2001-01-26,2.3026
2001-01-29,-1.1360999999999999
2001-01-30,-0.5204
2001-01-31,3.2258
2001-02-01,-2.1622
2001-02-02,1.692
2001-02-05,-2.0374
2001-02-06,-0.312
2001-02-07,3.9638
2001-02-08,-1.3043
2001-02-09,0.2033
2001-02-12,1.4542
2001-02-13,-1.95
2001-02-14,1.0539
2001-02-15,0.7569
2001-02-16,2.8214
2001-02-20,0.6495
2001-02-21,-3.8877
2001-02-22,-2.0309
2001-02-23,-2.2957
2001-02-26,3.051
2001-02-27,1.1571
2001-02-28,2.6071999999999997
2001-03-01,-2.5902
2001-03-02,1.6493
2001-03-05,-0.0828
2001-03-06,0.2486
2001-03-07,0.4793
2001-03-08,2.155
2001-03-09,-1.9807000000000001
2001-03-12,-1.8564
2001-03-13,-4.5698
2001-03-14,0.6841
2001-03-15,1.2368999999999999
2001-03-16,-4.3538
2001-03-19,0.054
2001-03-20,-1.8162
2001-03-21,0.7326
2001-03-22,-2.5455
2001-03-23,2.6679
2001-03-26,0.109
2001-03-27,2.4142
2001-03-28,-0.3013
2001-03-29,0.3556
2001-03-30,3.6138
2001-04-02,-0.4616
2001-04-03,-1.1852
2001-04-04,0.817
2001-04-05,-3.6207000000000003
2001-04-06,0.1789
2001-04-09,-3.1429
2001-04-10,5.0516
2001-04-11,-4.5104
2001-04-12,2.9223
2001-04-16,-1.1964
2001-04-17,2.1146
2001-04-18,0.531
2001-04-19,0.7923
2001-04-20,-0.4236
2001-04-23,-1.4925
2001-04-24,-1.0695000000000001
2001-04-25,1.6396
2001-04-26,2.5526999999999997
2001-04-27,3.2843999999999998
2001-04-30,-1.3389
2001-05-01,1.2553
2001-05-02,-6.45
2001-05-03,-2.4893
2001-05-04,-1.1938
2001-05-07,-1.8587
2001-05-08,2.803
2001-05-09,1.8976
2001-05-10,-2.0069
2001-05-11,-2.8598
2001-05-14,-0.4748
2001-05-15,-0.7634
2001-05-16,1.8462
2001-05-17,2.4358
2001-05-18,0.7926
2001-05-21,0.128
2001-05-22,-0.3836
2001-05-23,-0.9534
2001-05-24,-0.2962
2001-05-25,2.4322
2001-05-29,-3.3895
2001-05-30,3.0019
2001-05-31,0.0
2001-06-01,-0.8743
2001-06-04,-0.0368
2001-06-05,0.5331
2001-06-06,2.5782
2001-06-07,0.8556
2001-06-08,-0.9014
2001-06-11,-3.3351
2001-06-12,1.3653
2001-06-13,-0.6553
2001-06-14,-0.1649
2001-06-15,-12.7363
2001-06-18,2.4185
2001-06-19,0.308
2001-06-20,-1.8833
2001-06-21,-5.1533
2001-06-22,-0.7259
2001-06-25,-4.9856
2001-06-26,2.8451
2001-06-27,-17.2109
2001-06-28,3.5059
2001-06-29,2.1434
2001-07-02,-2.9534000000000002
2001-07-03,-1.2547
2001-07-05,2.8656
2001-07-06,0.3942
2001-07-09,0.0
2001-07-10,2.0942
2001-07-11,1.1538
2001-07-12,-1.3181
2001-07-13,1.1045
2001-07-16,0.9909
2001-07-17,1.0566
2001-07-18,-0.4232
2001-07-19,1.3437000000000001
2001-07-20,-0.5682
2001-07-23,-0.5217
2001-07-24,0.0
2001-07-25,0.025
2001-07-26,-7.0911
2001-07-27,-1.2362
2001-07-30,-0.0816
2001-07-31,-1.9336
2001-08-01,-2.6382
2001-08-02,5.2767
2001-08-03,-2.4655
2001-08-06,-0.1111
2001-08-07,0.3059
2001-08-08,-0.5822
2001-08-09,0.8087
2001-08-10,-0.2766
2001-08-13,-0.4161
2001-08-14,2.4513
2001-08-15,1.6857
2001-08-16,-1.6578
2001-08-17,-0.4894
2001-08-20,3.8251
2001-08-21,-2.1579
2001-08-22,0.8607
2001-08-23,-1.3333
2001-08-24,2.6486
2001-08-27,-2.5803000000000003
2001-08-28,0.7297
2001-08-29,-1.3416000000000001
2001-08-30,-0.2992
2001-08-31,-1.5003
2001-09-04,2.4647
2001-09-05,2.7027
2001-09-06,-3.5526
2001-09-07,-2.4011
2001-09-10,1.314
2001-09-17,-1.6556
2001-09-18,1.7116
2001-09-19,0.4414
2001-09-20,-2.9112999999999998
2001-09-21,-8.7694
2001-09-24,-0.4031
2001-09-25,-2.2416
2001-09-26,0.8917
2001-09-27,2.2727
2001-09-28,2.4691
2001-10-01,-1.2048
2001-10-02,1.7988
2001-10-03,3.4741
2001-10-04,-3.7337
2001-10-05,-0.3608
2001-10-08,0.2716
2001-10-09,-2.4977
2001-10-10,0.2469
2001-10-11,0.2771
2001-10-12,0.9518
2001-10-15,-0.2433
2001-10-16,1.311
2001-10-17,-1.8959000000000001
2001-10-18,-1.204
2001-10-19,0.1866
2001-10-22,0.0931
2001-10-23,0.9615
2001-10-24,-1.2903
2001-10-25,-0.4046
2001-10-26,0.0
2001-10-29,-1.1875
2001-10-30,-22.9918
2001-10-31,-1.8479999999999999
2001-11-01,0.4184
2001-11-02,-3.0
2001-11-05,0.6443
2001-11-06,1.2804
2001-11-07,3.4555
2001-11-08,-0.8147
2001-11-09,-0.8214
2001-11-12,-0.207
2001-11-13,-0.2075
2001-11-14,0.5405
2001-11-15,0.1654
2001-11-16,-0.2477
2001-11-19,3.2699
2001-11-20,-1.0822
2001-11-21,0.6078
2001-11-23,2.054
2001-11-26,6.1563
2001-11-27,0.0372
2001-11-28,2.1925
2001-11-29,-0.8
2001-11-30,-1.2097
2001-12-03,0.1484
2001-12-04,-1.7414
2001-12-05,2.2247
2001-12-06,1.1066
2001-12-07,-0.2189
2001-12-10,-2.7422
2001-12-11,0.4887
2001-12-12,-2.3569
2001-12-13,2.069
2001-12-14,2.3649
2001-12-17,6.564
2001-12-18,-0.2409
2001-12-19,1.1728
2001-12-20,0.6478
2001-12-21,1.2873
2001-12-24,-0.301
2001-12-26,-0.8386
2001-12-27,1.4885
2001-12-28,0.0
2001-12-31,-1.3333
2002-01-02,0.0
2002-01-03,0.0
2002-01-04,0.1014
2002-01-07,-0.3037
2002-01-08,0.0
2002-01-09,-0.8125
2002-01-10,-1.0239
2002-01-11,-0.8621
2002-01-14,0.1391
2002-01-15,-1.8062
2002-01-16,-0.6367
2002-01-17,-0.3204
2002-01-18,-0.1161
2002-01-22,-0.5733
2002-01-23,0.7207
2002-01-24,-1.3953
2002-01-25,1.7054
2002-01-28,-0.5351
2002-01-29,-4.1248
2002-01-30,0.5986
2002-01-31,1.1528
2002-02-01,-5.1471
2002-02-04,2.9845
2002-02-05,1.6936
2002-02-06,-3.2939
2002-02-07,2.9085
2002-02-08,-0.2975
2002-02-11,2.3872
2002-02-12,1.6393
2002-02-13,0.1434
2002-02-14,0.5011
2002-02-15,-0.3561
2002-02-19,-2.0729
2002-02-20,0.292
2002-02-21,-0.3275
2002-02-22,-0.8397
2002-02-25,3.6451000000000002
2002-02-26,2.2025
2002-02-27,-4.5186
2002-02-28,-0.5461
2002-03-01,2.5987999999999998
2002-03-04,4.7092
2002-03-05,1.8739
2002-03-06,4.1137
2002-03-07,-2.3129
2002-03-08,1.4469
2002-03-11,0.778
2002-03-12,5.0177
2002-03-13,0.3063
2002-03-14,1.9237
2002-03-15,2.7861000000000002
2002-03-18,3.1769
2002-03-19,-0.5367
2002-03-20,-1.6189
2002-03-21,-0.5485
2002-03-22,0.0871
2002-03-25,-0.609
2002-03-26,-0.7879
2002-03-27,-0.6765
2002-03-28,1.6583
2002-04-01,0.4952
2002-04-02,-2.5217
2002-04-03,-0.565
2002-04-04,0.299
2002-04-05,0.5963
2002-04-08,0.2371
2002-04-09,5.204
2002-04-10,-0.9556
2002-04-11,-1.6742
2002-04-12,1.0101
2002-04-15,-0.8286
2002-04-16,1.4981
2002-04-17,-2.4127
2002-04-18,0.1745
2002-04-19,0.0508
2002-04-22,-0.2035
2002-04-23,-0.3204
2002-04-24,-0.8767
2002-04-25,-1.533
2002-04-26,-2.8443
2002-04-29,2.6502
2002-04-30,0.5104
2002-05-01,-0.7168
2002-05-02,-1.5042
2002-05-03,-0.2749
2002-05-06,-0.5207
2002-05-07,3.5099
2002-05-08,5.6811
2002-05-09,-2.6457
2002-05-10,-0.5493
2002-05-13,-0.2907
2002-05-14,1.0496
2002-05-15,-1.5003
2002-05-16,-0.4687
2002-05-17,0.5886
2002-05-20,-1.1703000000000001
2002-05-21,-2.161
2002-05-22,-0.0303
2002-05-23,0.6356
2002-05-24,-0.1504
2002-05-28,-1.7469999999999999
2002-05-29,0.1533
2002-05-30,-1.3774
2002-05-31,-0.5897
2002-06-03,-1.4362
2002-06-04,-1.8054999999999999
2002-06-05,2.4516
2002-06-06,1.228
2002-06-07,1.8974
2002-06-10,1.16
2002-06-11,-0.4828
2002-06-12,1.5464
2002-06-13,-1.4333
2002-06-14,-0.3938
2002-06-17,2.281
2002-06-18,-0.3866
2002-06-19,-1.4925
2002-06-20,0.0303
2002-06-21,-1.3026
2002-06-24,-2.609
2002-06-25,-1.1976
2002-06-26,-0.5742
2002-06-27,-0.5775
2002-06-28,-1.2585
2002-07-01,-1.5686
2002-07-02,-2.3904
2002-07-03,-0.2721
2002-07-05,0.7844
2002-07-08,-0.5415
2002-07-09,-2.9942
2002-07-10,-2.9814
2002-07-11,-2.0969
2002-07-12,0.8493
2002-07-15,-1.3914
2002-07-16,-2.7107
2002-07-17,0.0
2002-07-18,-0.2767
2002-07-19,-1.0357
2002-07-22,-3.1008
2002-07-23,-2.32
2002-07-24,6.1016
2002-07-25,-0.8491
2002-07-26,0.9342
2002-07-29,2.4682
2002-07-30,-1.2796
2002-07-31,9.0355
2002-08-01,0.1748
2002-08-02,-3.3159
2002-08-05,-4.5126
2002-08-06,5.9735
2002-08-07,4.8163
2002-08-08,-0.034
2002-08-09,0.1362
2002-08-12,-2.2441
2002-08-13,-0.2087
2002-08-14,4.5661000000000005
2002-08-15,0.5333
2002-08-16,0.0332
2002-08-19,3.7454
2002-08-20,-3.8019
2002-08-21,1.0628
2002-08-22,2.2346
2002-08-23,0.3536
2002-08-26,-1.089
2002-08-27,-0.7772
2002-08-28,-1.9582000000000002
2002-08-29,-2.2969
2002-08-30,0.1363
2002-09-03,-2.722
2002-09-04,-0.3498
2002-09-05,-2.1411
2002-09-06,4.3759
2002-09-09,1.2371
2002-09-10,0.7468
2002-09-11,-0.6065
2002-09-12,0.2712
2002-09-13,0.4395
2002-09-16,-0.4712
2002-09-17,-3.9567
2002-09-18,-2.3944
2002-09-19,-1.3709
2002-09-20,0.6584
2002-09-23,-0.9084
2002-09-24,-3.447
2002-09-25,4.8614
2002-09-26,4.6722
2002-09-27,-5.2249
2002-09-30,-7.448
2002-10-01,-3.3136
2002-10-02,1.1832
2002-10-03,0.0806
2002-10-04,-0.8058
2002-10-07,-2.5183
2002-10-08,7.875
2002-10-09,-0.5407
2002-10-10,1.3204
2002-10-11,4.2545
2002-10-14,0.0
2002-10-15,5.5147
2002-10-16,-2.2648
2002-10-17,0.0267
2002-10-18,-1.0714
2002-10-21,-0.2166
2002-10-22,-0.7598
2002-10-23,1.7864
2002-10-24,-1.7191999999999998
2002-10-25,1.6399
2002-10-28,-3.0118
2002-10-29,0.3697
2002-10-30,0.221
2002-10-31,1.9111
2002-11-01,0.8294
2002-11-04,-2.8970000000000002
2002-11-05,1.105
2002-11-06,0.3643
2002-11-07,-0.1089
2002-11-08,-2.1802
2002-11-11,-2.0802
2002-11-12,1.4416
2002-11-13,-0.2244
2002-11-14,4.6477
2002-11-15,0.7163
2002-11-18,-2.8449999999999998
2002-11-19,-0.6223
2002-11-20,-0.1842
2002-11-21,-4.059
2002-11-22,0.2692
2002-11-25,0.3069
2002-11-26,-0.4589
2002-11-27,3.3423
2002-11-29,-0.0743
2002-12-02,-0.9673
2002-12-03,-0.7513
2002-12-04,2.8009
2002-12-05,-2.2828
2002-12-06,1.6956
2002-12-09,-2.223
2002-12-10,2.5009
2002-12-11,-1.4418
2002-12-12,-1.3128
2002-12-13,-3.1167
2002-12-16,-0.2354
2002-12-17,-0.5112
2002-12-18,-1.3439
2002-12-19,-1.4423
2002-12-20,0.7724
2002-12-23,-1.9766
2002-12-24,0.535
2002-12-26,-0.1228
2002-12-27,-1.6803
2002-12-30,1.9590999999999998
2002-12-31,2.085
2003-01-02,1.7621
2003-01-03,1.889
2003-01-06,-1.0429
2003-01-07,-2.5371
2003-01-08,-0.0801
2003-01-09,1.9238
2003-01-10,-0.4719
2003-01-13,0.3951
2003-01-14,0.7084
2003-01-15,-1.8757000000000001
2003-01-16,1.6726
2003-01-17,-0.6659
2003-01-21,-2.2969
2003-01-22,-0.8495
2003-01-23,-1.224
2003-01-24,-1.6935
2003-01-27,-2.521
2003-01-28,1.5086
2003-01-29,-3.6518
2003-01-30,-3.0851
2003-01-31,2.8649
2003-02-03,3.183
2003-02-04,5.1842
2003-02-05,1.833
2003-02-06,0.4
2003-02-07,-0.7968
2003-02-10,-0.2811
2003-02-11,1.5304
2003-02-12,-0.952
2003-02-13,-1.0412
2003-02-14,1.1331
2003-02-18,2.0008
2003-02-19,-0.1569
2003-02-20,0.0
2003-02-21,2.0825
2003-02-24,-3.2717
2003-02-25,-0.8754
2003-02-26,-0.7226
2003-02-27,0.4852
2003-02-28,0.2012
2003-03-03,-1.2048
2003-03-04,1.7886
2003-03-05,0.4393
2003-03-06,0.994
2003-03-07,-0.2362
2003-03-10,-3.1176
2003-03-11,0.3259
2003-03-12,-0.609
2003-03-13,2.7778
2003-03-14,1.0731
2003-03-17,4.6402
2003-03-18,-1.879
2003-03-19,-2.8342
2003-03-20,2.5621
2003-03-21,2.4981
2003-03-24,-4.7994
2003-03-25,0.3545
2003-03-26,-0.314
2003-03-27,-0.3937
2003-03-28,-1.581
2003-03-31,-4.2169
2003-04-01,-1.2159
2003-04-02,1.9100000000000001
2003-04-03,-0.1666
2003-04-04,0.4589
2003-04-07,0.4983
2003-04-08,-0.124
2003-04-09,-1.0757
2003-04-10,0.0418
2003-04-11,-0.9615
2003-04-14,3.3346999999999998
2003-04-15,-0.8578
2003-04-16,-2.3486000000000002
2003-04-17,-1.9093
2003-04-21,-0.4743
2003-04-22,1.8197999999999999
2003-04-23,-0.6383
2003-04-24,0.3854
2003-04-25,2.2184
2003-04-28,0.8347
2003-04-29,2.2351
2003-04-30,-1.9838
2003-05-01,0.8674
2003-05-02,3.5627
2003-05-05,0.7117
2003-05-06,3.3765
2003-05-07,-1.0254
2003-05-08,1.7268
2003-05-09,0.3395
2003-05-12,1.2782
2003-05-13,0.5197
2003-05-14,-1.6617
2003-05-15,-0.9388
2003-05-16,-1.0235
2003-05-19,-3.6768
2003-05-20,-0.4771
2003-05-21,1.2385
2003-05-22,3.7885
2003-05-23,-0.6844
2003-05-27,-0.536
2003-05-28,0.0
2003-05-29,-0.4619
2003-05-30,0.9281
2003-06-02,1.6858
2003-06-03,2.1477
2003-06-04,1.5861
2003-06-05,-0.9804
2003-06-06,-0.3667
2003-06-09,1.2146
2003-06-10,0.9455
2003-06-11,2.6657
2003-06-12,-1.5789
2003-06-13,-0.713
2003-06-16,1.544
2003-06-17,-0.0354
2003-06-18,-0.283
2003-06-19,-4.9663
2003-06-20,2.6875999999999998
2003-06-23,-3.9622
2003-06-24,5.7154
2003-06-25,-1.3605
2003-06-26,2.6497
2003-06-27,-1.6973
2003-06-30,0.8273
2003-07-01,0.6422
2003-07-02,-0.2127
2003-07-03,-0.2842
2003-07-07,1.3181
2003-07-08,0.9142
2003-07-09,-0.7317
2003-07-10,-1.1934
2003-07-11,1.5986
2003-07-14,-0.2448
2003-07-15,-0.0701
2003-07-16,-0.912
2003-07-17,-2.2389
2003-07-18,-0.4717
2003-07-21,1.3489
2003-07-22,0.0
2003-07-23,-0.5036
2003-07-24,0.3254
2003-07-25,0.8288
2003-07-28,1.7513
2003-07-29,-2.529
2003-07-30,4.3243
2003-07-31,3.5924
2003-08-01,-0.1334
2003-08-04,0.6344
2003-08-05,-2.6875
2003-08-06,0.0
2003-08-07,1.6364999999999998
2003-08-08,0.8051
2003-08-11,1.4309
2003-08-12,0.5249
2003-08-13,1.5339
2003-08-14,-0.1286
2003-08-15,-0.869
2003-08-18,0.0
2003-08-19,-0.0325
2003-08-20,-0.4547
2003-08-21,1.6639
2003-08-22,0.1605
2003-08-25,0.2563
2003-08-26,-0.5113
2003-08-27,2.0238
2003-08-28,1.9521
2003-08-29,0.6794
2003-09-02,-0.2761
2003-09-03,-2.307
2003-09-04,-0.8186
2003-09-05,-0.9841
2003-09-08,-1.571
2003-09-09,-1.8567
2003-09-10,-0.8961
2003-09-11,0.6363
2003-09-12,0.4992
2003-09-15,0.5298
2003-09-16,0.4611
2003-09-17,1.1475
2003-09-18,1.0697
2003-09-19,0.6414
2003-09-22,-2.4219
2003-09-23,2.5147
2003-09-24,-1.5291000000000001
2003-09-25,0.7764
2003-09-26,0.0963
2003-09-29,0.2566
2003-09-30,-0.6398
2003-10-01,2.8975999999999997
2003-10-02,0.5006
2003-10-03,0.0
2003-10-06,0.0311
2003-10-07,4.6063
2003-10-08,2.053
2003-10-09,1.1953
2003-10-10,-0.9219
2003-10-13,1.4248
2003-10-14,-0.6307
2003-10-15,-0.6924
2003-10-16,-0.1162
2003-10-17,-1.4034
2003-10-20,0.3251
2003-10-21,-0.3829
2003-10-22,-0.4435
2003-10-23,1.4256
2003-10-24,-1.347
2003-10-27,4.1555
2003-10-28,2.1089
2003-10-29,0.2791
2003-10-30,-1.8369
2003-10-31,-0.2552
2003-11-03,0.5685
2003-11-04,0.3674
2003-11-05,-0.6477
2003-11-06,2.551
2003-11-07,0.1382
2003-11-10,1.5733000000000001
2003-11-11,-1.0598
2003-11-12,-0.2472
2003-11-13,-0.8811
2003-11-14,-1.6111
2003-11-17,0.48
2003-11-18,0.4496
2003-11-19,0.1399
2003-11-20,1.0335
2003-11-21,-0.8294
2003-11-24,3.206
2003-11-25,0.3782
2003-11-26,0.0807
2003-11-28,0.726
2003-12-01,-0.4538
2003-12-02,-3.513
2003-12-03,-3.0017
2003-12-04,0.4011
2003-12-05,0.0
2003-12-08,-0.2283
2003-12-09,-2.1739
2003-12-10,-2.5439
2003-12-11,2.2502
2003-12-12,0.5282
2003-12-15,-2.4518
2003-12-16,0.0299
2003-12-17,1.7349999999999999
2003-12-18,0.7939
2003-12-19,0.8168
2003-12-22,-1.0417
2003-12-23,1.9298
2003-12-24,-0.4877
2003-12-26,0.0288
2003-12-29,2.1614
2003-12-30,0.8181
2003-12-31,1.0632
2004-01-02,-0.969
2004-01-05,0.615
2004-01-06,0.2223
2004-01-07,-1.303
2004-01-08,0.8989
2004-01-09,-1.4477
2004-01-12,-0.678
2004-01-13,2.9863
2004-01-14,0.2762
2004-01-15,1.3495
2004-01-16,-0.8152
2004-01-20,-2.1199
2004-01-21,1.8789
2004-01-22,-0.0826
2004-01-23,-0.0275
2004-01-26,1.0196
2004-01-27,-0.8456
2004-01-28,-1.5406
2004-01-29,-0.8382
2004-01-30,0.6481
2004-02-02,2.8834999999999997
2004-02-03,-1.0884
2004-02-04,0.7978
2004-02-05,-1.5011
2004-02-06,0.0831
2004-02-09,-0.6091
2004-02-10,-0.1671
2004-02-11,0.8092
2004-02-12,5.8123000000000005
2004-02-13,-1.9095
2004-02-17,0.0
2004-02-18,-0.9867
2004-02-19,0.3771
2004-02-20,-2.1197
2004-02-23,-0.2193
2004-02-24,-0.8242
2004-02-25,2.6316
2004-02-26,-0.5668
2004-02-27,1.7915
2004-03-01,0.5067
2004-03-02,-1.4858
2004-03-03,1.2658
2004-03-04,-0.5319
2004-03-05,-0.6952
2004-03-08,-0.8885
2004-03-09,-1.304
2004-03-10,-0.7157
2004-03-11,-1.7189
2004-03-12,-0.4231
2004-03-15,-2.2946
2004-03-16,-0.8118
2004-03-17,1.2277
2004-03-18,0.5487
2004-03-19,-0.7467
2004-03-22,0.1157
2004-03-23,-0.3179
2004-03-24,0.174
2004-03-25,2.055
2004-03-26,-0.7374
2004-03-29,1.5429
2004-03-30,-0.2251
2004-03-31,-0.4512
2004-04-01,-1.1331
2004-04-02,-0.3438
2004-04-05,7.3893
2004-04-06,-0.5622
2004-04-07,-0.8078
2004-04-08,-1.0315
2004-04-12,2.5507
2004-04-13,-0.3744
2004-04-14,-0.5638
2004-04-15,0.405
2004-04-16,1.1293
2004-04-19,1.3826
2004-04-20,-0.3409
2004-04-21,1.9901
2004-04-22,0.9563
2004-04-23,-0.3072
2004-04-26,0.4109
2004-04-27,-0.179
2004-04-28,-0.8455
2004-04-29,-0.4393
2004-04-30,0.2595
2004-05-03,2.2262
2004-05-04,1.2661
2004-05-05,1.3503
2004-05-06,0.3454
2004-05-07,0.6639
2004-05-10,0.2198
2004-05-11,-2.7297000000000002
2004-05-12,0.4761
2004-05-13,-0.8978
2004-05-14,1.1072
2004-05-17,-1.6924000000000001
2004-05-18,1.3924
2004-05-19,-0.9238
2004-05-20,0.7056
2004-05-21,-0.2503
2004-05-24,0.3011
2004-05-25,2.9265
2004-05-26,-0.2673
2004-05-27,2.2417
