ticker,CGYV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-10-27,0.0
2005-10-28,50.0
2005-10-31,40.0
2005-11-02,-3.8095
2005-11-14,-30.6931
2005-11-17,0.0
2005-11-23,50.0
2005-11-25,19.0476
2005-11-30,20.0
2005-12-01,-23.3333
2005-12-05,-11.3043
2005-12-07,-26.4706
2005-12-09,0.0
2005-12-12,-6.6667
2005-12-13,44.2857
2005-12-15,18.8119
2005-12-16,-15.8333
2005-12-19,0.0
2006-01-03,0.0
2006-01-04,-30.6931
2006-01-09,7.1429
2006-01-10,0.0
2006-01-11,0.0
2006-01-17,-26.6667
2006-02-03,9.0909
2006-02-16,58.3333
2006-02-24,31.5789
2006-04-10,-80.0
2007-08-22,-87.1795
2007-08-23,-42.2857
2007-09-20,-89.1089
2007-10-03,0.0
2007-10-04,18.1818
2007-10-05,-53.8462
2007-10-08,50.0
2007-10-09,66.6667
2007-10-10,-33.3333
2007-10-11,50.0
2007-10-12,-3.3333
2007-10-16,-37.931
2007-10-17,0.0
2007-10-19,-11.1111
2007-10-22,0.0
2007-10-23,25.0
2007-10-24,-30.0
2007-10-26,21.4286
2007-10-30,-5.8824
2007-10-31,0.0
2007-11-01,2.5
2007-11-06,-14.6341
2007-11-14,-21.4286
2007-11-20,-9.0909
2007-11-26,40.0
2007-11-27,-14.2857
2007-11-29,-41.6667
2007-12-06,42.8571
2007-12-17,-20.0
2007-12-19,0.0
2007-12-20,0.0
2008-01-22,-25.0
2008-01-30,100.0
2008-01-31,33.3333
2008-02-01,0.0
2008-02-04,0.0
2008-02-06,150.0
2008-02-07,-16.6667
2008-02-08,-15.3333
2008-02-11,25.9843
2008-02-12,-9.375
2008-02-13,6.8966
2008-02-14,38.7097
2008-02-19,-25.5814
2008-02-21,31.25
2008-02-22,-19.0476
2008-02-27,-8.8235
2008-02-29,3.2258
2008-03-04,9.375
2008-03-07,0.0
2008-03-12,0.0
2008-03-13,-5.7143
2008-03-17,21.2121
2008-03-28,0.0
2008-03-31,50.0
2008-04-01,-5.0
2008-04-02,-5.2632
2008-04-03,0.0
2008-04-07,-13.7037
2008-04-15,-1.2876
2008-04-23,-13.0435
2008-04-28,13.75
2008-04-29,97.8022
2008-04-30,0.0
2008-05-01,0.0
2008-05-02,-0.1111
2008-05-05,0.0
2008-05-15,43.4928
2008-05-16,-3.1008
2008-05-28,-21.12
2008-05-29,20.6897
2008-05-30,0.0
2008-06-09,-16.8067
2008-06-16,0.0
2008-06-17,0.0
