ticker,CNBZ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-07-28,-6.0804
2005-12-12,0.6742
2005-12-19,-0.6696
2006-01-13,0.0
2006-06-30,-1.1236
2006-08-23,-1.7045
2006-08-24,-0.578
2006-08-25,0.5814
2006-08-28,-1.0405
2006-08-29,-1.8692
2006-08-31,1.5476
2006-09-18,0.0
2006-09-26,-0.0234
2006-10-03,-0.0938
2006-10-17,0.1174
2006-10-24,0.0
2006-11-02,1.0551
2006-12-20,-1.3921000000000001
2006-12-22,0.0
2007-01-16,0.7059
2007-02-16,-0.7009
2007-02-26,-5.8824
2007-04-03,-0.75
2007-04-10,0.0
2007-04-11,0.0
2007-04-12,-1.5112999999999999
2007-04-18,1.8925999999999998
2007-04-19,-0.3514
2007-04-25,-2.1411
2007-04-26,-2.1879
2007-05-01,2.2368
2007-05-02,0.0
2007-05-07,2.9600999999999997
2007-05-15,0.0
2007-05-16,5.0
2007-05-17,0.0
2007-05-22,-6.9048
2007-05-23,2.3018
2007-07-03,2.3244
2007-07-12,-0.9877
2007-07-19,0.0
2007-07-24,0.9975
2007-07-25,-0.4938
2007-07-26,-0.7444
2007-07-27,-5.0
2007-07-30,5.2632
2007-07-31,1.875
2007-08-01,-9.2025
2007-08-09,8.7838
2007-08-10,-5.4658
2007-08-14,5.7819
2007-09-12,-7.4534
2007-09-14,4.698
2007-09-27,-5.1282
2007-10-04,-5.2703
2007-10-11,4.1369
2007-10-15,4.1096
2007-10-16,2.6316
2007-10-23,0.0
2007-11-19,3.6807
2007-11-27,-2.0
2007-12-07,2.0408
2007-12-10,1.25
2007-12-14,-8.642
2007-12-18,-13.5135
2007-12-20,0.0
2007-12-21,0.0
2007-12-26,-5.9375
2007-12-28,2.99
2007-12-31,-1.129
2008-01-02,1.1419
2008-01-07,-1.2903
2008-01-17,1.4537
2008-01-23,-0.0333
2008-01-25,4.0
2008-02-04,-2.0833
2008-02-06,-0.9493
2008-02-07,-0.8592
2008-02-08,6.6667
2008-02-13,-7.8125
2008-02-14,1.6949
2008-02-19,0.0
2008-03-05,-0.8333
2008-03-06,0.3697
2008-03-07,0.4689
2008-03-10,0.0
2008-03-11,3.3333
2008-03-12,1.6129
2008-03-14,-1.5873
2008-03-17,-3.1612999999999998
2008-03-18,3.2645
2008-03-28,9.6774
2008-04-02,2.9412000000000003
2008-04-03,-8.5714
2008-04-04,6.25
2008-04-07,2.9412000000000003
2008-04-08,0.0
2008-04-11,-1.6571
2008-04-21,2.3529
