ticker,SFDL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-09-23,1.0
2003-09-24,-0.9901
2003-10-03,-6.0
2003-10-09,4.2553
2003-10-10,-2.0408
2003-10-15,2.5
2003-10-27,1.2195
2003-11-13,2.4096
2003-11-17,-8.8235
2003-11-21,2.1505
2003-11-25,1.1368
2003-11-26,2.0833
2003-12-02,0.0
2003-12-05,-3.0612
2003-12-11,-1.0526
2004-01-02,8.0851
2004-01-13,-9.4488
2004-01-21,0.0
2004-01-27,0.0
2004-01-28,0.0
2004-02-12,-2.1739
2004-02-18,-1.1111
2004-02-19,-2.2472
2004-02-25,-1.0575
2004-02-27,-2.3256
2004-03-03,0.0
2004-03-04,-1.1905000000000001
2004-03-05,-3.6145
2004-03-08,-1.25
2004-03-09,1.2658
2004-03-10,3.75
2004-03-18,0.4819
2004-03-24,1.9184999999999999
2004-03-31,-1.1764999999999999
2004-04-02,0.9524
2004-04-06,-6.8396
2004-04-12,8.8608
2004-04-13,0.0
2004-04-14,1.1628
2004-04-16,1.1494
2004-04-27,4.5455
2004-04-30,17.3913
2004-05-05,-7.4074
2004-05-12,-5.72
2004-05-25,-0.0849
2004-06-04,0.085
2004-06-07,0.0
2004-06-10,0.0425
2004-06-24,0.1698
2004-07-06,-6.7797
2004-07-21,-2.2727
2004-07-23,2.3256
2004-08-06,1.1364
2004-08-27,-0.9888
2004-09-16,-1.1364
2004-09-22,-0.9195
2004-10-15,-1.3921000000000001
2004-10-18,1.1764999999999999
2004-10-19,0.0
2004-10-27,2.093
2004-10-28,0.0
2004-11-05,-7.7449
2004-11-12,2.4691
2004-12-01,-1.0618
2004-12-02,4.6341
2004-12-03,-0.9324
2004-12-06,-1.1764999999999999
2004-12-08,-1.1905000000000001
2004-12-09,-1.2048
2004-12-10,0.0
2004-12-14,1.2195
2004-12-15,-1.2048
2004-12-16,1.2195
2004-12-17,-1.9277
2004-12-20,-0.4914
2005-01-06,0.0
2005-01-12,0.4938
2005-01-14,-0.4914
2005-01-20,0.0
2005-01-21,0.0
2005-01-26,-2.4691
2005-01-28,0.0
2005-02-02,2.5316
2005-02-16,3.7037
2005-02-17,2.3810000000000002
2005-02-23,-4.6512
2005-03-02,0.1466
2005-03-03,-2.439
2005-03-14,5.0
2005-03-15,4.7619
2005-03-16,3.4091
2005-03-28,-3.2967
2005-03-31,4.5455
2005-04-08,-4.3478
2005-04-15,0.0
2005-04-26,-2.2727
2005-04-27,-2.093
2005-05-10,-0.2375
2005-05-16,0.0
