ticker,FNWB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-01-30,21.8
2015-02-02,-0.2463
2015-02-03,0.823
2015-02-04,0.3265
2015-02-05,0.4882
2015-02-06,1.1336
2015-02-09,0.1601
2015-02-10,0.3997
2015-02-11,0.0
2015-02-12,-0.0796
2015-02-13,-0.1594
2015-02-17,-0.1596
2015-02-18,-0.0799
2015-02-19,0.16
2015-02-20,0.0
2015-02-23,-0.0799
2015-02-24,0.0799
2015-02-25,-0.0799
2015-02-26,0.0
2015-02-27,0.0799
2015-03-02,-0.0799
2015-03-03,0.0799
2015-03-04,-0.1597
2015-03-05,-0.24
2015-03-06,0.1604
2015-03-09,-0.4003
2015-03-10,-0.2412
2015-03-11,0.0806
2015-03-12,0.2415
2015-03-13,-0.1606
2015-03-16,-0.2414
2015-03-17,0.3226
2015-03-18,0.4823
2015-03-19,-1.6
2015-03-20,1.1381999999999999
2015-03-23,0.0804
2015-03-24,0.1606
2015-03-25,0.2406
2015-03-26,-0.64
2015-03-27,-0.8857
2015-03-30,0.3249
2015-03-31,1.0526
2015-04-01,0.0
2015-04-02,-0.3205
2015-04-06,-0.7235
2015-04-07,0.081
2015-04-08,0.0809
2015-04-09,-0.9701
2015-04-10,0.898
2015-04-13,-0.4854
2015-04-14,-0.1626
2015-04-15,0.0
2015-04-16,0.0
2015-04-17,-0.6515
2015-04-20,0.041
2015-04-21,-0.1229
2015-04-22,-0.082
2015-04-23,0.0
2015-04-24,0.1642
2015-04-27,0.0
2015-04-28,-0.082
2015-04-29,-0.6563
2015-04-30,0.0
2015-05-01,-0.6606
2015-05-04,0.4156
2015-05-05,0.8278
2015-05-06,-1.1494
2015-05-07,-0.3322
2015-05-08,-0.0833
2015-05-11,0.0834
2015-05-12,0.0
2015-05-13,-0.1667
2015-05-14,1.1686
2015-05-15,0.495
2015-05-18,0.2463
2015-05-19,0.3276
2015-05-20,0.3821
2015-05-21,0.2633
2015-05-22,0.4983
2015-05-26,0.801
2015-05-27,-1.3601
2015-05-28,0.1623
2015-05-29,-0.3241
2015-06-01,-0.0813
2015-06-02,0.0814
2015-06-03,0.0
2015-06-04,0.0
2015-06-05,0.2439
2015-06-08,-0.0811
2015-06-09,-1.0552
2015-06-10,0.0
2015-06-11,1.2305
2015-06-12,-1.3776
2015-06-15,1.0682
2015-06-16,0.3252
2015-06-17,0.6483
2015-06-18,-0.4831
2015-06-19,-2.4272
2015-06-22,1.8242
2015-06-23,0.0814
2015-06-24,0.895
