ticker,SRAX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-12-03,0.0
2012-12-04,0.0
2012-12-05,17.8218
2012-12-06,-15.1261
2012-12-07,0.0
2012-12-10,0.0
2012-12-13,-0.9901
2012-12-31,0.0
2013-01-07,10.0
2013-01-15,-9.0909
2013-02-21,0.0
2013-04-01,0.0
2013-05-14,2.0
2013-05-20,-1.9607999999999999
2013-05-24,-25.0
2013-05-28,33.3333
2013-06-28,-23.0
2013-08-14,-2.5974
2013-08-15,26.6667
2013-08-21,0.0
2013-10-14,5.2632
2013-10-28,0.0
2013-10-30,20.0
2013-10-31,25.0
2013-11-01,33.3333
2013-11-04,0.0
2013-11-05,50.0
2013-11-06,0.0
2013-11-07,-16.6667
2013-11-08,12.0
2013-11-11,7.1429
2013-11-13,16.6667
2013-11-14,0.0
2013-11-18,-2.8571
2013-11-19,17.647100000000002
2013-11-20,-15.0
2013-11-22,-7.3529
2013-11-25,0.0
2013-11-26,-4.7619
2013-11-27,-8.3333
2013-12-03,9.0909
2013-12-04,-30.0
2013-12-05,19.0476
2013-12-06,20.0
2013-12-09,-25.0
2013-12-10,-0.4444
2013-12-11,-12.9464
2013-12-12,0.5128
2013-12-13,1.0204
2013-12-16,2.0202
2013-12-17,-0.9901
2013-12-19,5.0
2013-12-20,66.6667
2013-12-30,-28.5714
2013-12-31,29.6
2014-01-03,-22.8395
2014-01-06,0.0
2014-01-07,-20.0
2014-01-08,60.0
2014-01-17,-6.875
2014-01-29,-33.557
2014-01-30,36.3636
2014-02-06,-11.1111
2014-02-13,-2.5
2014-02-19,0.0
2014-02-20,-10.2564
2014-02-21,9.5238
2014-02-24,2.1739
2014-02-25,-32.3404
2014-02-26,-21.3836
2014-02-27,40.0
2014-02-28,0.0
2014-03-03,-31.4286
2014-03-04,16.6667
2014-03-05,2.8571
2014-03-10,-2.7778
2014-03-11,0.0
2014-03-12,-7.1429
2014-03-13,-7.6923
2014-03-14,0.0
2014-03-17,0.0
2014-03-18,8.3333
2014-03-19,-10.0
2014-03-20,23.0769
2014-03-21,-9.7222
2014-03-24,3.8462
2014-03-25,3.7037
2014-03-26,-4.2857
2014-03-27,-0.7463
2014-03-28,1.5038
2014-04-01,1.4815
2014-04-03,-12.4088
2014-04-04,0.0
2014-04-07,-1.6667
2014-04-08,1.6949
2014-04-09,-4.1667
2014-04-10,0.0
2014-04-11,-2.6087
2014-04-14,-1.7856999999999998
2014-04-15,0.0
2014-04-16,-3.6364
2014-04-21,0.0
