ticker,JMDP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-12-01,-4.0
2003-07-29,-96.6667
2003-12-22,-87.5
2004-11-05,119900.0
2005-10-26,-93.3333
2005-11-21,0.0
2005-11-28,2400.0
2005-12-06,0.0
2006-05-19,-72.0
2006-09-18,142.8571
2006-09-19,17.647100000000002
2006-09-21,0.0
2006-09-22,5.0
2006-09-25,-47.619
2006-09-26,0.0
2006-09-27,-18.1818
2006-09-28,-22.2222
2006-09-29,14.2857
2006-10-02,-12.5
2006-10-03,0.0
2006-10-04,0.0
2006-10-09,14.2857
2006-10-10,-12.5
2006-10-11,-14.2857
2006-10-12,16.6667
2006-10-13,0.0
2006-10-16,-7.1429
2006-10-18,-7.6923
2006-10-19,0.0
2006-10-20,16.6667
2006-10-27,-28.5714
2006-11-01,0.0
2006-11-02,0.0
2006-11-06,0.0
2006-11-07,0.0
2006-11-10,0.0
2006-11-20,-20.0
2006-11-29,25.0
2006-11-30,10.0
2006-12-01,18.1818
2006-12-04,0.0
2006-12-05,23.0769
2006-12-06,-31.25
2006-12-07,45.4545
2006-12-08,-12.5
2006-12-11,-14.2857
2006-12-12,-33.3333
2006-12-13,-50.0
2006-12-14,125.0
2006-12-15,-11.1111
2006-12-18,-12.5
2006-12-20,0.0
2006-12-22,-28.5714
2007-01-03,60.0
2007-01-04,0.0
2007-01-05,-25.0
2007-01-08,33.3333
2007-01-09,-12.5
2007-01-10,-7.1429
2007-01-16,-38.4615
2007-01-17,50.0
2007-01-18,0.0
2007-01-19,0.0
2007-01-22,-33.3333
2007-01-23,15.0
2007-01-24,-13.0435
2007-01-25,-25.0
2007-01-26,33.3333
2007-01-29,-40.0
2007-01-30,-16.6667
2007-01-31,5.0
2007-02-01,14.2857
2007-02-02,-16.6667
2007-02-05,-20.0
2007-02-06,25.0
2007-02-07,-40.0
2007-02-08,16.6667
2007-02-09,-28.5714
2007-02-12,0.0
2007-02-13,0.0
2007-02-14,0.0
2007-02-15,-20.0
2007-02-16,0.0
2007-02-21,-15.625
2007-02-22,48.1481
2007-02-23,-20.0
2007-02-26,0.0
2007-03-02,0.0
2007-03-05,50.0
2007-03-06,0.0
2007-03-08,-33.3333
2007-03-13,25.0
2007-03-14,20.0
2007-03-15,-50.0
2007-03-16,0.0
2007-03-19,0.0
2007-03-20,0.0
2007-03-21,0.0
2007-03-23,0.0
2007-03-28,0.0
2007-03-30,0.0
2007-04-03,-29.1667
2007-04-04,-5.8824
2007-04-09,-40.625
