ticker,BPOL US Equity
2014-10-06,0.1808
2014-10-07,1.9856
2014-10-08,3.3628
2014-10-09,-4.1096
2014-10-10,-15.1786
2014-10-13,-37.2632
2014-10-14,0.0
2014-10-15,-16.1074
2014-10-16,60.4
2014-10-17,24.4389
2014-10-20,3.2064
2014-10-21,26.2136
2014-10-22,-60.0
2014-10-23,111.5385
2014-10-24,-10.1818
2014-10-27,-28.1377
2014-10-28,33.5211
2014-10-29,-5.0633
2014-10-30,-18.4444
2014-10-31,0.2725
2014-11-03,-4.8913
2014-11-04,-2.8571
2014-11-05,2.9412000000000003
2014-11-07,0.0
2014-11-10,2.8571
2014-11-11,15.0
2014-11-12,5.0725
2014-11-13,35.648
2014-11-14,0.4968
2014-11-17,-0.5059
2014-11-18,-11.3559
2014-11-19,-18.738
2014-11-20,-4.7059
2014-11-21,-0.9877
2014-11-24,-2.7431
2014-11-25,0.0
2014-11-26,-10.0
2014-12-01,2.5641
2014-12-02,0.2778
2014-12-03,-1.662
2014-12-04,-0.8451
2014-12-05,-0.5682
2014-12-08,0.0
2014-12-09,28.5714
2014-12-10,14.0
2014-12-11,-30.7992
2014-12-12,0.0
2014-12-15,5.6338
2014-12-16,-20.0
2014-12-17,-8.6667
2014-12-18,9.1241
2014-12-19,-16.0535
2014-12-22,19.5219
2014-12-23,-8.3333
2014-12-24,-10.9091
2014-12-26,-34.6939
2014-12-29,-3.125
2014-12-30,-35.4839
2015-01-02,65.0
2015-01-05,-7.2727
2015-01-06,-1.9607999999999999
2015-01-07,-2.0
2015-01-08,-21.7687
2015-01-09,-13.0435
2015-01-12,-10.0
2015-01-13,0.0
2015-01-14,-11.1111
2015-01-15,6.25
2015-01-16,-5.8824
2015-01-20,2.5
2015-01-21,-14.6341
2015-01-22,5.7143
2015-01-26,28.3784
2015-01-27,5.2632
2015-01-28,-2.0
2015-01-29,-8.1633
2015-01-30,-11.2222
2015-02-02,-13.6421
2015-02-03,-34.7826
2015-02-04,-15.5556
2015-02-05,-34.2105
2015-02-06,59.2
2015-02-09,-37.1859
2015-02-10,-28.0
2015-02-11,-35.5556
2015-02-12,-43.9655
2015-02-13,23.0769
2015-02-17,12.5
2015-02-18,0.0
2015-02-19,-0.2083
2015-02-20,0.0
2015-02-23,-10.9255
2015-02-24,-7.5
2015-02-25,0.0
2015-02-27,8.1081
2015-03-03,12.5
2015-03-04,0.0
2015-03-05,-11.1111
2015-03-06,43.75
2015-03-09,0.0
2015-03-10,-13.0435
2015-03-12,10.6875
2015-03-13,-9.5426
2015-03-16,0.0
2015-03-17,-0.1248
2015-03-18,42.0
2015-03-19,-1.3204
2015-03-20,28.4567
2015-03-23,-38.8194
2015-03-24,114.3019
2015-03-25,-44.9153
2015-03-26,81.5385
2015-03-27,-44.9153
2015-03-30,83.0769
2015-04-01,-32.7731
2015-04-02,0.0781
2015-04-07,-37.5488
2015-04-08,120.0
2015-04-09,0.0
2015-04-10,-18.1818
2015-04-13,-22.2222
2015-04-14,0.0
2015-04-21,0.0
2015-04-23,0.0
2015-04-27,0.0
2015-04-29,45.0
2015-05-01,-60.0985
2015-05-14,2.4691
2015-05-15,0.0
2015-05-20,165.0602
2015-05-21,-9.0909
2015-05-22,-59.0
2015-05-27,-1.2195
2015-05-28,122.2222
2015-06-01,0.0
2015-06-02,-44.4444
2015-06-04,40.0
2015-06-09,-28.5714
2015-06-16,183.0
2015-06-17,22.9682
2015-06-18,-2.8736
2015-06-19,-1.7751000000000001
2015-06-22,-0.6024
2015-06-25,-9.697
2015-06-30,17.4077
2015-07-07,-3.9657
2015-07-08,-0.2976
2015-07-09,-1.5299
2015-07-13,-39.371
2015-07-15,50.0
2015-07-22,-31.3333
2015-07-23,-2.9126
2015-07-30,0.5
2015-07-31,-0.4975
2015-08-03,0.0
2015-08-06,0.0
2015-08-10,-24.0
2015-08-11,-30.2632
2015-08-18,5.6604
2015-08-21,0.0
2015-08-27,20.5357
2015-09-03,-7.4074
2015-09-04,-20.0
2015-09-15,0.0
2015-09-17,77.0
2015-09-23,-26.5537
2015-09-24,0.0
2015-10-23,-23.0769
2015-11-04,-2.0
2015-11-17,-65.102
2015-11-18,-38.0117
2015-12-14,17.9245
2015-12-22,19.6
2015-12-29,-16.388
2015-12-30,0.0
2015-12-31,0.0
2016-01-14,0.0
2016-03-02,22.0
2016-04-20,-30.1639
2016-06-28,-15.9038
2016-08-04,-83.3217
2016-11-18,2.0921
2016-12-01,0.0
2016-12-02,-2.0492
2016-12-08,-26.3598
2016-12-09,0.0
2016-12-16,0.0
2016-12-27,0.0
2016-12-29,0.0
2017-01-27,0.8523
2017-04-28,1201.9718
2017-05-01,-56.9018
2017-07-17,516.6265
2017-07-20,4.2074
2017-07-21,21.25
2017-07-24,13.4021
2017-07-25,-9.0909
2017-07-31,4.0
2017-08-01,5.7692
2017-08-02,17.2727
2017-08-03,-14.7287
2017-08-04,21.8182
2017-08-07,4.4776
2017-08-10,0.0
2017-08-11,0.0
2017-08-14,-20.7143
2017-08-15,26.1261
2017-08-16,0.0
2017-08-21,-3.5714
2017-08-28,-17.7778
2017-08-29,19.8198
2017-08-30,-6.015
2017-09-05,0.0
2017-09-06,0.0
2017-09-14,-8.0
2017-09-15,0.0
2017-09-18,0.0
2017-09-25,13.0435
2017-09-28,-19.2308
2017-09-29,29.5238
2017-10-02,2.9412000000000003
2017-10-05,-22.1429
2017-10-06,28.4404
2017-10-10,0.0
2017-10-13,-0.7143
2017-10-16,-0.0072
2017-10-17,-23.735500000000002
2017-10-20,27.3585
2017-10-23,3.7037
2017-10-24,-2.8571
2017-10-25,-4.4118
2017-10-26,0.0
2017-10-31,7.6923
2017-11-01,0.0
2017-11-02,0.0
2017-11-03,0.0
2017-11-06,17.8571
2017-11-07,0.0
2017-11-09,-0.6061
2017-11-16,0.0
2017-11-27,-23.7805
2017-12-01,0.0
2017-12-04,0.0
2017-12-12,-8.0
2017-12-18,8.6957
2017-12-19,0.0
2017-12-20,-7.2
2017-12-21,3.4483
2017-12-22,4.1667
2017-12-26,-8.008
2017-12-27,8.7051
2018-01-02,0.0
2018-01-04,0.0
2018-01-05,-4.0
2018-01-12,0.0
2018-01-22,-13.3333
2018-01-26,20.1923
2018-01-29,52.0
2018-01-30,0.0
2018-01-31,-55.2632
2018-02-01,76.4706
2018-02-12,0.0
2018-02-15,-43.3333
2018-02-16,94.1176
2018-02-23,18.1818
2018-02-26,-2.5641
2018-03-12,5.2632
2018-03-14,0.0
2018-03-19,-27.0
2018-03-23,2.7397
2018-04-16,33.3333
2018-08-21,-98.95
2018-09-27,-76.1905
2018-11-05,0.0
2018-12-12,-99.8
2018-12-31,900.0
2019-01-09,-90.0
2019-02-12,-90.0
2019-12-31,9900.0
2020-03-11,0.0
2020-07-15,-90.0
