ticker,BPOL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-03-18,2.5
2014-03-20,4.878
2014-03-25,-2.3256
2014-03-31,4.7619
2014-04-01,0.0
2014-04-02,0.0
2014-04-10,-31.8182
2014-04-11,0.0
2014-04-14,6.6667
2014-04-15,3.75
2014-04-16,-9.6386
2014-04-17,2.6667
2014-04-21,13.6364
2014-04-22,2.8571
2014-04-23,0.0
2014-04-24,-5.5556
2014-04-25,5.8824
2014-04-28,-5.0
2014-04-29,5.2632
2014-04-30,0.0
2014-05-02,-6.1111
2014-05-05,-1.1834
2014-05-07,-10.0599
2014-05-08,11.8509
2014-05-09,-1.1905000000000001
2014-05-12,-6.0241
2014-05-13,2.5641
2014-05-14,-2.5
2014-05-15,2.5641
2014-05-16,1.5
2014-05-19,-0.2463
2014-05-20,0.4938
2014-05-21,0.4914
2014-05-22,2.934
2014-05-23,0.8314
2014-05-27,-7.5383
2014-05-28,4.7134
2014-05-29,-9.3674
2014-05-30,8.9933
2014-06-02,3.4483
2014-06-03,1.0714
2014-06-04,-1.0601
2014-06-05,-0.119
2014-06-06,-17.4017
2014-06-09,-0.2886
2014-06-10,15.7742
2014-06-11,3.125
2014-06-12,-21.8182
2014-06-13,8.5271
2014-06-20,-7.1429
2014-06-26,-1.2308
2014-07-03,-6.3863
2014-07-07,-25.1248
2014-07-08,22.2222
2014-07-09,0.0
2014-07-11,-2.9091
2014-07-14,-13.8577
2014-07-16,0.0
2014-07-30,-7.6087
2014-07-31,-5.8824
2014-08-05,0.0
2014-08-06,6.25
2014-08-08,64.7059
2014-08-11,29.2857
2014-08-12,-1.105
2014-08-13,0.6704
2014-08-14,-18.424
2014-08-15,5.4422
2014-08-18,2.5806
2014-08-19,-4.4025
2014-08-20,-3.9474
2014-08-21,-2.0548
2014-08-22,0.2797
2014-08-25,-0.1395
2014-08-27,-4.0503
2014-08-28,-12.6638
2014-08-29,1.8333
2014-09-02,17.6759
2014-09-03,-6.1196
2014-09-04,-3.7037
2014-09-05,0.0
2014-09-08,3.0769
2014-09-09,0.0
2014-09-10,1.3433
2014-09-11,0.1473
2014-09-12,-0.7353
2014-09-15,-17.7778
2014-09-16,0.0
2014-09-17,26.8468
2014-09-18,-0.5682
2014-09-19,-5.7143
2014-09-22,6.0606
2014-09-23,1.0
2014-09-24,-13.5785
2014-09-25,-5.892
2014-09-26,1.7391
2014-09-29,1.7094
2014-09-30,9.2437
2014-10-01,0.0
2014-10-02,-9.2308
2014-10-03,-6.2712
