ticker,BEST US Equity
2018-02-09,-2.9446
2018-02-12,2.4272
2018-02-13,5.5687
2018-02-14,4.9383
2018-02-15,3.2086
2018-02-16,0.0
2018-02-20,-4.6632
2018-02-21,-0.1087
2018-02-22,-0.4353
2018-02-23,2.8415
2018-02-26,0.0
2018-02-27,-1.169
2018-02-28,4.6237
2018-03-01,7.0915
2018-03-02,-1.1516
2018-03-05,1.4563
2018-03-06,5.8373
2018-03-07,-0.4521
2018-03-08,-1.4532
2018-03-09,-1.659
2018-03-12,-4.03
2018-03-13,1.7578
2018-03-14,-2.7831
2018-03-15,-2.7641
2018-03-16,2.9442
2018-03-19,-0.9862
2018-03-20,-0.0996
2018-03-21,3.988
2018-03-22,-2.0134
2018-03-23,0.4892
2018-03-26,5.5501000000000005
2018-03-27,-2.6753
2018-03-28,-3.6967
2018-03-29,1.3780000000000001
2018-04-02,-3.3981
2018-04-03,4.2211
2018-04-04,0.0
2018-04-05,-0.7715
2018-04-06,-1.069
2018-04-09,-0.2947
2018-04-10,0.0
2018-04-11,-0.4926
2018-04-12,-1.6832
2018-04-13,3.5247
2018-04-16,-0.8755
2018-04-17,2.5515
2018-04-18,5.6459
2018-04-19,1.5399
2018-04-20,2.6762
2018-04-23,0.5213
2018-04-24,-4.7537
2018-04-25,0.0907
2018-04-26,2.8105
2018-04-27,-2.2046
2018-04-30,0.541
2018-05-01,7.713
2018-05-02,-3.7469
2018-05-03,0.6055
2018-05-04,2.5795
2018-05-07,8.2984
2018-05-08,-1.7027999999999999
2018-05-09,-1.7323
2018-05-10,-8.1731
2018-05-11,-1.7452
2018-05-14,0.2664
2018-05-15,0.7972
2018-05-16,-0.6151
2018-05-17,-0.1768
2018-05-18,0.1771
2018-05-21,-1.2378
2018-05-22,-0.6267
2018-05-23,-2.973
2018-05-24,4.0854
2018-05-25,4.3711
2018-05-29,-1.8803
2018-05-30,3.3971999999999998
2018-05-31,1.011
2018-06-01,-0.7506
2018-06-04,0.4202
2018-06-05,0.3347
2018-06-06,-0.0834
2018-06-07,-1.0017
2018-06-08,0.9275
2018-06-11,7.3517
2018-06-12,-2.4903
2018-06-13,-1.5164
2018-06-14,0.7293
2018-06-15,0.9654
2018-06-18,-1.7530000000000001
2018-06-19,-3.4874
2018-06-20,2.0168
2018-06-21,-1.7298
2018-06-22,0.6706
2018-06-25,-3.7469
2018-06-26,1.2976
2018-06-27,-0.2562
2018-06-28,0.3425
2018-06-29,4.2661999999999995
2018-07-02,-0.3273
2018-07-03,-0.7389
2018-07-05,-0.6617
2018-07-06,-1.6653
2018-07-09,-3.3023
2018-07-10,-2.8021000000000003
2018-07-11,-2.7027
2018-07-12,-0.9259
2018-07-13,-1.9626000000000001
2018-07-16,0.3813
2018-07-17,0.7597
2018-07-18,-2.262
2018-07-19,-1.6393
2018-07-20,-1.9607999999999999
2018-07-23,1.0
2018-07-24,2.0792
2018-07-25,2.0369
2018-07-26,-1.8061
2018-07-27,-1.3553
2018-07-30,-5.3974
2018-07-31,-0.1037
2018-08-01,-1.1423
2018-08-02,-2.416
2018-08-03,-3.2293
2018-08-06,-1.2236
2018-08-07,4.7297
2018-08-08,-5.2688
2018-08-09,2.2701000000000002
2018-08-10,-3.7736
2018-08-13,1.0381
2018-08-14,-2.7397
2018-08-15,-8.3333
2018-08-16,1.6644999999999999
2018-08-17,-3.6524
2018-08-20,0.6536
2018-08-21,-1.1688
2018-08-22,0.1314
2018-08-23,0.6562
2018-08-24,2.9987
2018-08-27,3.4177
2018-08-28,-4.0392
2018-08-29,0.8929
2018-08-30,-6.4475
2018-08-31,0.5405
2018-09-04,-1.7473
2018-09-05,-6.7031
2018-09-06,1.3195999999999999
2018-09-07,-1.4472
2018-09-10,-4.5521
2018-09-11,-2.3077
2018-09-12,2.9920999999999998
2018-09-13,2.9052
2018-09-14,-5.6464
2018-09-17,-6.4567
2018-09-18,2.6936
2018-09-19,4.5902
2018-09-20,1.8809
2018-09-21,2.1538
2018-09-24,-8.7349
2018-09-25,-1.9802
2018-09-26,1.3468
2018-09-27,-0.9967
2018-09-28,-0.6711
2018-10-01,-0.3378
2018-10-02,0.5085
2018-10-03,0.5059
2018-10-04,-2.6846
2018-10-05,-6.5517
2018-10-08,-2.952
2018-10-09,-3.6122
2018-10-10,-6.5089
2018-10-11,2.1097
2018-10-12,7.438
2018-10-15,-4.0385
2018-10-16,9.4188
2018-10-17,-2.3810000000000002
2018-10-18,-5.8161000000000005
2018-10-19,2.7888
2018-10-22,2.3256
2018-10-23,0.3788
2018-10-24,-0.3774
2018-10-25,3.5985
2018-10-26,1.4625
2018-10-29,1.6216
2018-10-30,6.2057
2018-10-31,5.0083
2018-11-01,-0.318
2018-11-02,-3.5088
2018-11-05,-4.6281
2018-11-06,-0.5199
2018-11-07,3.8327999999999998
2018-11-08,-0.3356
2018-11-09,-12.6263
2018-11-12,15.4143
2018-11-13,3.8397
2018-11-14,-5.4662
2018-11-15,5.7823
2018-11-16,-1.7685
2018-11-19,-2.7823
2018-11-20,-4.5455
2018-11-21,-3.5273
2018-11-23,2.7422
2018-11-26,-1.7793999999999999
2018-11-27,-0.1812
2018-11-28,0.726
2018-11-29,-5.5856
2018-11-30,-1.7176
2018-12-03,-3.301
2018-12-04,-0.8032
2018-12-06,-0.6073
2018-12-07,-5.0916
2018-12-10,-4.2918
2018-12-11,-1.5695000000000001
2018-12-12,-0.2278
2018-12-13,-3.4247
2018-12-14,1.4184
2018-12-17,-2.5641
2018-12-18,-1.4354
2018-12-19,0.0
2018-12-20,-4.8544
2018-12-21,2.2959
2018-12-24,-3.2419000000000002
2018-12-26,1.0309
2018-12-27,-1.2755
2018-12-28,1.5504
2018-12-31,4.5802
2019-01-02,5.3528
2019-01-03,-1.6166
2019-01-04,5.6338
2019-01-07,4.2222
2019-01-08,-4.2644
2019-01-09,2.4499
2019-01-10,-4.5652
2019-01-11,2.7335000000000003
2019-01-14,0.6652
2019-01-15,3.7445
2019-01-16,5.3079
2019-01-17,0.0
2019-01-18,3.0242
2019-01-22,-2.1526
2019-01-23,-3.0
2019-01-24,-4.9485
2019-01-25,3.9046
2019-01-28,-0.4175
2019-01-29,-1.0482
2019-01-30,0.8475
2019-01-31,-2.1008
2019-02-01,-2.7897
2019-02-04,4.415
2019-02-05,7.611
2019-02-06,0.7859
2019-02-07,-2.5341
2019-02-08,-5.2
2019-02-11,7.173
2019-02-12,7.0866
2019-02-13,14.5221
2019-02-14,-4.1734
2019-02-15,-1.34
2019-02-19,0.1698
2019-02-20,-1.8643999999999998
2019-02-21,0.3454
2019-02-22,3.2702
2019-02-25,3.1667
2019-02-26,-0.8078
2019-02-27,0.0
2019-02-28,-0.6515
2019-03-01,-0.3279
2019-03-04,2.6316
2019-03-05,5.609
2019-03-06,-6.2215
2019-03-07,-5.9871
2019-03-08,-3.6145
2019-03-11,5.3571
2019-03-12,-2.0339
2019-03-13,-3.1142
2019-03-14,-3.75
2019-03-15,-2.7829
2019-03-18,-1.7176
2019-03-19,-1.165
2019-03-20,-5.8939
2019-03-21,4.1754
2019-03-22,-4.4088
2019-03-25,1.4675
2019-03-26,1.0331
2019-03-27,-1.0225
2019-03-28,3.5124
2019-03-29,4.3911999999999995
2019-04-01,0.0
2019-04-02,-3.8241
2019-04-03,1.5905
2019-04-04,0.3914
2019-04-05,4.0936
2019-04-08,-2.4345
2019-04-09,-2.8791
2019-04-10,1.1858
2019-04-11,2.9297
2019-04-12,5.5028
2019-04-15,4.6763
2019-04-16,5.8419
2019-04-17,-2.5974
2019-04-18,-0.3333
2019-04-22,-3.1773
2019-04-23,2.418
2019-04-24,0.5059
2019-04-25,-2.0134
2019-04-26,-1.3699
2019-04-29,0.6944
2019-04-30,2.2414
2019-05-01,1.855
2019-05-02,4.1391
2019-05-03,4.9285
2019-05-06,-5.6061
2019-05-07,-2.4077
2019-05-08,-1.6447
2019-05-09,-1.1706
2019-05-10,0.1692
2019-05-13,-8.277
2019-05-14,-8.6556
2019-05-15,-2.8226
2019-05-16,-3.112
2019-05-17,-5.7816
2019-05-20,-6.8182
2019-05-21,2.439
2019-05-22,-2.6189999999999998
2019-05-23,2.445
2019-05-24,3.8186
2019-05-28,8.2759
2019-05-29,-2.9724
2019-05-30,-0.4376
2019-05-31,-3.5164999999999997
2019-06-03,-0.4556
2019-06-04,4.5767
2019-06-05,-3.9387
2019-06-06,1.3667
2019-06-07,-0.8989
2019-06-10,3.8548999999999998
2019-06-11,-2.8384
2019-06-12,2.0225
2019-06-13,0.2203
2019-06-14,-1.5385
2019-06-17,5.1339
2019-06-18,2.7601
2019-06-19,1.6529
2019-06-20,2.2358000000000002
2019-06-21,6.163
2019-06-24,2.9962999999999997
2019-06-25,-2.9091
2019-06-26,2.0599
2019-06-27,-0.5505
2019-06-28,1.6604999999999999
2019-07-01,2.9038
2019-07-02,-2.8219
2019-07-03,-0.363
2019-07-05,-1.6393
2019-07-08,-2.037
2019-07-09,1.5123
2019-07-10,0.0
2019-07-11,-1.4898
2019-07-12,-1.5123
2019-07-15,0.5758
2019-07-16,-5.1527
2019-07-17,-1.4085
2019-07-18,-0.6122
2019-07-19,1.0267
2019-07-22,0.813
2019-07-23,-0.2016
2019-07-24,-2.6263
2019-07-25,0.8299
2019-07-26,-1.0288
2019-07-29,1.0395
2019-07-30,3.0864
2019-07-31,-0.1996
2019-08-01,-6.0
2019-08-02,1.0638
2019-08-05,0.4211
2019-08-06,0.6289
2019-08-07,1.4583
2019-08-08,2.6694
2019-08-09,-1.8
2019-08-12,0.0
2019-08-13,-8.3503
2019-08-14,-6.6667
2019-08-15,-0.9524
2019-08-16,5.5288
2019-08-19,4.1002
2019-08-20,-0.4376
2019-08-21,3.7363
2019-08-22,-1.2711999999999999
2019-08-23,-2.5751
2019-08-26,-2.4229
2019-08-27,-5.1919
2019-08-28,0.0
2019-08-29,2.6189999999999998
2019-08-30,1.6240999999999999
2019-09-03,-3.8813
2019-09-04,12.114
2019-09-05,4.2373
2019-09-06,11.5854
2019-09-09,0.1821
2019-09-10,-1.0909
2019-09-11,-0.1838
2019-09-12,1.8416000000000001
2019-09-13,-2.3508
2019-09-16,1.8519
2019-09-17,0.9091
2019-09-18,2.1622
2019-09-19,0.3527
2019-09-20,-0.1757
2019-09-23,-0.8803
2019-09-24,-8.7034
2019-09-25,0.7782
2019-09-26,4.4402
2019-09-27,-7.024
2019-09-30,4.9702
2019-10-01,-2.2727
2019-10-02,-2.5194
2019-10-03,-0.3976
2019-10-04,-1.7964
2019-10-07,-2.6423
2019-10-08,2.5052
2019-10-09,-3.055
2019-10-10,4.4118
2019-10-11,5.0302
2019-10-14,-1.341
2019-10-15,-0.5825
2019-10-16,0.1953
2019-10-17,0.0
2019-10-18,1.7544
2019-10-21,3.0651
2019-10-22,-3.7175000000000002
2019-10-23,1.5444
2019-10-24,-0.9506
2019-10-25,3.6468
2019-10-28,1.4815
2019-10-29,2.1898
2019-10-30,1.7856999999999998
2019-10-31,0.0
2019-11-01,-4.0351
2019-11-04,2.3766
2019-11-05,1.9643000000000002
2019-11-06,-0.8757
2019-11-07,0.7067
2019-11-08,1.2281
2019-11-11,2.0797
2019-11-12,-5.4329
2019-11-13,0.1795
2019-11-14,0.8961
2019-11-15,3.73
2019-11-18,-0.6849
2019-11-19,-2.7586
2019-11-20,-3.0142
2019-11-21,-0.7313
2019-11-22,-0.1842
2019-11-25,2.7675
2019-11-26,3.0521
2019-11-27,4.5296
2019-11-29,0.1667
2019-12-02,-0.4992
2019-12-03,-1.6722000000000001
2019-12-04,-3.7415000000000003
2019-12-05,1.9435
2019-12-06,1.9064
2019-12-09,-2.2109
2019-12-10,-2.2609
2019-12-11,1.7793999999999999
2019-12-12,-5.4196
2019-12-13,1.4787
2019-12-16,1.275
2019-12-17,1.9784000000000002
2019-12-18,-3.5273
2019-12-19,-0.9141
2019-12-20,0.0
2019-12-23,0.1845
2019-12-24,-1.105
2019-12-26,1.6760000000000002
2019-12-27,5.1282
2019-12-30,-0.3484
2019-12-31,-2.7972
2020-01-02,5.7554
2020-01-03,0.0
2020-01-06,0.3401
2020-01-07,1.3559
2020-01-08,7.5251
2020-01-09,-2.6439
2020-01-10,-2.0767
2020-01-13,4.2414
2020-01-14,0.4695
2020-01-15,-0.3115
2020-01-16,-0.4688
2020-01-17,0.6279
2020-01-21,0.312
2020-01-22,-4.0435
2020-01-23,2.5932
2020-01-24,-3.9494
2020-01-27,-5.9211
2020-01-28,2.7972
2020-01-29,-1.8707
2020-01-30,-1.0399
2020-01-31,-7.0053
2020-02-03,-1.8832
2020-02-04,6.5259
2020-02-05,-2.1622
2020-02-06,1.4733
2020-02-07,-2.7223
2020-02-10,-1.306
2020-02-11,2.8355
2020-02-12,2.0221
2020-02-13,0.1802
2020-02-14,-2.1583
2020-02-18,1.1029
2020-02-19,4.0
2020-02-20,-1.049
2020-02-21,-3.1802
2020-02-24,-2.7372
2020-02-25,2.439
2020-02-26,-3.8462
2020-02-27,1.1429
2020-02-28,1.8832
2020-03-02,-2.7725999999999997
2020-03-03,2.6616
2020-03-04,-7.2222
2020-03-05,4.7904
2020-03-06,-2.2857
2020-03-09,-3.5088
2020-03-10,1.8182
2020-03-11,-1.3889
2020-03-12,1.4085
2020-03-13,1.5873
2020-03-16,-9.375
2020-03-17,15.3017
2020-03-18,-2.9907
2020-03-19,2.3121
2020-03-20,-3.5782
2020-03-23,-4.1016
2020-03-24,1.833
2020-03-25,6.8
2020-03-26,-0.7491
2020-03-27,-3.0189
2020-03-30,-0.5837
2020-03-31,4.6967
2020-04-01,-7.8505
2020-04-02,3.6511
2020-04-03,0.0
2020-04-06,2.544
2020-04-07,1.145
2020-04-08,0.9434
2020-04-09,1.4953
2020-04-13,-2.7624
2020-04-14,0.5682
2020-04-15,-0.3766
2020-04-16,3.9698
2020-04-17,1.6364
2020-04-20,-1.9678
2020-04-21,-1.6423
2020-04-22,4.8237
2020-04-23,-1.9468999999999999
2020-04-24,-0.722
2020-04-27,2.7273
2020-04-28,-1.7699
2020-04-29,-4.1441
2020-04-30,0.9398
2020-05-01,-4.6555
2020-05-04,-2.9297
2020-05-05,-1.006
2020-05-06,1.8293
2020-05-07,0.3992
2020-05-08,4.5725999999999996
2020-05-11,3.8023
2020-05-12,-0.5495
2020-05-13,-1.2891
2020-05-14,-2.0522
2020-05-15,-2.2857
2020-05-18,1.5594999999999999
2020-05-19,0.9597
2020-05-20,-1.3308
2020-05-21,-2.6975
2020-05-22,-1.9802
2020-05-26,2.0202
2020-05-27,-3.7624
2020-05-28,0.2058
2020-05-29,6.3655
2020-06-01,-4.2471
2020-06-02,2.621
2020-06-03,7.8585
2020-06-04,-5.6466
2020-06-05,5.0193
2020-06-08,-0.9191
2020-06-09,-2.4119
2020-06-10,-0.1901
2020-06-11,-4.7619
2020-06-12,-0.4
2020-06-15,-4.2169
2020-06-16,4.6122
2020-06-17,-3.4068
2020-06-18,0.0
2020-06-19,0.8299
2020-06-22,-3.0864
2020-06-23,1.4862
2020-06-24,0.2092
2020-06-25,-2.714
2020-06-26,-7.9399
2020-06-29,-0.2331
2020-06-30,0.0
2020-07-01,2.3364
2020-07-02,3.4247
2020-07-06,3.532
2020-07-07,-1.7058
2020-07-08,0.8677
2020-07-09,3.2258
2020-07-10,-6.6667
2020-07-13,0.0
2020-07-14,2.0089
2020-07-15,-3.7199
2020-07-16,0.9091
2020-07-17,0.4505
2020-07-20,0.8969
2020-07-21,2.8889
2020-07-22,-5.8315
2020-07-23,-2.2936
2020-07-24,-2.3474
2020-07-27,2.1635
2020-07-28,-2.5882
2020-07-29,2.1739
2020-07-30,-0.9456
2020-07-31,0.4773
