ticker,IHTA US Equity
2018-05-08,-0.3275
2018-05-09,1.5385
2018-05-10,0.2165
2018-05-11,-0.216
2018-05-14,-0.9004
2018-05-15,0.3282
2018-05-16,0.3282
2018-05-17,-0.8179
2018-05-18,0.055
2018-05-21,-0.1099
2018-05-22,0.22
2018-05-23,-0.0845
2018-05-24,-0.3549
2018-05-25,-0.7718
2018-05-29,0.4456
2018-05-30,0.1095
2018-05-31,0.0
2018-06-01,0.1105
2018-06-04,0.883
2018-06-05,0.6565
2018-06-06,-0.4348
2018-06-07,-0.655
2018-06-08,0.0
2018-06-11,0.1099
2018-06-12,-0.146
2018-06-13,0.7735
2018-06-14,0.2193
2018-06-15,0.2188
2018-06-18,-0.3275
2018-06-19,-1.2059
2018-06-20,-0.1619
2018-06-21,0.4964
2018-06-22,0.1105
2018-06-25,0.2208
2018-06-26,0.1575
2018-06-27,0.2826
2018-06-28,0.7675
2018-06-29,-0.3264
2018-07-02,0.0
2018-07-03,0.2183
2018-07-05,-0.4357
2018-07-06,1.6411
2018-07-09,-0.5382
2018-07-10,0.4329
2018-07-11,-0.2263
2018-07-12,-0.2322
2018-07-13,-0.2977
2018-07-16,1.2671000000000001
2018-07-17,-0.8621
2018-07-18,0.0
2018-07-19,0.2174
2018-07-20,0.0
2018-07-23,-0.2169
2018-07-24,-0.5435
2018-07-25,-0.1093
2018-07-26,0.0
2018-07-27,0.547
2018-07-30,-0.3275
2018-07-31,0.7653
2018-08-01,0.1083
2018-08-02,0.4329
2018-08-03,0.0011
2018-08-06,0.2144
2018-08-07,0.3226
2018-08-08,-0.2937
2018-08-09,-0.0193
2018-08-10,-0.1484
2018-08-13,0.253
2018-08-14,0.4868
2018-08-15,-0.1278
2018-08-16,1.4306
2018-08-17,0.3181
2018-08-20,0.0
2018-08-21,0.4228
2018-08-22,1.8947
2018-08-23,0.2066
2018-08-24,0.5155
2018-08-27,-0.8205
2018-08-28,-2.2751
2018-08-29,1.0582
2018-08-30,0.0
2018-08-31,0.5236
2018-09-04,0.1042
2018-09-05,-0.9365
2018-09-06,-0.2111
2018-09-07,0.0011
2018-09-10,-0.5263
2018-09-11,-0.582
2018-09-12,0.0532
2018-09-13,0.6085
2018-09-14,-0.7492
2018-09-17,-0.4283
2018-09-18,-0.1075
2018-09-19,0.3229
2018-09-20,0.5365
2018-09-21,0.3202
2018-09-24,0.3191
2018-09-25,-0.106
2018-09-26,-1.38
2018-09-27,-0.4306
2018-09-28,0.4324
2018-10-01,0.6459
2018-10-02,-0.3209
2018-10-03,0.5365
2018-10-04,-0.238
2018-10-05,-0.6173
2018-10-08,0.0
2018-10-09,0.6459
2018-10-10,0.5348
2018-10-11,0.7447
2018-10-12,0.7392
2018-10-15,-0.2757
2018-10-16,0.4542
2018-10-17,-0.1052
2018-10-18,-0.9053
2018-10-19,-0.0308
2018-10-22,-1.1804999999999999
2018-10-23,-0.3226
2018-10-24,0.0
2018-10-25,0.2157
2018-10-26,-0.7524
2018-10-29,-0.218
2018-10-30,0.6522
2018-10-31,-0.54
2018-11-01,0.8686
2018-11-02,0.0
2018-11-05,0.7535
2018-11-06,0.4274
2018-11-07,-0.2128
2018-11-08,0.533
2018-11-09,-0.3065
2018-11-12,0.0599
2018-11-13,-0.3921
2018-11-14,-1.7515
2018-11-15,0.0
2018-11-16,-0.3275
2018-11-19,-0.4381
2018-11-20,1.9802
2018-11-21,0.5394
2018-11-23,0.3326
2018-11-26,-0.5454
2018-11-27,0.7527
2018-11-28,0.1067
2018-11-29,0.6397
2018-11-30,-1.3771
2018-12-03,0.4296
2018-12-04,0.7487
2018-12-06,-0.3185
2018-12-07,1.1715
2018-12-10,0.0
2018-12-11,-0.2105
2018-12-12,0.0643
2018-12-13,0.6715
2018-12-14,0.7368
2018-12-17,-1.0449
2018-12-18,-1.2682
2018-12-19,-0.5337
2018-12-20,-1.6129
2018-12-21,-1.2022
2018-12-24,1.4381
2018-12-26,-1.1996
2018-12-27,4.3046
2018-12-28,-3.0688
2018-12-31,-1.8559
2019-01-02,0.2225
2019-01-03,3.7736
2019-01-04,0.0
2019-01-07,0.5348
2019-01-08,0.0
2019-01-09,0.0
2019-01-10,0.2128
2019-01-11,0.8493
2019-01-14,0.5263
2019-01-15,-1.2408
2019-01-16,0.4806
2019-01-17,0.0011
2019-01-18,-0.5345
2019-01-22,0.7506
2019-01-23,0.5291
2019-01-24,-0.9389
2019-01-25,0.6439
2019-01-28,0.1964
2019-01-29,-0.4742
2019-01-30,0.2647
2019-01-31,-0.1056
2019-02-01,1.9026999999999998
2019-02-04,-0.7158
2019-02-05,-0.6373
2019-02-06,0.0
2019-02-07,-0.1052
2019-02-08,0.0
2019-02-11,2.2105
2019-02-12,1.8383
2019-02-13,-2.9699999999999998
2019-02-14,0.6325
2019-02-15,-0.3111
2019-02-19,0.5219
2019-02-20,1.1942
2019-02-21,-0.1529
2019-02-22,0.3073
2019-02-25,-0.6148
2019-02-26,-1.7526000000000002
2019-02-27,0.3148
2019-02-28,0.3138
2019-03-01,0.4171
2019-03-04,0.4154
2019-03-05,1.6545999999999998
2019-03-06,0.2035
2019-03-07,0.4975
2019-03-08,-0.293
2019-03-11,1.2158
2019-03-12,-0.033
2019-03-13,-1.4085
2019-03-14,0.5102
2019-03-15,-0.3046
2019-03-18,-0.9165
2019-03-19,-0.1028
2019-03-20,-0.1543
2019-03-21,0.2576
2019-03-22,0.3083
2019-03-25,-0.6148
2019-03-26,2.4742
2019-03-27,-0.2012
2019-03-28,-0.7056
2019-03-29,0.4152
2019-04-01,1.103
2019-04-02,-1.01
2019-04-03,0.0101
2019-04-04,0.202
2019-04-05,-0.3024
2019-04-08,0.3033
2019-04-09,-0.2016
2019-04-10,0.2545
2019-04-11,0.8977
2019-04-12,0.0612
2019-04-15,-0.2366
2019-04-16,-0.5035
2019-04-17,0.8081
2019-04-18,-0.8016
2019-04-22,0.101
2019-04-23,-0.3391
2019-04-24,0.4415
2019-04-25,0.4032
2019-04-26,0.4016
2019-04-29,-0.9
2019-04-30,0.5045
2019-05-01,1.2048
2019-05-02,-0.7937
2019-05-03,-0.4
2019-05-06,1.1044
2019-05-07,-0.4717
2019-05-08,0.5737
2019-05-09,0.1984
2019-05-10,-0.2109
2019-05-13,-0.1855
2019-05-14,-0.2187
2019-05-15,-0.1131
2019-05-16,-1.6032
2019-05-17,0.611
2019-05-20,-0.3036
2019-05-21,0.1015
2019-05-22,0.6085
2019-05-23,0.7056
2019-05-24,1.1011
2019-05-28,0.2475
2019-05-29,-0.7556
2019-05-30,0.1144
2019-05-31,-0.497
2019-06-03,0.4995
2019-06-04,-0.3976
2019-06-05,1.996
2019-06-06,-0.2935
2019-06-07,-0.4907
2019-06-10,-0.0957
2019-06-11,21.4179
2019-06-12,-17.0732
2019-06-13,1.4382
2019-06-14,0.5825
2019-06-17,-2.7027
2019-06-18,0.1984
2019-06-19,-0.297
2019-06-20,0.7448
2019-06-21,0.1163
2019-06-24,0.4253
2019-06-25,0.0843
2019-06-26,-0.3076
2019-06-27,-0.562
2019-06-28,0.3953
2019-07-01,1.8700999999999999
2019-07-02,0.1498
2019-07-03,0.1399
2019-07-05,-1.7341
2019-07-08,-0.5882
2019-07-09,0.4931
2019-07-10,0.685
2019-07-11,0.3918
2019-07-12,-0.1845
2019-07-15,-0.9824
2019-07-16,0.6906
2019-07-17,-0.2313
2019-07-18,0.1965
2019-07-19,0.1873
2019-07-22,-0.2848
2019-07-23,1.0795
2019-07-24,-0.9709
2019-07-25,1.0706
2019-07-26,-0.7682
2019-07-29,0.1955
2019-07-30,-0.4878
2019-07-31,0.098
2019-08-01,0.1959
2019-08-02,0.0978
2019-08-05,0.9863
2019-08-06,0.3771
2019-08-07,-0.4817
2019-08-08,-0.2904
2019-08-09,0.6796
2019-08-12,-0.1929
2019-08-13,0.1614
2019-08-14,0.7752
2019-08-15,-0.0962
2019-08-16,0.5736
2019-08-19,-0.4747
2019-08-20,-0.4808
2019-08-21,-0.2899
2019-08-22,0.2907
2019-08-23,0.4831
2019-08-26,-1.4423
2019-08-27,0.1951
2019-08-28,-0.3895
2019-08-29,1.4663
2019-08-30,-0.4817
2019-09-03,0.1936
2019-09-04,0.4831
2019-09-05,1.9231
2019-09-06,-2.8302
2019-09-09,0.4854
2019-09-10,0.0
2019-09-11,-0.4831
2019-09-12,1.2349999999999999
2019-09-13,-0.5486
2019-09-16,-0.0964
2019-09-17,-0.0319
2019-09-18,-0.1416
2019-09-19,-0.2467
2019-09-20,0.3895
2019-09-23,0.0
2019-09-24,0.097
2019-09-25,-0.0969
2019-09-26,0.582
2019-09-27,0.675
2019-09-30,-0.3831
2019-10-01,0.3846
2019-10-02,-0.3831
2019-10-03,0.1923
2019-10-04,0.0
2019-10-07,-0.1919
2019-10-08,-0.6731
2019-10-09,0.7744
2019-10-10,-0.0701
2019-10-11,0.0221
2019-10-14,-0.3652
2019-10-15,1.0582
2019-10-16,0.2867
2019-10-17,-0.3815
2019-10-18,0.2879
2019-10-21,-0.1914
2019-10-22,0.6807
2019-10-23,-0.5809
2019-10-24,0.0
2019-10-25,-0.3831
2019-10-28,-0.0952
2019-10-29,0.0125
2019-10-30,1.0451
2019-10-31,-1.2381
2019-11-01,0.2893
2019-11-04,-0.001
2019-11-05,0.9625
2019-11-06,-0.1905
2019-11-07,1.9083999999999999
2019-11-08,-1.4981
2019-11-11,-0.7643
2019-11-12,-0.5278
2019-11-13,0.6936
2019-11-14,-0.2834
2019-11-15,0.4335
2019-11-18,0.2398
2019-11-19,0.0
2019-11-20,-0.2871
2019-11-21,0.2438
2019-11-22,0.5227
2019-11-25,0.0
2019-11-26,-0.5714
2019-11-27,0.3831
2019-11-29,0.0954
2019-12-02,0.286
2019-12-03,-0.6654
2019-12-04,-0.1464
2019-12-05,-0.0393
2019-12-06,0.4353
2019-12-09,0.42
2019-12-10,-0.2852
2019-12-11,-0.286
2019-12-12,0.8317
2019-12-13,0.0133
2019-12-16,0.4628
2019-12-17,-0.8066
2019-12-18,-0.4281
2019-12-19,0.191
2019-12-20,-1.341
2019-12-23,1.2621
2019-12-24,0.0959
2019-12-26,0.0
2019-12-27,0.0
2019-12-30,-0.0958
2019-12-31,0.0048
2020-01-02,-0.0048
2020-01-03,0.2876
2020-01-06,0.6692
2020-01-07,0.396
2020-01-08,-0.419
2020-01-09,0.0836
2020-01-10,0.2781
2020-01-13,0.2792
2020-01-14,1.1487
2020-01-15,0.0
2020-01-16,-1.1246
2020-01-17,0.9479
2020-01-21,0.0939
2020-01-22,0.3752
2020-01-23,-0.1869
2020-01-24,-0.2809
2020-01-27,0.3765
2020-01-28,-0.6557
2020-01-29,0.3766
2020-01-30,-0.0938
2020-01-31,0.1878
2020-02-03,0.1874
2020-02-04,0.608
2020-02-05,0.6044
2020-02-06,-0.1848
2020-02-10,0.5093
2020-02-11,1.1515
2020-02-12,-1.2295
2020-02-13,-1.5518999999999998
2020-02-14,0.1881
2020-02-18,0.384
2020-02-19,-0.289
2020-02-20,0.0
2020-02-21,0.3752
2020-02-24,0.0738
2020-02-25,0.2774
2020-02-26,0.2086
2020-02-27,-1.6729
2020-02-28,-2.3629
2020-03-02,2.5169
2020-03-03,0.4721
2020-03-04,-0.9398
2020-03-05,-0.5123
2020-03-06,-0.3433
2020-03-09,-1.9139
2020-03-10,0.4507
2020-03-11,-1.7113
2020-03-12,-7.1146
2020-03-13,1.4894
2020-03-16,-0.1394
2020-03-17,-6.0127
2020-03-18,-25.3648
2020-03-19,2.2556
2020-03-20,5.8824
2020-03-23,-4.3056
2020-03-24,-0.5806
2020-03-25,3.9416
2020-03-26,-7.7247
2020-03-27,-2.2831
2020-03-30,5.9190000000000005
2020-03-31,8.0882
2020-04-01,-2.7211
2020-04-02,0.979
2020-04-03,-9.8338
2020-04-06,6.1444
2020-04-07,-1.6643
2020-04-08,3.7528
2020-04-09,1.1348
2020-04-13,0.561
2020-04-14,1.9066
2020-04-15,3.3058
2020-04-16,-12.0
2020-04-17,3.9394
2020-04-20,-0.1458
2020-04-21,-3.5036
2020-04-22,-2.6808
2020-04-23,-1.4457
2020-04-24,-0.9432
2020-04-27,0.7962
2020-04-28,-0.7899
2020-04-29,0.6369
2020-04-30,-0.4747
2020-05-01,-3.8156
2020-05-04,2.314
2020-05-05,2.4233000000000002
2020-05-06,0.4732
2020-05-07,0.471
2020-05-08,1.7187000000000001
2020-05-11,-0.3072
2020-05-12,-1.0786
2020-05-13,-1.8692
2020-05-14,-0.0524
2020-05-15,0.8
2020-05-18,-0.5206
2020-05-19,1.002
2020-05-20,-0.316
2020-05-21,0.317
2020-05-22,-0.7899
2020-05-26,0.1592
2020-05-27,0.318
2020-05-28,0.7924
2020-05-29,-1.1006
2020-06-01,1.2719
2020-06-02,1.0989
2020-06-03,2.1739
2020-06-04,1.0638
2020-06-05,3.3083
2020-06-08,0.5822
2020-06-09,-1.8813
2020-06-10,2.3599
2020-06-11,-2.1614
2020-06-12,-1.0309
2020-06-15,0.9048
2020-06-16,8.4035
2020-06-17,-1.0959
2020-06-18,0.831
2020-06-19,1.9231
2020-06-22,2.2911
2020-06-23,-1.9104
2020-06-24,1.8805
2020-06-25,0.857
2020-06-26,0.2614
2020-06-29,1.3038
2020-06-30,-0.2574
2020-07-01,-1.1613
2020-07-02,-1.0444
2020-07-06,-2.3747
2020-07-07,-0.1351
2020-07-08,-1.2179
2020-07-09,-0.0863
2020-07-10,0.6348
2020-07-13,-0.1362
2020-07-14,0.91
2020-07-15,0.0
2020-07-16,-1.0884
2020-07-17,0.4127
2020-07-20,0.0
2020-07-21,-0.137
2020-07-22,1.3717
2020-07-23,-2.8417
2020-07-24,1.2535
2020-07-27,1.3755
2020-07-28,1.7639
2020-07-29,-0.9333
2020-07-30,0.1346
2020-07-31,0.672
