ticker,SCU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-11-14,-4.2188
2007-11-15,-8.4829
2007-11-16,-0.1783
2007-11-19,-8.1071
2007-11-20,-5.3634
2007-11-21,-6.1602
2007-11-23,3.151
2007-11-26,4.1578
2007-11-27,2.2403
2007-11-28,1.1952
2007-11-29,-1.6141999999999999
2007-11-30,-1.3605
2007-12-03,-0.6085
2007-12-04,-1.8776000000000002
2007-12-05,0.2496
2007-12-06,4.7718
2007-12-07,3.4059
2007-12-10,7.6216
2007-12-11,-2.7401999999999997
2007-12-12,-2.2686
2007-12-13,-1.9094
2007-12-14,-0.7634
2007-12-17,-0.3846
2007-12-18,3.0888
2007-12-19,-1.0861
2007-12-20,2.9156
2007-12-21,2.3179
2007-12-24,-0.036
2007-12-26,-1.5468
2007-12-27,2.5575
2007-12-28,-0.5582
2007-12-31,-1.6467
2008-01-02,-0.6849
2008-01-03,-1.341
2008-01-04,-3.8834999999999997
2008-01-07,-1.4141
2008-01-08,-4.7131
2008-01-09,-1.7204000000000002
2008-01-10,3.0197
2008-01-11,2.8887
2008-01-14,2.8076
2008-01-15,-3.6145
2008-01-16,-1.25
2008-01-17,-3.5865
2008-01-18,2.6258
2008-01-22,1.791
2008-01-23,1.173
2008-01-24,-0.6211
2008-01-25,-3.0833
2008-01-28,-1.9346999999999999
2008-01-29,0.3946
2008-01-30,-3.5808
2008-01-31,-0.2264
2008-02-01,2.9959
2008-02-04,2.2036
2008-02-05,-2.8891999999999998
2008-02-06,-2.9751
2008-02-07,-1.7391
2008-02-08,-4.1453
2008-02-11,4.1302
2008-02-12,3.6398
2008-02-13,0.3152
2008-02-14,-1.8401999999999998
2008-02-15,-0.9145
2008-02-19,-0.4615
2008-02-20,0.2782
2008-02-21,-0.601
2008-02-22,-2.6512000000000002
2008-02-25,1.0511
2008-02-26,7.3286
2008-02-27,4.4934
2008-02-28,0.5481
2008-02-29,-2.9769
2008-03-03,-4.1487
2008-03-04,-5.3652
2008-03-05,1.5245
2008-03-06,-3.9887
2008-03-07,-0.8798
2008-03-10,-2.5148
2008-03-11,5.7663
2008-03-12,0.7174
2008-03-13,5.5556
2008-03-14,-2.6541
2008-03-17,-9.9815
2008-03-18,6.1602
2008-03-19,3.9652
2008-03-20,5.814
2008-03-24,2.8571
2008-03-25,-0.8547
2008-03-26,-0.7328
2008-03-27,-4.3422
2008-03-28,-4.9024
2008-03-31,0.2387
2008-04-01,1.9048
2008-04-02,-4.486
2008-04-03,-1.7612999999999999
