ticker,TNRI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-01-30,328.5714
2006-02-01,33.3333
2006-02-06,87.5
2006-02-09,-66.6667
2006-02-16,100.0
2006-02-21,102.0
2006-04-25,-75.2475
2006-04-27,-60.0
2006-05-12,-25.0
2006-05-15,0.0
2006-06-09,-33.3333
2006-06-15,50.0
2006-06-22,23.3333
2006-06-23,0.0
2006-06-27,-13.5135
2006-08-03,-43.75
2006-08-04,-33.3333
2006-08-07,0.0
2006-08-11,-33.3333
2006-11-21,-99.5
2006-11-27,10.0
2006-11-29,63.6364
2006-11-30,0.0
2007-01-12,-72.2222
2007-02-08,200.0
2007-02-12,26.6667
2007-02-13,0.0
2007-02-14,-47.3684
2007-02-15,-20.0
2007-02-20,0.0
2007-02-21,0.0
2007-02-22,87.5
2007-02-23,33.3333
2007-02-27,-10.0
2007-02-28,11.1111
2007-03-01,295.0
2007-03-02,31.6456
2007-03-05,-12.5
2007-03-06,-6.5934
2007-03-07,-37.6471
2007-03-08,-19.8113
2007-03-09,-20.0
2007-03-12,-23.5294
2007-03-13,0.0
2007-03-14,3.8462
2007-03-15,-33.3333
2007-03-16,-22.2222
2007-03-19,-17.8571
2007-03-20,-39.1304
2007-03-21,-7.1429
2007-03-22,4.6154
2007-03-23,17.647100000000002
2007-03-26,-25.0
2007-03-27,0.0
2007-03-28,0.0
2007-03-29,0.0
2007-03-30,16.6667
2007-04-02,0.0
2007-04-03,-22.8571
2007-04-04,0.0
2007-04-05,11.1111
2007-04-09,-8.3333
2007-04-10,0.0
2007-04-11,4.5455
2007-04-12,13.0435
2007-04-13,7.6923
2007-04-16,5.7143
2007-04-17,-5.4054
2007-04-18,0.0
2007-04-19,128.5714
2007-04-20,18.75
2007-04-23,15.7895
2007-04-24,-31.8182
2007-04-25,13.3333
2007-04-26,11.7647
2007-04-27,21.0526
2007-04-30,-17.3913
2007-05-01,10.526299999999999
2007-05-02,14.2857
2007-05-03,-16.6667
2007-05-04,12.5
2007-05-07,-11.1111
2007-05-08,0.0
2007-05-09,-4.75
2007-05-10,10.2362
2007-05-11,-4.7619
2007-05-14,-10.0
2007-05-15,-2.7778
2007-05-16,13.1429
2007-05-17,-9.0909
2007-05-18,-5.5556
2007-05-21,-11.7647
2007-05-22,-13.3333
2007-05-23,30.7692
2007-05-24,0.0
2007-05-25,2.9412000000000003
2007-05-29,2.8571
2007-05-30,-5.5556
2007-05-31,-5.8824
2007-06-01,0.0
2007-06-04,-9.375
2007-06-05,-3.4483
