ticker,RLLY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-01-28,-21.9512
2011-01-31,59.375
2011-02-02,-19.6078
2011-02-15,0.0
2011-02-16,0.0
2011-02-28,-4.878
2011-03-09,5.1282
2011-03-25,-14.6341
2011-03-29,-40.0
2011-04-25,66.6667
2011-04-26,0.0
2011-05-02,-42.8571
2011-06-07,-25.0
2011-09-08,66.6667
2011-09-09,-20.0
2011-09-15,25.0
2011-09-16,-40.0
2011-10-03,-33.3333
2011-10-04,-10.0
2011-10-05,0.0
2011-10-17,0.0
2011-10-18,0.0
2011-10-20,55.5556
2011-10-21,78.5714
2011-10-26,-68.0
2011-11-22,25.0
2011-12-01,-20.0
2011-12-09,0.0
2011-12-13,-31.25
2011-12-14,9.0909
2011-12-16,0.0
2011-12-19,-5.8333
2011-12-20,-11.5044
2011-12-30,-4.0
2012-01-09,-12.5
2012-01-10,-11.0119
2012-01-11,-6.3545
2012-01-13,0.0
2012-01-17,-17.1429
2012-01-20,-3.4483
2012-01-25,-28.5714
2012-01-31,31.875
2012-02-01,-5.2133
2012-02-03,10.0
2012-02-06,-12.0455
2012-02-07,-0.7752
2012-02-09,0.0
2012-02-10,0.0
2012-02-17,-6.25
2012-02-21,-2.2222
2012-02-28,-2.2727
2012-03-07,-6.9767
2012-03-09,-3.4375
2012-03-16,11.3269
2012-03-22,4.6512
2012-03-26,0.0
2012-03-29,-6.6667
2012-03-30,-2.3810000000000002
2012-04-03,2.439
2012-04-12,-4.1667
2012-04-23,7.4534
2012-04-25,-12.1387
2012-04-26,0.0
2012-05-07,-7.8947
2012-05-15,-14.2857
2012-05-21,-9.1667
2012-05-23,120.1835
2012-05-24,-33.3333
2012-05-29,-45.0
2012-06-08,36.3636
2012-06-13,-23.3333
2012-06-18,0.0
2012-06-26,-13.0435
2012-06-29,-55.0
2012-08-02,344.4444
2012-08-03,0.0
2012-08-06,-50.0
2012-08-09,100.0
2012-08-13,25.0
2012-08-14,-20.0
2012-08-15,100.0
2012-08-16,-62.5
2012-08-17,0.0
2012-08-20,20.0
2012-08-21,205.5556
2012-08-22,-9.0909
2012-08-23,20.0
2012-08-24,0.0
2012-08-27,-16.6667
2012-08-28,20.0
2012-08-29,16.6667
2012-08-30,-2.8571
2012-08-31,-11.7647
2012-09-04,15.0
2012-09-05,-5.7971
2012-09-06,-0.2885
2012-09-07,-5.4002
2012-09-10,27.2171
2012-09-11,-10.2564
2012-09-12,0.0
2012-09-13,4.2857
2012-09-14,0.0
