ticker,LEVI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-03-21,31.8235
2019-03-22,-1.2941
2019-03-25,-1.5823
2019-03-26,1.424
2019-03-27,0.9964
2019-03-28,1.7489
2019-03-29,3.7902
2019-04-01,-3.5669
2019-04-02,1.2770000000000001
2019-04-03,-5.3043
2019-04-04,-0.4132
2019-04-05,0.0
2019-04-08,-1.7981
2019-04-09,2.723
2019-04-10,3.9762
2019-04-11,1.2308
2019-04-12,-2.5185
2019-04-15,6.7706
2019-04-16,-0.2503
2019-04-17,-1.9239000000000002
2019-04-18,1.4499
2019-04-22,-4.0773
2019-04-23,-2.7607
2019-04-24,0.9464
2019-04-25,-0.3125
2019-04-26,2.06
2019-04-29,1.7551999999999999
2019-04-30,-3.3635
2019-05-01,0.9817
2019-05-02,1.2814999999999999
2019-05-03,-1.3525
2019-05-06,0.3538
2019-05-07,0.617
2019-05-08,-1.0074
2019-05-09,-0.531
2019-05-10,-0.4448
2019-05-13,-1.7873
2019-05-14,1.8197999999999999
2019-05-15,-1.2511
2019-05-16,-0.5882
2019-05-17,-0.091
2019-05-20,0.3189
2019-05-21,1.0445
2019-05-22,0.6742
2019-05-23,-1.1607
2019-05-24,-0.3613
2019-05-28,-0.3173
2019-05-29,-3.2287
2019-05-30,-2.3026
2019-05-31,-6.5897
2019-06-03,6.2307
2019-06-04,4.1202
2019-06-05,-0.6983
2019-06-06,-2.391
2019-06-07,0.7205
2019-06-10,3.2427
2019-06-11,-3.418
2019-06-12,-1.3391
2019-06-13,2.666
2019-06-14,1.4636
2019-06-17,1.5821
2019-06-18,-0.3207
2019-06-19,2.5276
2019-06-20,-2.3756
2019-06-21,-0.0918
2019-06-24,-3.2169
2019-06-25,-1.472
2019-06-26,-0.1928
2019-06-27,1.7383
2019-06-28,-0.9018
2019-07-01,1.772
2019-07-02,0.5176
2019-07-03,2.0131
2019-07-05,2.2028
2019-07-08,4.1311
2019-07-09,2.0267
2019-07-10,-12.0034
2019-07-11,-2.7378
2019-07-12,-0.642
2019-07-15,0.0
2019-07-16,-1.5905
2019-07-17,-4.596
2019-07-18,-2.594
2019-07-19,1.9022000000000001
2019-07-22,-1.7067
2019-07-23,0.3798
2019-07-24,4.0
2019-07-25,0.4158
2019-07-26,0.2588
2019-07-29,-0.413
2019-07-30,-2.4365
2019-07-31,1.2752
2019-08-01,-3.9349
2019-08-02,3.1131
2019-08-05,-1.2711999999999999
2019-08-06,-0.6974
2019-08-07,-3.1334
2019-08-08,-1.7847
