ticker,HMLN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-11,1.2469000000000001
2000-03-20,6.1576
2000-03-21,-10.9049
2000-03-24,1.8229
2000-03-28,0.0
2000-03-29,-1.7903
2000-03-30,1.0417
2000-04-05,-1.3711
2000-04-06,-3.8361
2000-04-07,4.8913
2000-04-10,0.0
2000-04-11,1.0363
2000-04-17,-2.5641
2000-04-18,0.0
2000-04-26,-0.5263
2000-05-01,-2.6455
2000-05-03,5.9783
2000-05-15,-5.1282
2000-05-17,2.7027
2000-05-18,-2.1053
2000-05-19,4.8387
2000-08-10,-5.1282
2000-08-17,-1.6216
2000-08-18,-6.044
2000-08-21,0.5848
2000-08-22,-0.5814
2000-08-25,0.0
2000-09-07,1.4837
2000-09-13,1.0234
2000-09-14,0.1447
2000-09-19,-5.6647
2000-09-20,1.1029
2000-11-02,-9.0909
2000-11-10,-6.6667
2000-11-13,5.0
2000-12-04,-14.966
2000-12-05,12.0
2000-12-18,0.0893
2001-02-15,-6.6303
2001-02-20,1.1673
2001-03-02,6.1538
2001-03-05,0.0
2001-03-06,0.0
2001-03-07,0.0
2001-03-08,0.0
2001-06-07,0.0
2001-06-08,5.0725
2001-06-11,-4.8276
2001-06-19,-8.0502
2001-07-19,10.8434
2001-07-20,0.0
2001-07-23,-7.0652
2001-08-07,3.1189
2001-08-08,4.3478
2001-08-17,-6.3406
2001-09-24,-0.7737
2001-09-26,2.5341
2001-09-27,0.0
2001-10-18,0.3802
2001-12-14,7.6894
2001-12-28,-8.0645
2002-01-02,3.3138
2002-01-11,5.283
2002-02-20,-7.8495
2002-03-25,11.0463
2002-04-12,2.2767
2002-05-21,-2.0548
2002-05-31,4.1958
2002-10-03,-6.3248
2002-10-04,2.1898
2002-10-07,2.1429
2002-11-21,8.3916
2002-11-22,0.0
2002-12-19,-4.5161
2002-12-20,4.7297
2003-01-24,-1.4778
2003-01-28,0.0667
2003-01-29,3.2645
2003-02-05,1.2903
2003-02-07,1.9108
2003-02-13,-0.625
2003-02-20,-0.6289
2003-02-24,1.2658
2003-03-04,1.25
2003-03-19,3.7037
2003-05-05,3.5714
2003-06-19,0.4966
2003-06-26,0.5814
2003-07-03,0.289
2003-07-18,0.0
2003-07-23,0.0692
2003-08-25,0.7948
2003-09-05,2.8571
2003-10-13,5.0
2003-12-02,2.1164
2003-12-04,2.5907
2003-12-05,0.0
2003-12-08,5.9343
2004-01-09,-3.0736
2004-01-12,0.0
2004-01-20,3.8702
2004-01-27,4.3269
