ticker,CORE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-04-14,2.8571
2005-04-19,15.7407
2005-04-29,8.8
2005-05-02,-10.4412
2005-05-09,-4.7619
2005-05-11,-6.8966
2005-05-12,3.7037
2005-05-13,3.0357
2005-05-16,0.6932
2005-05-18,-1.5491000000000001
2005-05-19,-2.2727
2005-05-20,0.1789
2005-05-24,-8.9286
2005-05-31,9.8039
2005-06-09,8.0357
2005-06-24,-4.1322
2005-06-27,-10.3448
2005-06-29,5.7692
2005-06-30,-1.4545
2005-07-05,-0.369
2005-07-12,0.9259
2005-07-15,0.0
2005-07-19,-0.9174
2005-07-20,-0.9259
2005-07-21,0.1869
2005-07-22,0.9328
2005-07-25,-0.037
2005-08-03,0.2219
2005-08-05,-0.369
2005-08-10,0.0
2005-08-11,0.0
2005-08-18,0.1852
2005-08-22,0.7394
2005-08-25,-2.7523
2005-08-29,-3.7736
2005-08-30,29.4118
2005-08-31,0.0
2005-09-06,-17.4242
2005-09-07,-0.9174
2005-09-08,0.0741
2005-09-12,11.0289
2005-09-13,3.3333
2005-09-14,9.6774
2005-09-15,0.0
2005-09-19,-5.8824
2005-09-20,5.4688
2005-09-21,-2.2222
2005-09-22,3.0303
2005-09-26,0.0
2005-09-27,-2.9412000000000003
2005-09-28,0.0
2005-09-29,0.0
2005-09-30,2.7273
2005-10-05,0.295
2005-10-07,-0.4412
2005-10-10,-11.3737
2005-10-11,0.0
2005-10-20,6.6667
2005-10-21,-6.25
2005-10-25,-6.6667
2005-10-26,7.1429
2005-10-31,0.1667
2005-11-01,-3.4942
2005-11-02,3.6207000000000003
2005-11-03,3.1614
2005-11-04,-3.2258
2005-11-07,5.0
2005-11-08,0.3175
2005-11-09,-1.8987
2005-11-11,-0.1613
2005-11-14,0.1616
2005-11-17,-0.1613
2005-11-21,0.0
2005-11-28,-0.1616
2005-11-29,0.0
2005-11-30,0.1618
2005-12-01,0.1616
2005-12-02,6.4516
2005-12-05,0.047
2005-12-06,-4.4085
2005-12-07,-0.8872
2005-12-08,1.9501
2005-12-09,-2.9476
2005-12-12,0.1616
2005-12-13,1.2903
2005-12-14,6.6561
2005-12-15,-1.4631
2005-12-16,-3.1818
2005-12-19,0.313
2005-12-20,0.936
2005-12-22,2.0093
2005-12-23,-1.7879
2005-12-27,-1.2650000000000001
2005-12-28,0.3125
2005-12-29,-0.6231
2006-01-03,1.4107
2006-01-04,3.5549
2006-01-05,0.2985
2006-01-06,1.1905000000000001
2006-01-09,-0.7353
