ticker,BXRX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-11-15,-9.7571
2019-11-18,-4.2267
2019-11-19,-13.2231
2019-11-20,4.9524
2019-11-21,-18.1488
2019-11-22,-0.6652
2019-11-25,1.7856999999999998
2019-11-26,50.4386
2019-11-27,-18.3673
2019-11-29,-4.1071
2019-12-02,0.5587
2019-12-03,4.6296
2019-12-04,2.3009
2019-12-05,9.5156
2019-12-06,5.3712
2019-12-09,-6.2969
2019-12-10,2.24
2019-12-11,-3.7559
2019-12-12,2.439
2019-12-13,-3.9683
2019-12-16,1.6529
2019-12-17,-4.065
2019-12-18,-7.4576
2019-12-19,2.5641
2019-12-20,2.1429
2019-12-23,20.979
2019-12-24,-3.1792
2019-12-26,7.4627
2019-12-27,0.5556
2019-12-30,-3.5911999999999997
2019-12-31,-0.8596
2020-01-02,-5.6358
2020-01-03,7.9632
2020-01-06,-3.5461
2020-01-07,1.6176
2020-01-08,1.4472
2020-01-09,-0.428
2020-01-10,3.7249
2020-01-13,8.011
2020-01-14,-6.266
2020-01-15,-5.8663
2020-01-16,8.2609
2020-01-17,-1.2048
2020-01-21,-4.607
2020-01-22,21.1648
2020-01-23,-0.8206
2020-01-24,-1.8322
2020-01-27,2.4684
2020-01-28,2.1152
2020-01-29,-0.1151
2020-01-30,-1.0369
2020-01-31,-2.5611
2020-02-03,1.0753
2020-02-04,0.3546
2020-02-05,8.7161
2020-02-06,-1.4085
2020-02-07,-1.0989
2020-02-10,-7.0
2020-02-11,-2.3895
2020-02-12,1.5912
2020-02-13,3.012
2020-02-14,-3.7427
2020-02-18,1.8226
2020-02-19,-6.4439
2020-02-20,2.0281
2020-02-21,14.5143
2020-02-24,-2.2926
2020-02-25,-10.6145
2020-02-26,-9.25
2020-02-27,-7.438
2020-02-28,3.8689999999999998
2020-03-02,0.1433
2020-03-03,-7.01
2020-03-04,17.0769
2020-03-05,-6.0447
2020-03-06,-9.9301
2020-03-09,-13.8199
2020-03-10,0.3604
2020-03-11,-11.3106
2020-03-12,-10.1215
2020-03-13,-5.1802
2020-03-16,-1.6627
2020-03-17,21.256
2020-03-18,-15.9363
2020-03-19,9.9526
2020-03-20,-8.4052
2020-03-23,2.8235
2020-03-24,-48.0549
2020-03-25,3.0837
2020-03-26,11.1111
2020-03-27,1.9231
2020-03-30,-5.6604
2020-03-31,-0.8
2020-04-01,-7.6613
2020-04-02,-3.9301
2020-04-03,0.0
2020-04-06,8.1818
2020-04-07,0.4202
2020-04-08,0.4184
2020-04-09,0.2083
2020-04-13,-2.2869
2020-04-14,0.0
2020-04-15,1.7021
2020-04-16,-1.6736
2020-04-17,-0.4255
2020-04-20,2.1368
2020-04-21,3.3473
2020-04-22,7.2874
2020-04-23,4.9056999999999995
2020-04-24,3.9568
2020-04-27,8.3045
2020-04-28,8.9457
2020-04-29,-4.5455
2020-04-30,-5.53
2020-05-01,1.7886
2020-05-04,2.2364
2020-05-05,-0.3125
2020-05-06,-4.3887
2020-05-07,-2.2951
2020-05-08,1.6779
2020-05-11,0.6601
2020-05-12,14.7541
2020-05-13,3.7143
2020-05-14,-4.6832
2020-05-15,25.4335
2020-05-18,-3.2258
2020-05-19,-4.5238
2020-05-20,1.2469000000000001
2020-05-21,-1.9704000000000002
2020-05-22,1.2563
2020-05-26,8.1886
2020-05-27,3.6696999999999997
2020-05-28,-2.8761
2020-05-29,-3.1891
2020-06-01,-3.5294
2020-06-02,-3.9024
2020-06-03,2.0305
2020-06-04,-7.4627
2020-06-05,6.1828
2020-06-08,8.3544
2020-06-09,-2.8037
2020-06-10,-2.6442
2020-06-11,-9.8765
2020-06-12,-2.4657999999999998
2020-06-15,10.9551
2020-06-16,-1.0127
2020-06-17,-0.5115
2020-06-18,4.1131
2020-06-19,-6.4198
2020-06-22,-0.2639
2020-06-23,0.2646
2020-06-24,0.7916
2020-06-25,12.3037
2020-06-26,4.4289
2020-06-29,-2.6786
2020-06-30,-4.8165
2020-07-01,-1.6867
2020-07-02,-1.9607999999999999
2020-07-06,-7.75
2020-07-07,1.355
2020-07-08,-2.4064
2020-07-09,-3.2877
2020-07-10,0.0
2020-07-13,0.5666
2020-07-14,-5.0704
2020-07-15,-1.1869
2020-07-16,2.4024
2020-07-17,1.173
2020-07-20,2.6087
2020-07-21,-3.3898
2020-07-22,0.8772
2020-07-23,-2.6087
2020-07-24,-1.7856999999999998
2020-07-27,-2.1212
2020-07-28,1.2384
2020-07-29,-3.6696999999999997
2020-07-30,3.8095
2020-07-31,7.6453
