ticker,IQ US Equity
2018-08-20,6.4822
2018-08-21,3.2396
2018-08-22,-0.6552
2018-08-23,-0.6942
2018-08-24,0.1398
2018-08-27,8.6213
2018-08-28,-1.9923
2018-08-29,-0.3607
2018-08-30,-3.126
2018-08-31,-1.8342
2018-09-04,-1.3149
2018-09-05,-4.7686
2018-09-06,-0.5891
2018-09-07,0.5926
2018-09-10,-0.81
2018-09-11,-0.928
2018-09-12,7.1188
2018-09-13,5.9461
2018-09-14,-5.7115
2018-09-17,-6.0224
2018-09-18,-1.9001000000000001
2018-09-19,5.2791
2018-09-20,-1.0462
2018-09-21,-4.3019
2018-09-24,-1.3714
2018-09-25,2.3561
2018-09-26,1.8868
2018-09-27,2.7778
2018-09-28,-2.4505
2018-10-01,-0.5911
2018-10-02,-1.6351
2018-10-03,1.5867
2018-10-04,-5.8758
2018-10-05,0.7112
2018-10-08,3.727
2018-10-09,-1.8154
2018-10-10,-5.2388
2018-10-11,1.0976
2018-10-12,4.5436
2018-10-15,0.3846
2018-10-16,-0.6513
2018-10-17,-4.3193
2018-10-18,-1.4107
2018-10-19,-3.6386
2018-10-22,1.2728
2018-10-23,-2.9326
2018-10-24,-3.3233
2018-10-25,0.6696
2018-10-26,-2.1729
2018-10-29,-3.1278
2018-10-30,3.8839
2018-10-31,-11.5315
2018-11-01,13.391
2018-11-02,-5.119
2018-11-05,0.142
2018-11-06,1.5123
2018-11-07,2.1881
2018-11-08,-4.9203
2018-11-09,-4.1687
2018-11-12,-2.15
2018-11-13,3.8324
2018-11-14,0.3937
2018-11-15,3.3333
2018-11-16,-1.3283
2018-11-19,-6.1058
2018-11-20,-2.2529
2018-11-21,6.6527
2018-11-23,-3.2417
2018-11-26,2.1827
2018-11-27,-1.2916
2018-11-28,0.2516
2018-11-29,-3.5643000000000002
2018-11-30,5.7262
2018-12-03,2.0679
2018-12-04,-5.5475
2018-12-06,1.3279
2018-12-07,-6.6532
2018-12-10,-2.7538
2018-12-11,0.0555
2018-12-12,2.1643
2018-12-13,-0.5975
2018-12-14,-3.2787
2018-12-17,-6.3842
2018-12-18,-1.3881000000000001
2018-12-19,-4.4676
2018-12-20,-0.1922
2018-12-21,-4.1078
2018-12-24,1.071
2018-12-26,3.5099
2018-12-27,-1.1516
2018-12-28,-0.5178
2018-12-31,-3.2531
2019-01-02,2.3537
2019-01-03,-2.7595
2019-01-04,9.7297
2019-01-07,6.0345
2019-01-08,-1.3937
2019-01-09,1.8256999999999999
2019-01-10,5.0318
2019-01-11,-1.8721999999999999
2019-01-14,-6.229
2019-01-15,0.2394
2019-01-16,1.6716
2019-01-17,3.1122
2019-01-18,5.3531
2019-01-22,-4.1622
2019-01-23,3.1585
2019-01-24,3.7179
2019-01-25,5.1661
2019-01-28,-2.4561
2019-01-29,-1.6444
2019-01-30,1.2539
2019-01-31,3.8184
2019-02-01,0.0
2019-02-04,1.839
2019-02-05,3.6115
2019-02-06,0.2826
2019-02-07,-6.0592
2019-02-08,3.15
2019-02-11,0.9695
2019-02-12,2.0163
2019-02-13,1.6471
2019-02-14,1.8519
2019-02-15,-0.9091
2019-02-19,2.4771
2019-02-20,1.1638
2019-02-21,0.708
2019-02-22,21.7047
2019-02-25,-2.491
2019-02-26,-0.6664
2019-02-27,-0.2236
2019-02-28,1.4569
2019-03-01,-0.0368
2019-03-04,-1.8048
2019-03-05,3.0008
2019-03-06,-1.7844
2019-03-07,-2.1875999999999998
2019-03-08,-3.8666
2019-03-11,3.4306
2019-03-12,0.5719
2019-03-13,0.1137
2019-03-14,-2.802
2019-03-15,5.2591
2019-03-18,1.4804
2019-03-19,-0.3282
2019-03-20,-3.3663
2019-03-21,-1.4767000000000001
2019-03-22,-3.8432
2019-03-25,-3.9968
2019-03-26,-4.7877
2019-03-27,-0.6996
2019-03-28,0.044
2019-03-29,5.2817
2019-04-01,3.6371
2019-04-02,-1.5732
2019-04-03,-1.7213
2019-04-04,-2.0851
2019-04-05,0.0
2019-04-08,-0.4259
2019-04-09,2.1386
2019-04-10,1.0469
2019-04-11,-3.3568
2019-04-12,1.6295
2019-04-15,-5.3165
2019-04-16,2.2727
2019-04-17,-0.2179
2019-04-18,1.2882
2019-04-22,3.3844
2019-04-23,-0.7506
2019-04-24,-4.1176
2019-04-25,0.6573
2019-04-26,-4.6582
2019-04-29,0.3653
2019-04-30,0.5914
2019-05-01,0.4071
2019-05-02,0.9009
2019-05-03,2.7232
2019-05-06,-2.5641
2019-05-07,-2.0071
2019-05-08,-1.8662
2019-05-09,-0.2319
2019-05-10,-2.557
2019-05-13,-4.5324
2019-05-14,1.5492
2019-05-15,-0.2461
2019-05-16,0.5427
2019-05-17,-6.5751
2019-05-20,-3.6765
2019-05-21,5.2345
2019-05-22,-3.1088
2019-05-23,0.5882
2019-05-24,-0.5848
2019-05-28,1.9786000000000001
2019-05-29,-0.8915
2019-05-30,1.164
2019-05-31,-4.6548
2019-06-03,-1.2617
2019-06-04,1.1667
2019-06-05,-3.0203
2019-06-06,1.4156
2019-06-07,-0.1675
2019-06-10,1.7338
2019-06-11,0.6597
2019-06-12,-0.4915
2019-06-13,0.6037
2019-06-14,-2.4004
2019-06-17,0.8385
2019-06-18,2.439
2019-06-19,-1.7316
2019-06-20,0.5507
2019-06-21,-0.6024
2019-06-24,1.3774
2019-06-25,-2.1196
2019-06-26,0.9439
2019-06-27,10.176
2019-06-28,3.0954
2019-07-01,0.3874
2019-07-02,2.219
2019-07-03,-2.0765
2019-07-05,-2.6024000000000003
2019-07-08,-2.9688
2019-07-09,1.9378
2019-07-10,-0.4002
2019-07-11,-1.7077
2019-07-12,0.4088
2019-07-15,-0.8142
2019-07-16,-3.489
2019-07-17,-0.7443
2019-07-18,-2.0354
2019-07-19,2.2417
2019-07-22,-0.9091
2019-07-23,2.3745
2019-07-24,0.738
2019-07-25,-0.3663
2019-07-26,-0.1576
2019-07-29,0.1052
2019-07-30,-0.5255
2019-07-31,-1.7961
2019-08-01,-3.9268
2019-08-02,-2.2116
2019-08-05,-4.2084
2019-08-06,2.63
2019-08-07,-1.8054999999999999
2019-08-08,3.7367
2019-08-09,-1.6009
2019-08-12,-0.8135
2019-08-13,2.2261
2019-08-14,-2.9798999999999998
2019-08-15,0.2363
2019-08-16,0.6482
2019-08-19,5.8548
2019-08-20,-1.1062
2019-08-21,4.5302
2019-08-22,-2.7287
2019-08-23,-2.9153000000000002
2019-08-26,2.9462
2019-08-27,-5.0083
2019-08-28,0.1738
2019-08-29,3.5859
2019-08-30,2.1217
2019-09-03,-5.7408
2019-09-04,-0.58
2019-09-05,3.9673
2019-09-06,1.3468
2019-09-09,1.495
2019-09-10,-1.5276
2019-09-11,7.036
2019-09-12,2.0186
2019-09-13,0.2029
2019-09-16,-4.6076
2019-09-17,1.2739
2019-09-18,-0.7338
2019-09-19,0.264
2019-09-20,-2.4223
2019-09-23,-2.4285
2019-09-24,-5.1438
2019-09-25,3.3819
2019-09-26,-2.3125
2019-09-27,-4.0993
2019-09-30,-2.8898
2019-10-01,-1.3019
2019-10-02,-1.2563
2019-10-03,2.1628
2019-10-04,2.0548
2019-10-07,-1.2812999999999999
2019-10-08,-3.0284
2019-10-09,0.3187
2019-10-10,-0.1906
2019-10-11,4.774
2019-10-14,-1.6402999999999999
2019-10-15,2.4089
2019-10-16,-2.5332
2019-10-17,0.8663
2019-10-18,-1.2883
2019-10-21,2.7346
2019-10-22,-0.1815
2019-10-23,1.0303
2019-10-24,2.8194
2019-10-25,1.2835
2019-10-28,3.053
2019-10-29,-2.9067
2019-10-30,1.4393
2019-10-31,-1.0783
2019-11-01,1.7212
2019-11-04,1.4664
2019-11-05,-1.1117
2019-11-06,-1.855
2019-11-07,14.5475
2019-11-08,-2.4
2019-11-11,-1.8955
2019-11-12,-0.2089
2019-11-13,-4.3433
2019-11-14,-5.9628
2019-11-15,1.7452
2019-11-18,2.916
2019-11-19,-0.2778
2019-11-20,0.1671
2019-11-21,0.1669
2019-11-22,2.221
2019-11-25,3.6393
2019-11-26,0.6813
2019-11-27,2.0302
2019-11-29,-2.2959
2019-12-02,1.9321000000000002
2019-12-03,-0.6148
2019-12-04,0.1546
2019-12-05,0.3603
2019-12-06,4.0513
2019-12-09,-0.4436
2019-12-10,-1.6337000000000002
2019-12-11,0.6039
2019-12-12,0.0
2019-12-13,2.051
2019-12-16,-3.2353
2019-12-17,1.0638
2019-12-18,-0.3509
2019-12-19,4.1247
2019-12-20,1.8357
2019-12-23,1.0911
2019-12-24,-0.61
2019-12-26,2.0302
2019-12-27,-0.3239
2019-12-30,-1.2535
2019-12-31,-0.7522
2020-01-02,8.811
2020-01-03,0.3047
2020-01-06,0.3472
2020-01-07,1.0381
2020-01-08,2.8253
2020-01-09,2.0816
2020-01-10,-2.5285
2020-01-13,0.3347
2020-01-14,-0.4587
2020-01-15,-0.796
2020-01-16,0.4223
2020-01-17,0.5467
2020-01-21,0.0
2020-01-22,1.0456
2020-01-23,-0.952
2020-01-24,-8.5249
2020-01-27,0.4568
2020-01-28,2.3647
2020-01-29,0.0888
2020-01-30,-0.4439
2020-01-31,-0.8471
2020-02-03,7.2392
2020-02-04,1.2159
2020-02-05,-1.4913
2020-02-06,4.2893
2020-02-07,-0.7258
2020-02-10,2.9651
2020-02-11,3.6292
2020-02-12,3.0453
2020-02-13,0.4064
2020-02-14,-0.9198
2020-02-18,-6.0527
2020-02-19,-0.9881
2020-02-20,-1.3174000000000001
2020-02-21,-2.5080999999999998
2020-02-24,0.332
2020-02-25,-0.8271
2020-02-26,1.1676
2020-02-27,0.6595
2020-02-28,-8.1491
2020-03-02,6.0633
2020-03-03,-1.8075
2020-03-04,2.4401
2020-03-05,-2.0894
2020-03-06,-8.2373
2020-03-09,-6.9302
2020-03-10,4.1979
2020-03-11,-5.2278
2020-03-12,-6.1741
2020-03-13,0.8091
2020-03-16,-5.9925
2020-03-17,3.5286999999999997
2020-03-18,-6.4321
2020-03-19,0.7638
2020-03-20,2.2741
2020-03-23,-0.3991
2020-03-24,7.0979
2020-03-25,-0.8552
2020-03-26,5.1752
2020-03-27,-4.7668
2020-03-30,0.4306
2020-03-31,-4.6088000000000005
2020-04-01,2.1348
2020-04-02,-1.5402
2020-04-03,-4.6927
2020-04-06,-1.7585
2020-04-07,3.222
2020-04-08,-4.5665
2020-04-09,5.209
2020-04-13,0.3454
2020-04-14,3.5571
2020-04-15,2.2161
2020-04-16,4.2818
2020-04-17,0.2079
2020-04-20,-0.1556
2020-04-21,-3.5324999999999998
2020-04-22,-0.7539
2020-04-23,-1.5735000000000001
2020-04-24,-2.0948
2020-04-27,-3.0405
2020-04-28,-3.3101
2020-04-29,3.4234
2020-04-30,-1.4518
2020-05-01,-3.5946
2020-05-04,0.4279
2020-05-05,0.8521
2020-05-06,2.3537
2020-05-07,-0.7665
2020-05-08,4.1592
2020-05-11,2.1107
2020-05-12,-0.5587
2020-05-13,-2.6404
2020-05-14,0.8656
2020-05-15,2.6888
2020-05-18,2.117
2020-05-19,-3.6552
2020-05-20,-5.0963
2020-05-21,-1.5513
2020-05-22,-6.0606
2020-05-26,2.3871
2020-05-27,0.3781
2020-05-28,-1.0044
2020-05-29,5.1997
2020-06-01,0.6631
2020-06-02,2.9939999999999998
2020-06-03,3.8372
2020-06-04,-0.6159
2020-06-05,1.7465000000000002
2020-06-08,-3.0454
2020-06-09,3.3124000000000002
2020-06-10,0.8845
2020-06-11,-2.2466
2020-06-12,-0.2242
2020-06-15,7.5843
2020-06-16,25.8486
2020-06-17,2.6141
2020-06-18,0.3639
2020-06-19,-1.4504000000000001
2020-06-22,-0.7768
2020-06-23,-2.1426
2020-06-24,-3.4947
2020-06-25,-1.5271
2020-06-26,0.6646
2020-06-29,2.3768000000000002
2020-06-30,-0.3009
2020-07-01,-0.2156
2020-07-02,2.9386
2020-07-06,0.5038
2020-07-07,-2.548
2020-07-08,-1.8860000000000001
2020-07-09,1.0922
2020-07-10,-0.6482
2020-07-13,-0.5655
2020-07-14,1.706
2020-07-15,-0.9892
2020-07-16,-1.8679000000000001
2020-07-17,-1.2395
2020-07-20,1.6583999999999999
2020-07-21,-0.1323
2020-07-22,-0.5298
2020-07-23,-5.992
2020-07-24,-3.6827
2020-07-27,1.5196
2020-07-28,-0.2414
2020-07-29,0.4356
2020-07-30,-0.4337
2020-07-31,2.1297
