ticker,WSCO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-04-19,33.3333
2011-04-26,17.5
2011-04-27,-4.2553
2011-04-28,-4.4444
2011-05-02,0.0
2011-05-11,-41.8605
2011-05-12,0.0
2011-05-31,0.0
2011-06-01,-4.0
2011-06-15,-58.3333
2011-06-23,120.0
2011-10-03,13.6364
2011-10-17,0.0
2011-11-15,-40.0
2012-01-31,-33.3333
2012-02-01,50.0
2012-02-14,-53.3333
2012-02-27,14.2857
2012-04-24,137.5
2012-05-21,-73.6842
2012-05-22,20.0
2012-08-21,16.6667
2012-08-28,185.7143
2012-09-10,-37.5
2012-09-12,0.0
2012-10-05,-16.0
2012-10-08,0.0
2012-10-09,-9.5238
2012-11-07,26.3158
2012-11-08,0.0
2012-11-16,-58.3333
2012-11-19,0.0
2012-11-21,0.0
2012-11-29,-20.0
2013-02-13,20.0
2013-02-14,0.0
2013-02-15,0.0
2013-02-19,12.5
2013-02-26,1.8519
2013-03-20,-1.8182
2013-03-27,0.0
2013-04-29,0.0
2013-04-30,1.8519
2013-05-22,0.0
2013-09-12,127.2727
2013-09-16,32.0
2013-09-17,-0.6061
2013-09-18,-60.3659
2013-09-23,-7.6923
2013-09-24,-15.0
2013-10-04,47.0588
2013-10-10,-26.6917
2013-10-11,-27.2479
2013-10-21,-24.4688
2013-11-13,-13.8395
2013-11-18,93.9976
2013-11-20,-77.2277
2013-11-21,334.7826
2013-11-22,0.0
2013-12-16,-78.0
2013-12-17,263.6364
2013-12-30,-5.0
2013-12-31,-71.0526
2014-01-02,172.7273
2014-01-06,-56.6667
2014-01-09,207.6923
2014-02-03,-15.0
2014-02-13,17.647100000000002
2014-02-18,0.0
2014-02-26,0.0
2014-02-27,50.0
2014-03-17,0.0
2014-03-20,-66.6667
2014-03-21,200.0
2014-03-24,0.0
2014-03-28,0.0
2014-04-21,-15.0
2014-05-02,17.647100000000002
2014-05-05,-15.0
2014-05-06,-11.7647
2014-05-13,0.0
2014-06-23,-16.6667
2014-11-13,-78.6667
2014-11-14,368.75
2014-11-17,0.0
2014-11-20,0.0
2014-11-21,-7.8667
2014-12-01,-16.0275
2014-12-15,-72.4257
2014-12-16,0.0
2014-12-26,368.75
2015-01-02,-84.0
2015-01-06,650.0
2015-01-08,-88.8889
2015-01-16,0.0
2015-04-08,740.0
2015-04-15,0.0
2015-04-17,-64.2857
2015-04-20,233.3333
2015-04-24,-60.0
2015-04-28,155.0
2015-05-05,0.0
2015-05-07,-5.8824
2015-05-11,-38.5807
2015-05-14,25.8427
2015-05-15,37.4663
2015-05-22,0.0
2015-06-05,-41.1765
2015-06-17,100.0
2015-10-13,25.0
2015-10-21,33.3333
2015-11-10,-5.0
2015-12-11,0.0
2015-12-18,0.0
2015-12-21,0.0
2016-01-06,-42.1053
2016-02-02,0.0
2016-03-28,-36.3636
2016-03-30,-57.1429
2016-04-04,0.0
2016-05-23,100.0
2016-05-27,0.0
2017-03-30,0.0
2017-04-05,0.0
2017-08-15,-93.3333
2017-10-17,246.5
2017-11-08,46.7532
2017-11-09,0.0
2017-11-29,-42.9695
2017-11-30,0.0
2017-12-08,0.0
2017-12-14,327.5862
2017-12-18,12.0968
2017-12-19,0.0
2017-12-21,-25.5396
2018-01-04,-66.1836
2018-01-24,0.0
2018-02-05,0.0
2018-03-20,0.0
2018-04-20,-28.5714
2018-06-05,284.0
2018-06-27,4.1667
2018-08-08,-25.0
2018-11-06,100.0
2018-11-28,-58.8333
2018-12-20,-2.753
2019-04-10,-0.9159
2019-07-03,65.5462
2019-07-05,-0.5076
2019-07-19,0.4592
2019-08-13,-7.8212
2019-08-21,-0.8264
2019-09-27,0.0
2019-10-11,-5.0
2019-11-06,-0.2924
2019-12-09,-3.2258
2019-12-20,-12.1212
2020-01-10,-24.1379
2020-01-17,0.0
2020-01-21,-9.0909
2020-02-04,0.0
2020-03-10,0.0
2020-04-02,-10.0
2020-04-20,-11.1111
2020-04-23,0.0
2020-04-28,0.0
2020-05-04,0.0
2020-05-18,26.5625
2020-05-26,48.1481
2020-06-01,33.3333
2020-06-08,0.0
2020-06-09,100.0
2020-06-10,-0.025
2020-06-11,-71.993
2020-07-23,78.5714
2020-07-24,0.0
