ticker,MAYS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-12,0.0
2000-01-13,0.0
2000-01-19,8.806799999999999
2000-01-20,-12.2715
2000-01-27,0.0
2000-01-31,10.7143
2000-02-03,-9.6774
2000-02-07,0.2976
2000-02-16,-0.2967
2000-02-25,-3.5714
2000-03-01,-1.2346
2000-03-03,3.75
2000-03-06,0.0
2000-03-10,6.0241
2000-03-24,-1.7045
2000-03-28,0.0
2000-03-31,1.7341
2000-04-03,1.1364
2000-04-04,-3.3708
2000-04-10,13.9535
2000-04-13,0.0
2000-04-14,-14.2857
2000-05-09,-9.5238
2000-05-16,0.0
2000-05-25,21.0526
2000-05-30,-17.3913
2000-06-05,2.6316
2000-06-07,17.9487
2000-06-20,-21.7391
2000-06-21,13.8889
2000-06-22,-7.3171
2000-06-23,0.0
2000-06-29,5.2632
2000-07-06,17.5
2000-07-07,-10.6383
2000-07-12,4.7619
2000-07-14,9.0909
2000-07-17,16.6667
2000-08-01,-17.8571
2000-08-02,15.2174
2000-08-03,1.8868
2000-08-14,48.1481
2000-08-15,-2.5
2000-08-18,-28.2051
2000-08-23,39.2857
2000-08-24,0.0
2000-08-25,-7.6923
2000-08-29,-16.6667
2000-08-31,20.0
2000-09-01,16.6667
2000-09-06,21.4286
2000-09-07,-17.647100000000002
2000-09-11,-11.9048
2000-09-13,16.2162
2000-09-14,-6.9767
2000-09-18,-5.0
2000-09-19,5.2632
2000-09-20,-5.0
2000-09-21,0.0
2000-09-25,0.0
2000-09-27,-5.2632
2000-10-03,-2.7778
2000-10-16,-2.8571
2000-10-17,0.0
2000-10-25,0.0
2000-11-14,-5.8824
2000-11-22,12.5
2000-11-30,-15.625
2000-12-04,15.2263
2000-12-11,0.0
2000-12-13,-9.642900000000001
2000-12-21,0.1976
2001-01-03,32.5444
2001-01-16,0.0
2001-01-17,-11.9048
2001-02-02,4.7297
2001-02-05,0.0
2001-02-13,3.871
2001-02-14,0.6211
2001-02-22,0.0
2001-02-23,0.0
2001-03-20,16.0494
2001-03-22,-12.766
2001-03-28,-2.439
2001-04-02,0.7813
2001-04-25,-5.7364
2001-05-14,2.6316
2001-06-26,-2.5641
2001-07-03,0.0
2001-07-16,0.5263
2001-07-24,4.1885
2001-08-06,-3.5176
2001-08-07,0.0
2001-08-08,0.0
2001-08-09,0.0
2001-08-16,12.5
2001-09-07,-10.9259
2001-09-10,-0.104
2001-09-17,1.4567999999999999
2001-09-18,-1.0256
2001-10-09,0.0
2001-11-27,16.5803
