ticker,COFI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-12-28,-70.5882
2005-12-29,30.0
2006-01-04,-67.9487
2006-01-12,0.0
2006-01-13,60.0
2006-01-17,-37.5
2006-03-06,-20.0
2006-03-07,0.0
2006-03-14,60.0
2006-03-22,25.0
2006-04-07,50.0
2006-04-10,16.6667
2006-04-11,0.0
2006-04-13,28.5714
2006-04-17,-33.3333
2006-04-25,-33.3333
2006-04-28,0.0
2006-05-02,25.0
2006-05-03,-48.0
2006-05-09,-7.8365
2006-05-10,183.7767
2006-05-11,-64.761
2006-05-17,66.9275
2006-05-18,125.0
2006-05-22,0.0
2006-05-25,0.0
2006-05-31,-44.4444
2006-06-07,24.0
2006-06-28,12.9032
2006-06-29,14.2857
2006-07-19,-10.0
2006-07-24,0.0
2006-07-28,0.0
2006-07-31,0.0
2006-08-03,0.0
2006-08-08,0.0
2006-09-05,-8.3333
2006-09-06,0.0
2006-09-11,12.1212
2006-09-14,0.0
2006-09-15,-5.4054
2006-09-19,0.0
2006-10-05,0.0
2006-10-09,-5.7143
2006-10-11,-15.1515
2006-10-26,17.8571
2006-10-30,0.0
2006-11-08,-15.1515
2006-11-24,0.0
2006-11-27,-3.5714
2006-11-29,-25.9259
2006-12-05,-37.5
2006-12-06,0.0
2006-12-12,4.8
2006-12-13,-14.1221
2007-01-22,33.3333
2007-01-24,0.0
2007-01-25,53.3333
2007-02-05,-13.0435
2007-02-06,0.0
2007-02-07,0.0
2007-02-08,15.0
2007-02-21,30.4348
2007-02-23,0.0
2007-02-28,-13.3333
2007-03-01,0.0
2007-03-12,-3.8462
2007-03-14,0.0
2007-03-19,0.0
2007-03-27,-4.0
2007-04-02,0.0
2007-04-23,0.0
2007-04-26,0.0
2007-05-03,0.0
2007-05-07,0.0
2007-05-24,4.1667
2007-06-04,-4.0
2007-06-07,12.5
2007-06-08,-14.8148
2007-06-13,-13.0435
2007-07-16,0.0
2007-07-25,20.0
2007-07-31,-16.6667
2007-08-01,0.0
2007-08-08,0.0
2007-08-10,10.0
2007-10-08,0.0
2007-10-09,-9.0909
2007-10-11,0.0
2007-10-26,0.0
2007-10-29,0.0
2007-11-07,0.0
2007-11-09,0.0
2007-11-12,-10.0
2007-11-13,-11.1111
2007-11-15,-12.5
2007-11-16,-14.2857
2007-11-21,0.0
2007-11-27,0.0
2007-11-30,0.0
2007-12-28,0.0
2008-01-08,-16.6667
2008-01-23,0.0
2008-02-15,20.0
2008-03-06,8.3333
2008-03-07,-7.6923
2008-03-19,0.0
2008-04-14,8.3333
2008-04-15,0.0
2008-04-16,7.6923
2008-05-19,-7.1429
2008-05-21,0.0
2008-05-22,3.8462
2008-06-02,-3.7037
2008-06-04,-7.6923
2008-07-03,0.0
2008-09-18,-29.1667
2008-09-19,0.0
2008-09-22,11.7647
2008-09-26,-10.526299999999999
2008-10-08,0.0
2008-11-12,0.0
2008-11-13,0.0
2009-01-20,-76.4706
2009-01-21,49.375
2009-01-23,-33.0544
2009-01-30,-75.0
2009-02-02,100.0
2009-02-10,-50.0
2009-02-24,0.0
2009-02-27,300.0
2009-03-02,-60.0
2009-03-10,87.5
2009-03-13,0.0
2009-03-20,33.3333
2009-04-17,75.0
2009-04-28,14.2857
2009-04-29,0.0
2009-04-30,25.0
2009-05-04,100.0
2009-05-08,0.0
2009-05-12,30.0
2009-05-13,130.7692
2009-05-14,-63.3333
2009-05-26,81.8182
2009-06-03,50.0
2009-06-05,0.0
2009-06-10,-10.0
2009-06-11,-7.4074
2009-06-15,-40.0
2009-06-22,13.3333
2009-06-24,-11.7647
2009-07-10,-40.0
2009-09-03,66.6667
2009-10-30,0.0
2009-11-11,0.0
2009-11-30,-86.6667
2009-12-17,-85.0
2010-03-18,566.6667
2010-03-19,0.0
2010-05-07,0.0
2010-07-28,-47.5
2010-09-03,376.1905
2010-10-01,-88.0
2011-01-14,2233.3333
2011-01-18,-3.5714
2011-01-19,0.0
2011-01-20,-3.7037
2011-02-03,0.0
2011-02-04,-93.8462
2011-02-11,12.5
2011-03-28,-66.6667
2011-06-01,233.3333
2011-06-03,400.0
2011-06-20,20.0
2012-03-01,-66.3333
2012-04-11,0.0
2012-04-12,395.0495
2012-12-04,-60.0
2013-02-28,50.0
2013-09-10,25.0
2013-10-01,-46.6667
2013-11-26,0.0
2014-04-23,-25.0
2014-10-28,-26.6667
2015-03-17,172.7273
2015-04-29,-63.3333
2015-08-21,172.7273
2015-10-07,0.0
2015-12-17,-33.3333
2016-02-29,0.0
2016-04-27,0.0
2016-09-12,0.0
2016-09-27,0.0
2016-12-15,-85.0
2017-08-09,-30.0
2017-12-05,0.0
