ticker,GNPX US Equity
2018-08-20,1.0909
2018-08-21,-3.2374
2018-08-22,-4.461
2018-08-23,-2.7237
2018-08-24,1.2
2018-08-27,-3.9526
2018-08-28,10.2881
2018-08-29,-2.6119
2018-08-30,-0.3831
2018-08-31,-1.9231
2018-09-04,-3.9215999999999998
2018-09-05,-4.0816
2018-09-06,-4.2553
2018-09-07,5.3333
2018-09-10,-7.173
2018-09-11,5.4545
2018-09-12,-0.8621
2018-09-13,-4.3478
2018-09-14,8.1818
2018-09-17,2.9412000000000003
2018-09-18,-1.2245
2018-09-19,2.8926
2018-09-20,-2.008
2018-09-21,-1.2295
2018-09-24,-6.639
2018-09-25,0.8889
2018-09-26,-2.2026
2018-09-27,1.8018
2018-09-28,0.4425
2018-10-01,-5.2863
2018-10-02,-0.4651
2018-10-03,0.4673
2018-10-04,0.0
2018-10-05,-5.5814
2018-10-08,0.0
2018-10-09,-1.4778
2018-10-10,-6.0
2018-10-11,-6.383
2018-10-12,3.4091
2018-10-15,1.0989
2018-10-16,-0.5435
2018-10-17,-1.0929
2018-10-18,-1.6575
2018-10-19,-0.5618
2018-10-22,-1.1299
2018-10-23,-6.8571
2018-10-24,-3.908
2018-10-25,0.8747
2018-10-26,10.1266
2018-10-29,-5.7471
2018-10-30,8.5366
2018-10-31,-7.8652
2018-11-01,2.439
2018-11-02,-1.7856999999999998
2018-11-05,-1.2121
2018-11-06,-4.908
2018-11-07,0.0
2018-11-08,-2.5806
2018-11-09,-3.9735
2018-11-12,3.4483
2018-11-13,-6.6667
2018-11-14,-5.7143
2018-11-15,9.8485
2018-11-16,-4.8276
2018-11-19,-5.0725
2018-11-20,3.0534
2018-11-21,5.1852
2018-11-23,-8.4507
2018-11-26,-6.1538
2018-11-27,5.7377
2018-11-28,2.6124
2018-11-29,24.6506
2018-11-30,-7.8788
2018-12-03,-8.5526
2018-12-04,-11.5108
2018-12-06,4.0569
2018-12-07,-4.6801
2018-12-10,-4.0984
2018-12-11,3.4188
2018-12-12,-3.3058
2018-12-13,0.8547
2018-12-14,-0.8475
2018-12-17,-2.5641
2018-12-18,-3.5088
2018-12-19,-1.8182
2018-12-20,-4.6296
2018-12-21,5.8252
2018-12-24,-8.2569
2018-12-26,3.51
2018-12-27,-0.5024
2018-12-28,11.0302
2018-12-31,-3.8041
2019-01-02,27.2727
2019-01-03,-8.5786
2019-01-04,9.3835
2019-01-07,5.7143
2019-01-08,-0.6757
2019-01-09,-2.0408
2019-01-10,2.0833
2019-01-11,1.3605
2019-01-14,6.7114
2019-01-15,0.0
2019-01-16,-5.6604
2019-01-17,3.3333
2019-01-18,-3.2258
2019-01-22,4.6667
2019-01-23,-3.5032
2019-01-24,1.9802
2019-01-25,4.8544
2019-01-28,2.4691
2019-01-29,-1.2048
2019-01-30,-10.3659
2019-01-31,3.4013999999999998
2019-02-01,1.9737
2019-02-04,5.8516
2019-02-05,-6.7471
2019-02-06,1.3072
2019-02-07,-8.3355
2019-02-08,1.5484
2019-02-11,-3.6596
2019-02-12,4.3165
2019-02-13,-1.6069
2019-02-14,7.9414
2019-02-15,1.9481000000000002
2019-02-19,-5.2675
2019-02-20,-4.525
2019-02-21,4.5775
2019-02-22,0.4848
2019-02-25,-3.4981999999999998
2019-02-26,0.6944
2019-02-27,-2.069
2019-02-28,-0.7042
2019-03-01,9.9291
2019-03-04,3.2258
2019-03-05,-2.35
2019-03-06,-2.0737
2019-03-07,-1.9607999999999999
2019-03-08,-2.0
2019-03-11,-1.3605
2019-03-12,3.4483
2019-03-13,5.3333
2019-03-14,36.0759
2019-03-15,-2.3256
2019-03-18,-0.9524
2019-03-19,-4.3269
2019-03-20,-8.0402
2019-03-21,-1.6339000000000001
2019-03-22,-0.4889
2019-03-25,2.7187
2019-03-26,-9.1522
2019-03-27,-2.7877
2019-03-28,2.0492
2019-03-29,-6.2293
2019-04-01,5.7878
2019-04-02,2.1277
2019-04-03,8.9286
2019-04-04,-7.1038
2019-04-05,2.7058999999999997
2019-04-08,3.6712
2019-04-09,1.0994
2019-04-10,-1.6393
2019-04-11,0.0
2019-04-12,1.1111
2019-04-15,-3.022
2019-04-16,2.5496
2019-04-17,-0.2762
2019-04-18,-2.4931
2019-04-22,-2.8409
2019-04-23,4.7544
2019-04-24,-0.6308
2019-04-25,1.1236
2019-04-26,-1.1111
2019-04-29,1.1236
2019-04-30,-0.9444
2019-05-01,-1.8508
2019-05-02,0.0
2019-05-03,4.5714
2019-05-06,-3.8251
2019-05-07,1.1307
2019-05-08,3.3766
2019-05-09,0.5435
2019-05-10,-2.7027
2019-05-13,-4.4444
2019-05-14,4.0698
2019-05-15,0.0
2019-05-16,-0.5587
2019-05-17,0.0
2019-05-20,-1.6854
2019-05-21,-1.7143000000000002
2019-05-22,-2.3256
2019-05-23,-5.9524
2019-05-24,1.4304000000000001
2019-05-28,-0.1622
2019-05-29,1.25
2019-05-30,-1.2963
2019-05-31,1.3133
2019-06-03,-4.321
2019-06-04,-3.2258
2019-06-05,-8.0
2019-06-06,1.4493
2019-06-07,5.0
2019-06-10,-1.3605
2019-06-11,-4.8276
2019-06-12,2.1739
2019-06-13,2.1277
2019-06-14,-6.0278
2019-06-17,4.1975
2019-06-18,-0.7092
2019-06-19,-1.4285999999999999
2019-06-20,2.1739
2019-06-21,-2.1277
2019-06-24,-4.3478
2019-06-25,-9.0909
2019-06-26,1.25
2019-06-27,-0.4115
2019-06-28,2.4793
2019-07-01,-4.8387
2019-07-02,-1.2034
2019-07-03,-0.9264
2019-07-05,2.1645
2019-07-08,-6.7797
2019-07-09,-2.9545
2019-07-10,3.9813
2019-07-11,-4.5045
2019-07-12,5.6604
2019-07-15,-1.8125
2019-07-16,-3.6101
2019-07-17,0.0
2019-07-18,3.1321
2019-07-19,7.9399999999999995
2019-07-22,-9.322
2019-07-23,1.8692
2019-07-24,0.9174
2019-07-25,-1.8182
2019-07-26,-6.7684999999999995
2019-07-29,-6.6442
2019-07-30,6.3723
2019-07-31,-0.7601
2019-08-01,-11.8371
2019-08-02,8.5913
2019-08-05,-1.0526
2019-08-06,-5.8511
2019-08-07,1.6836
2019-08-08,-3.3448
2019-08-09,-5.461
2019-08-12,4.9982
2019-08-13,7.2852
2019-08-14,-3.9188
2019-08-15,4.4831
2019-08-16,-1.0646
2019-08-19,-1.087
2019-08-20,0.3187
2019-08-21,4.3269
2019-08-22,1.1865
2019-08-23,-2.8743
2019-08-26,-2.7778
2019-08-27,-5.4945
2019-08-28,3.4884
2019-08-29,0.0
2019-08-30,-1.1236
2019-09-03,-2.4432
2019-09-04,4.834
2019-09-05,-3.3333
2019-09-06,2.5747
2019-09-09,-1.3895
2019-09-10,0.2841
2019-09-11,0.8385
2019-09-12,4.5061
2019-09-13,-6.4409
2019-09-16,6.8843
2019-09-17,-3.2258
2019-09-18,2.5221999999999998
2019-09-19,-1.3764
2019-09-20,-3.8462
2019-09-23,2.8
2019-09-24,-3.9133
2019-09-25,-1.6545
2019-09-26,2.9412000000000003
2019-09-27,-5.1429
2019-09-30,-3.6145
2019-10-01,-12.5
2019-10-02,4.0
2019-10-03,-3.8462
2019-10-04,7.1429
2019-10-07,-8.0
2019-10-08,-2.7536
2019-10-09,-6.8554
2019-10-10,-22.864
2019-10-11,3.4698
2019-10-14,1.1972
2019-10-15,-2.0192
2019-10-16,-6.0466
2019-10-17,1.1405
2019-10-18,3.1915
2019-10-21,8.3299
2019-10-22,-1.0278
2019-10-23,1.0
2019-10-24,-0.9901
2019-10-25,-2.8654
2019-10-28,-10.7305
2019-10-29,3.6372
2019-10-30,-1.7762
2019-10-31,8.9325
2019-11-01,-3.84
2019-11-04,1.4767000000000001
2019-11-05,0.4304
2019-11-06,-2.0204
2019-11-07,-4.9155999999999995
2019-11-08,-0.3286
2019-11-11,-1.0989
2019-11-12,-4.4002
2019-11-13,0.7208
2019-11-14,-9.9931
2019-11-15,3.2692
2019-11-18,-3.9603
2019-11-19,60.2896
2019-11-20,-43.5484
2019-11-21,-13.6571
2019-11-22,-0.728
2019-11-25,-9.6
2019-11-26,5.8997
2019-11-27,-3.5864000000000003
2019-11-29,-2.4919000000000002
2019-12-02,5.5556
2019-12-03,2.0351
2019-12-04,-3.0261
2019-12-05,5.3191
2019-12-06,-2.6599
2019-12-09,-3.1823
2019-12-10,-3.537
2019-12-11,-8.3704
2019-12-12,1.1722
2019-12-13,7.8306000000000004
2019-12-16,3.7420999999999998
2019-12-17,-3.5714
2019-12-18,-3.7407
2019-12-19,-0.7311
2019-12-20,-6.0078
2019-12-23,7.9175
2019-12-24,-8.1009
2019-12-26,8.1081
2019-12-27,4.9231
2019-12-30,9.2119
2019-12-31,7.4078
2020-01-02,-3.0625
2020-01-03,-9.381
2020-01-06,7.4351
2020-01-07,39.0728
2020-01-08,-15.881
2020-01-09,-3.7645
2020-01-10,11.8235
2020-01-13,1.0784
2020-01-14,-8.0926
2020-01-15,-3.4541
2020-01-16,5.5718
2020-01-17,0.0
2020-01-21,219.4444
2020-01-22,64.3478
2020-01-23,-25.9259
2020-01-24,-8.5714
2020-01-27,-4.6875
2020-01-28,4.918
2020-01-29,23.4375
2020-01-30,6.3291
2020-01-31,7.7381
2020-02-03,-7.1823
2020-02-04,-11.3095
2020-02-05,-4.0268
2020-02-06,-6.993
2020-02-07,-11.2782
2020-02-10,5.0847
2020-02-11,29.8387
2020-02-12,12.4224
2020-02-13,51.3812
2020-02-14,56.2044
2020-02-18,14.486
2020-02-19,-20.4082
2020-02-20,12.3077
2020-02-21,21.6895
2020-02-24,13.1332
2020-02-25,3.3167
2020-02-26,-23.2745
2020-02-27,-2.0921
2020-02-28,-12.2863
2020-03-02,16.1998
2020-03-03,-7.1279
2020-03-04,2.0316
2020-03-05,-7.3009
2020-03-06,-8.8305
2020-03-09,-25.3927
2020-03-10,-2.4561
2020-03-11,-12.9496
2020-03-12,-17.3554
2020-03-13,-5.5
2020-03-16,-16.4021
2020-03-17,110.7595
2020-03-18,-19.8198
2020-03-19,-0.3745
2020-03-20,-5.6391
2020-03-23,-9.5618
2020-03-24,27.3128
2020-03-25,-3.4602
2020-03-26,-5.0179
2020-03-27,-3.0189
2020-03-30,-7.7821
2020-03-31,2.1097
2020-04-01,-9.0909
2020-04-02,2.2727
2020-04-03,-5.1111
2020-04-06,4.918
2020-04-07,-1.3393
2020-04-08,-2.2624
2020-04-09,0.463
2020-04-13,2.3041
2020-04-14,3.1532
2020-04-15,-6.5502
2020-04-16,-6.0748
2020-04-17,3.9801
2020-04-20,-2.3923
2020-04-21,-2.451
2020-04-22,18.593
2020-04-23,3.8136
2020-04-24,-7.3469
2020-04-27,4.4053
2020-04-28,0.0
2020-04-29,-1.2658
2020-04-30,-5.1282
2020-05-01,2.2523
2020-05-04,1.7621
2020-05-05,51.5152
2020-05-06,-9.1429
2020-05-07,5.9748
2020-05-08,5.0445
2020-05-11,0.0
2020-05-12,-0.8475
2020-05-13,-7.4074
2020-05-14,-1.5385
2020-05-15,1.5625
2020-05-18,-4.0
2020-05-19,-1.9231
2020-05-20,-1.634
2020-05-21,-0.9967
2020-05-22,-7.8859
2020-05-26,1.6393
2020-05-27,-5.0179
2020-05-28,4.5283
2020-05-29,2.5271
2020-06-01,-0.3521
2020-06-02,-1.7668
2020-06-03,1.4388
2020-06-04,14.8936
2020-06-05,-3.7037
2020-06-08,-1.9231
2020-06-09,9.8039
2020-06-10,-5.9524
2020-06-11,-11.0759
2020-06-12,6.0498
2020-06-15,1.3423
2020-06-16,-0.6623
2020-06-17,-1.3333
2020-06-18,-1.3514
2020-06-19,-0.3425
2020-06-22,3.7801
2020-06-23,2.649
2020-06-24,17.4194
2020-06-25,-4.3956
2020-06-26,-10.0575
2020-06-29,0.639
2020-06-30,-0.3175
2020-07-01,-2.2293
2020-07-02,-1.3029
2020-07-06,3.9604
2020-07-07,-0.6349
2020-07-08,1.5974
2020-07-09,-1.8868
2020-07-10,-0.3205
2020-07-13,-6.7524
2020-07-14,2.069
2020-07-15,4.223
2020-07-16,-1.7828
2020-07-17,0.6601
2020-07-20,1.6393
2020-07-21,10.0
2020-07-22,20.2346
2020-07-23,-6.8293
2020-07-24,-3.4031000000000002
2020-07-27,3.252
2020-07-28,-3.6745
2020-07-29,-5.4496
2020-07-30,0.2882
2020-07-31,-3.1609
