ticker,BBLS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-01-24,0.0
2008-01-25,0.0
2008-01-28,83.3333
2008-01-29,-45.4545
2008-11-11,-66.6667
2010-02-24,910.0
2010-02-25,0.0
2010-11-12,-49.505
2011-02-03,-60.7843
2011-05-05,-50.0
2011-05-06,160.0
2012-01-06,-91.9231
2012-01-26,19.0476
2012-01-31,900.0
2012-02-02,0.0
2012-02-14,12.0
2012-02-17,3.5714
2012-02-22,3.4483
2012-02-24,-16.6667
2012-02-28,160.0
2012-02-29,12.3077
2012-03-01,43.8356
2012-03-02,0.0
2012-03-05,-14.2857
2012-03-06,0.0
2012-03-07,-4.4444
2012-03-08,4.6512
2012-03-09,16.6667
2012-03-12,-0.9524
2012-03-13,0.9615
2012-03-19,-0.9524
2012-03-20,1.9231
2012-03-22,0.9434
2012-03-23,2.8037
2012-03-27,13.6364
2012-03-28,-15.2
2012-04-09,0.0
2012-04-11,2.8302
2012-04-16,-0.9174
2012-04-17,0.0
2012-04-20,11.1111
2012-04-25,0.0
2012-05-07,4.1667
2012-05-14,-12.0
2012-05-18,-1.8182
2012-06-07,11.1111
2012-06-12,0.8333
2012-06-14,-0.8264
2012-06-19,-1.6667
2012-06-20,0.8475
2012-06-21,0.0
2012-07-02,-9.2437
2012-07-03,0.0
2012-07-05,0.0
2012-07-11,10.1852
2012-07-12,0.0
2012-07-13,-1.6806999999999999
2012-07-16,2.5641
2012-07-17,-1.6667
2012-07-18,1.6949
2012-07-19,0.8333
2012-07-20,1.6529
2012-07-23,0.0
2012-07-24,1.626
2012-07-25,3.2
2012-07-26,0.0
2012-07-27,0.0
2012-07-30,-0.7752
2012-07-31,5.4688
2012-08-01,5.1852
2012-08-02,0.7042
2012-08-03,0.0
2012-08-06,-0.6993
2012-08-07,4.2254
2012-08-08,-2.027
2012-08-09,2.069
2012-08-10,8.1081
2012-08-13,6.875
2012-08-14,-11.6959
2012-08-15,13.9073
2012-08-16,-18.6047
2012-08-17,25.0
2012-08-20,-8.5714
2012-08-21,-6.25
2012-08-23,0.0
2012-08-24,-3.3333
2012-08-27,2.7586
2012-08-28,-2.6846
2012-08-29,-5.5172
2012-08-30,16.0584
2012-08-31,-10.6918
2012-09-04,1.4085
2012-09-05,0.0
2012-09-06,0.0
2012-09-07,0.0
2012-09-11,-2.7778
2012-09-12,2.8571
2012-09-13,0.6944
2012-09-14,-10.3448
2012-09-17,7.6923
2012-09-21,-17.8571
2012-09-24,17.3913
2012-09-25,0.0
