ticker,FIVE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-07-19,55.8824
2012-07-20,2.9057
2012-07-23,1.0268
2012-07-24,0.1815
2012-07-25,-1.9928
2012-07-26,3.1054
2012-07-27,6.3105
2012-07-30,0.5396
2012-07-31,-1.5767
2012-08-01,-0.6817
2012-08-02,0.9437
2012-08-03,1.2749
2012-08-06,4.5989
2012-08-07,4.0757
2012-08-08,1.3876
2012-08-09,0.7603
2012-08-10,-1.2677
2012-08-13,-1.8343
2012-08-14,1.2457
2012-08-15,2.2762000000000002
2012-08-16,-2.8571
2012-08-17,-3.2198
2012-08-20,-3.5509
2012-08-21,-0.6302
2012-08-22,4.1055
2012-08-23,-3.11
2012-08-24,2.2502
2012-08-27,0.3236
2012-08-28,3.7096999999999998
2012-08-29,-1.8662999999999998
2012-08-30,2.7575
2012-08-31,-0.8637
2012-09-04,3.2981
2012-09-05,-0.9337
2012-09-06,9.0909
2012-09-07,-1.3935
2012-09-10,-1.6393
2012-09-11,-3.592
2012-09-12,-0.149
2012-09-13,1.2537
2012-09-14,6.1321
2012-09-17,-0.5556
2012-09-18,-2.0391
2012-09-19,0.7414
2012-09-20,-2.7738
2012-09-21,4.5123999999999995
2012-09-24,3.4262
2012-09-25,4.4708
2012-09-26,0.0258
2012-09-27,0.9021
2012-09-28,-0.1788
2012-10-01,-0.8956
2012-10-02,-2.5045
2012-10-03,-1.0328
2012-10-04,2.1408
2012-10-05,-3.5892
2012-10-08,-2.7989
2012-10-09,-2.3483
2012-10-10,0.0
2012-10-11,0.3435
2012-10-12,-2.4822
2012-10-15,2.3113
2012-10-16,0.0858
2012-10-17,3.2857
2012-10-18,-0.8852
2012-10-19,-2.2049
2012-10-22,-3.4817
2012-10-23,0.6505
2012-10-24,-1.9388999999999998
2012-10-25,-0.689
2012-10-26,0.7541
2012-10-31,-0.7784
2012-11-01,1.2974999999999999
2012-11-02,-2.115
2012-11-05,-1.6433
2012-11-06,-2.3109
2012-11-07,-4.254
2012-11-08,-0.1323
2012-11-09,-5.4323
2012-11-12,3.8879
2012-11-13,0.1686
2012-11-14,-2.1205
2012-11-15,-1.5817999999999999
2012-11-16,1.3627
2012-11-19,0.9307
2012-11-20,-0.9904
2012-11-21,-0.7589
2012-11-23,-0.3823
2012-11-26,-1.6399
2012-11-27,-0.2838
2012-11-28,8.6802
2012-11-29,2.7496
2012-11-30,18.3498
2012-12-03,-5.6797
2012-12-04,0.0285
2012-12-05,-1.8545
2012-12-06,0.9012
