ticker,CCYY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-07-23,2.2727
2004-08-05,0.0
2004-08-11,0.0
2004-08-17,0.0
2004-09-13,-11.1111
2004-09-20,12.5
2004-10-05,0.0
2004-10-19,-11.1111
2004-10-25,12.5
2004-12-06,0.0
2004-12-10,0.0
2005-01-21,0.0
2005-04-19,2.2222
2005-06-09,-2.1739
2005-07-05,13.4222
2005-08-03,-3.0172
2005-08-19,-2.2222
2005-10-05,2.2727
2005-10-06,4.4444
2005-10-14,0.4255
2005-11-01,-4.661
2005-11-18,2.2222
2005-11-23,2.1739
2005-12-29,-4.2553
2006-01-17,4.4444
2006-01-23,-4.2553
2006-01-26,4.4444
2006-02-28,-4.2553
2006-03-09,4.4444
2006-03-16,-4.2553
2006-03-23,0.0
2006-03-30,2.2222
2006-04-03,3.0435
2006-04-07,-5.0633
2006-04-10,5.3333
2006-04-13,-5.0633
2006-04-17,0.0
2006-04-21,0.0
2006-04-27,0.0
2006-05-19,4.4444
2006-09-20,-4.0426
2006-09-28,4.878
2006-12-26,2.3256
2007-01-26,-0.4545
2007-02-23,2.7397
2007-02-28,-2.2222
2007-03-30,1.3636
2007-04-02,-0.4484
2007-04-05,0.0
2007-07-25,0.0901
2007-08-28,-10.8911
2007-08-29,12.2222
2007-09-10,0.0
2007-09-12,0.0
2007-09-13,2.9703
2007-09-27,0.0
2007-12-13,-20.6731
2007-12-28,23.6364
2008-04-09,-1.9607999999999999
2008-05-22,-20.0
2008-06-30,2.5
2008-08-20,-26.8293
2008-08-28,33.3333
2008-08-29,0.0
2008-09-05,0.0
2008-09-09,0.0
2008-10-31,6.25
2008-12-01,0.0
2008-12-31,9.4118
2009-01-08,18.2796
2009-01-14,-50.0
2009-01-20,64.0909
2009-01-30,-39.0582
2009-02-03,100.0
2009-02-12,-27.2727
2009-03-17,-37.5
2009-03-26,39.0
2009-06-19,-2.8777
2009-07-20,0.0
2009-07-21,0.0
2009-11-10,7.4074
2009-11-19,0.0
2009-12-01,-24.1379
2009-12-31,36.3636
2010-01-28,-14.0
2010-01-29,3.876
2010-02-02,0.1493
2010-03-30,-6.8554
2010-03-31,0.0
2010-04-07,1.6
2010-06-28,-0.7874
2010-06-29,0.0
2010-07-19,-50.0
2010-07-21,33.3333
2010-07-27,-11.25
2010-08-09,23.9437
2010-08-25,0.0
2010-08-26,0.0
2010-08-30,0.0
2010-09-01,4.5455
2010-09-03,13.0435
2010-09-08,0.0
2010-10-05,0.0
