ticker,CCYY US Equity
2010-11-24,-3.8462
2010-12-07,3.0
2010-12-08,-12.6214
2010-12-09,33.3333
2010-12-10,-10.0
2011-01-10,-25.9259
2011-01-19,37.5
2011-01-27,0.0
2011-02-03,1.8182
2011-02-25,-10.7143
2011-03-01,5.0
2011-03-16,2.8571
2011-04-12,-7.4074
2011-05-05,0.0
2011-05-23,0.0
2011-05-24,5.0
2011-05-31,0.0
2011-07-18,-4.7619
2011-07-20,5.0
2011-07-26,-14.2857
2011-07-27,11.1111
2011-07-28,2.0
2011-08-16,1.9607999999999999
2011-08-22,-13.461500000000001
2011-08-29,11.1111
2011-09-12,0.0
2011-09-23,-10.0
2011-09-26,-4.4444
2011-10-04,-3.4884
2011-10-05,-3.6145
2011-10-06,0.0
2011-10-12,0.0
2011-10-18,0.0
2011-10-19,0.0
2011-10-20,-6.25
2011-10-31,6.6667
2011-11-01,-6.0
2011-11-04,32.9787
2011-11-08,-18.0
2011-11-16,3.6585
2011-11-18,17.647100000000002
2011-11-23,-12.0
2011-12-02,-6.8182
2011-12-12,0.2439
2011-12-15,3.4063
2011-12-28,-3.2941
2012-02-13,21.6545
2012-03-09,0.0
2012-03-13,0.0
2012-03-20,0.0
2012-03-22,5.0
2012-03-30,4.7619
2012-05-24,4.5455
2012-06-12,-4.3478
2012-09-04,0.0
2012-09-07,0.0
2012-09-12,9.0909
2012-09-28,0.0
2012-10-05,0.0
2012-10-08,0.0
2012-10-10,-4.1667
2012-10-17,0.0
2012-10-23,0.0
2012-11-02,4.3478
2012-11-08,-4.3624
2012-11-26,5.2632
2012-11-29,-5.0
2012-12-11,0.0
2012-12-21,1.7544
2012-12-28,0.0
2013-01-03,0.0
2013-01-15,3.4483
2013-01-16,-8.3333
2013-03-13,9.0909
2013-03-14,4.1667
2013-03-19,-2.4
2013-04-03,-5.7377
2013-04-19,0.0
2013-05-16,4.3478
2013-05-22,4.1667
2013-05-28,0.0
2013-06-13,0.8
2013-06-14,-4.7619
2013-06-17,0.0
2013-06-18,0.0
2013-07-11,0.0
2013-07-17,0.0
2013-07-22,0.0
2013-07-31,4.1667
2013-08-22,-4.0
2013-08-26,1.6667
2013-09-05,0.0
2013-09-20,0.0
2013-09-24,0.0
2013-10-08,0.0
2013-10-11,-0.8197
2013-10-14,-0.4959
2013-10-16,0.0
2013-10-18,0.4983
2013-10-21,-0.3306
2013-10-24,1.1609
2013-10-28,0.0
2013-11-07,0.9934
2013-11-08,0.0
2013-11-13,-1.6393
2013-11-14,1.6667
2013-11-18,0.0
2013-11-20,0.0
2013-11-21,0.0
2013-11-22,-1.6393
2013-11-25,-0.8333
2013-11-27,-0.8403
2013-12-02,3.3898
2013-12-11,-4.918
2013-12-13,3.2759
2013-12-30,-3.172
2014-01-07,0.0
2014-01-17,3.2759
2014-01-22,-2.3372
2014-01-27,0.0
2014-01-29,2.5641
2014-01-30,0.0
2014-01-31,0.0
2014-02-06,1.6667
2014-02-13,-1.6393
2014-02-21,-4.1667
2014-03-14,-2.4348
2014-03-28,0.0
2014-04-02,0.0
2014-04-15,2.4955
2014-04-30,0.0
2014-05-07,0.0
2014-05-13,-2.4348
2014-05-15,0.0
2014-05-22,-0.1783
2014-05-27,0.3571
2014-05-28,-2.669
2014-05-29,0.0
2014-06-03,-0.3656
2014-06-26,0.0
2014-07-01,3.6696999999999997
2014-07-11,-6.1947
2014-07-15,0.0
2014-07-16,0.0
2014-07-25,0.9434
2014-07-28,0.0
2014-08-01,0.0
2014-08-05,0.0
2014-08-06,2.8037
2014-08-12,-2.7273
2014-08-29,0.0
2014-09-08,0.0
2014-09-11,0.0
2014-09-15,2.8037
2014-09-23,2.7273
2014-10-14,0.0
2014-10-20,-3.5398
2014-10-21,4.5872
2014-10-23,-0.8772
2014-10-30,0.0
2014-11-04,0.0
2014-11-05,0.177
2014-11-13,0.0
2014-11-14,0.0
2014-11-20,7.1429
2014-11-21,4.1667
2014-12-05,0.0
2014-12-15,-4.0
2014-12-16,0.0
2014-12-26,0.0
2015-01-06,-3.3333
2015-01-08,3.4483
2015-01-12,0.0
2015-01-13,8.3333
2015-01-15,-11.538499999999999
2015-01-21,12.8696
2015-01-28,-11.4022
2015-01-30,0.0
2015-02-05,0.8696
2015-02-09,3.4483
2015-02-10,-1.6667
2015-02-12,2.5423999999999998
2015-02-27,2.4793
2015-03-03,0.0
2015-03-17,-2.4194
2015-03-27,1.157
2015-04-08,0.0
2015-04-17,-1.634
2015-05-12,-3.6545
2015-05-14,3.9655
2015-05-22,-2.1559
2015-05-28,1.6949
2015-05-29,-3.0
2015-06-04,1.3746
2015-06-08,1.6949
2015-06-11,-2.5
2015-06-18,-1.7094
2015-06-23,4.3478
2015-07-08,-4.1667
2015-07-09,8.3478
2015-07-13,0.0
2015-07-16,0.0
2015-07-21,-2.0867
2015-07-24,-8.1967
2015-07-27,0.0
2015-07-28,2.8571
2015-08-17,4.1667
2015-08-24,18.3333
2015-08-25,-9.8592
2015-09-10,-6.25
2015-09-14,6.6667
2015-10-16,1.5625
2015-10-19,-3.8462
2015-10-22,-2.7199999999999998
2015-10-30,-3.3445
2015-11-18,0.0
2015-12-14,21.1073
2015-12-21,-14.2857
2015-12-22,0.3333
2015-12-29,7.1429
2016-01-06,-6.9767
2016-01-07,0.3333
2016-01-22,3.8205999999999998
2016-01-28,0.0
2016-02-01,-1.12
2016-02-04,-1.2945
2016-02-11,0.3279
2016-03-11,0.0
2016-03-14,0.0
2016-03-28,1.3072
2016-04-01,-1.129
2016-04-05,0.9788
2016-04-20,0.4847
2016-04-26,4.5016
2016-04-28,0.7692
2016-04-29,-5.0382
2016-05-10,0.8039
2016-05-11,-0.319
2016-06-20,0.8
2016-06-21,1.5873
2016-06-24,-1.5625
2016-07-01,0.0
2016-07-11,3.1746
2016-07-14,3.8462
2016-08-05,-0.7407
2016-08-08,0.4478
2016-08-18,-6.3893
2016-09-12,2.3810000000000002
2016-09-19,0.7752
2016-10-03,-3.0769
2016-10-04,0.0
2016-10-25,3.1746
2016-10-26,-1.5385
2016-11-02,0.0
2016-11-18,0.7813
2016-11-30,0.0
2016-12-02,0.0
2016-12-08,8.5271
2016-12-13,35.7143
2016-12-16,-23.1579
2017-01-18,0.0
2017-01-25,-4.1096
2017-01-26,3.5714
2017-02-08,-1.3793
2017-02-10,0.0
2017-02-21,0.0
2017-02-28,4.8951
2017-03-01,5.6
2017-03-16,-6.3004999999999995
2017-03-17,7.8022
2017-03-23,-7.125
2017-03-28,-0.1346
2017-04-06,0.4178
2017-04-18,-0.4161
2017-04-19,2.4259
2017-04-20,1.3158
2017-04-21,0.0
2017-04-25,0.0
2017-04-28,-2.987
2017-05-08,0.4016
2017-05-11,0.0
2017-05-16,0.0
2017-05-23,1.3333
2017-05-24,0.0
2017-05-30,1.3158
2017-06-01,-1.2987
2017-06-02,-1.9737
2017-06-15,0.6711
2017-06-19,0.0
2017-06-21,1.3333
2017-06-30,0.0
2017-07-05,0.0
2017-07-13,0.0
2017-07-14,0.0
2017-08-14,0.6579
2017-08-16,1.3072
2017-08-25,-1.6644999999999999
2017-09-29,2.3487999999999998
2017-10-03,-2.5641
2017-10-06,2.6316
2017-10-09,-0.641
2017-10-10,0.0
2017-10-20,-1.9355
2017-10-26,-0.3947
2017-10-31,1.7173
2017-11-01,0.0
2017-11-02,2.2078
2017-11-17,-0.6323
2017-11-21,3.8826
2017-11-22,3.75
2017-11-27,1.2048
2017-11-29,0.0
2017-11-30,0.0
2017-12-01,1.1905000000000001
2017-12-04,4.1176
2017-12-05,-0.565
2017-12-08,1.7045
2017-12-12,6.1453
2017-12-14,10.526299999999999
2017-12-18,2.3810000000000002
2017-12-20,2.3256
2017-12-21,0.0
2017-12-22,-2.7273
2017-12-26,0.4673
2017-12-27,-0.4651
2017-12-29,-9.3458
2018-01-04,5.6701
2018-01-10,0.0
2018-01-17,-2.439
2018-01-22,0.0
2018-01-24,-4.0
2018-01-26,3.125
2018-01-30,0.0
2018-01-31,1.0101
2018-02-08,-4.0
2018-02-09,1.5625
2018-02-16,-5.1282
2018-02-22,0.0
2018-03-08,5.4054
2018-03-19,0.0
2018-03-20,-2.5641
2018-03-26,3.6737
2018-04-03,-1.0052
2018-04-04,0.0
2018-04-09,0.0
2018-04-13,-5.1282
2018-04-16,5.4054
2018-04-17,0.0
2018-05-14,0.0
2018-05-29,2.5641
2018-05-31,-2.0
2018-06-06,-4.5918
2018-06-08,4.2781
2018-06-12,0.0
2018-06-28,2.5641
2018-07-13,-2.5
2018-07-16,12.8205
2018-07-20,-9.0909
2018-07-26,-4.0
2018-09-11,0.0
2018-09-13,-1.1458
2018-09-14,0.1054
2018-09-20,-1.4737
2018-12-11,-2.3861
2018-12-18,11.1111
2018-12-24,-14.8
2019-01-08,5.6338
2019-01-18,5.5556
2019-02-04,-7.8947
2019-02-13,2.8571
2019-02-22,-1.6667
2019-02-28,-0.452
2019-03-01,-1.2486
2019-03-14,-0.5747
2019-04-02,-0.8671
2019-04-04,3.7901
2019-04-16,-2.809
2019-04-25,-1.7341
2019-05-02,0.0
2019-05-06,0.0
2019-05-13,0.0
2019-05-15,1.1764999999999999
2019-05-30,-0.1163
2019-05-31,0.0
2019-06-14,-4.5402000000000005
2019-06-19,2.439
2019-06-21,-3.5714
2019-06-24,-0.4938
2019-06-25,0.4963
2019-06-26,0.6173
2019-06-27,0.3104
2019-06-28,0.0575
2019-07-08,0.0
2019-07-11,0.0
2019-07-12,-0.978
2019-07-17,0.9877
2019-08-02,-0.3667
2019-08-29,0.4908
2019-10-18,-0.3663
2019-10-30,-1.3479999999999999
2019-10-31,0.0
2019-11-04,0.0
2019-11-05,0.0
2019-11-06,0.6211
2019-11-11,3.7736
2019-12-03,-0.1224
2019-12-19,-2.3045999999999998
2019-12-27,0.8696
2019-12-30,0.9852
2019-12-31,0.6098
2020-01-02,1.8182
2020-01-07,2.3810000000000002
2020-01-08,-0.5814
2020-01-16,-6.4327
2020-01-17,3.125
2020-01-27,-4.2424
2020-02-05,0.0
2020-02-11,5.062
2020-02-12,-4.8181
2020-02-14,1.5190000000000001
2020-02-20,0.0
2020-02-21,3.4913
2020-02-24,-2.8916
2020-02-28,2.3573
2020-03-09,-12.4848
2020-04-23,-5.6787
2020-04-24,-4.5521
2020-05-12,-6.9231
2020-05-13,10.7438
2020-05-14,0.7463
2020-06-24,-12.2963
2020-06-30,9.7973
2020-07-06,2.4615
2020-07-08,-0.9009
