ticker,IGXT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-01-17,0.0
2007-01-18,-1.4285999999999999
2007-01-19,-1.4493
2007-01-22,0.0
2007-01-24,0.0
2007-01-29,1.4706000000000001
2007-01-30,15.942
2007-02-01,0.0
2007-02-02,0.0
2007-02-06,6.25
2007-02-07,18.8235
2007-02-08,6.9307
2007-02-09,7.4074
2007-02-12,-0.8621
2007-02-16,-12.1739
2007-02-20,0.9901
2007-02-21,-1.9607999999999999
2007-02-23,1.0
2007-03-09,8.9109
2007-03-15,-13.6364
2007-04-10,-15.7895
2007-04-11,-6.25
2007-04-12,6.6667
2007-04-17,0.0
2007-04-19,0.0
2007-04-26,31.25
2007-04-27,0.0
2007-04-30,24.7619
2007-05-01,-8.3969
2007-05-03,-2.5
2007-05-04,0.0
2007-05-07,0.0
2007-05-08,0.0
2007-05-10,-5.9829
2007-05-11,-18.1818
2007-05-14,-5.5556
2007-05-15,11.7647
2007-05-16,10.526299999999999
2007-05-17,-28.5714
2007-05-18,0.0
2007-05-21,0.0
2007-05-22,6.6667
2007-05-23,-6.25
2007-05-24,13.3333
2007-05-25,-5.8824
2007-05-29,31.25
2007-05-30,-22.8571
2007-05-31,11.1111
2007-06-01,-3.3333
2007-06-04,-6.8966
2007-06-05,4.9383
2007-06-06,0.0
2007-06-07,-4.7059
2007-06-08,4.9383
2007-06-11,0.0
2007-06-12,0.0
2007-06-13,-7.0588
2007-06-14,0.0
2007-06-15,7.5949
2007-06-18,0.0
2007-06-19,0.0
2007-06-20,0.0
2007-06-21,5.8824
2007-06-22,-1.1111
2007-06-25,6.7416
2007-06-26,0.0
2007-06-27,10.526299999999999
2007-06-28,-4.7619
2007-06-29,0.0
2007-07-02,0.0
2007-07-03,0.0
2007-07-05,0.0
2007-07-06,-5.0
2007-07-09,0.0
2007-07-10,15.7895
2007-07-11,0.0
2007-07-12,2.7273
2007-07-13,0.885
2007-07-16,0.0
2007-07-17,0.0
2007-07-18,-0.8772
2007-07-19,0.0
2007-07-20,1.7699
2007-07-23,-3.4783
2007-07-24,-0.9009
2007-07-25,0.0
2007-07-26,0.0
2007-07-27,13.6364
2007-07-30,0.0
2007-07-31,0.0
2007-08-01,-8.0
2007-08-02,1.7391
2007-08-03,-0.8547
2007-08-06,0.0
2007-08-07,-0.8621
2007-08-08,8.6957
2007-08-09,0.0
2007-08-10,20.0
2007-08-13,12.0
2007-08-14,-1.7856999999999998
2007-08-15,3.0303
2007-08-16,-26.4706
