ticker,DVD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-5.0
2000-01-04,-5.2632
2000-01-05,1.1111
2000-01-06,-1.0989
2000-01-07,-1.1111
2000-01-10,1.4981
2000-01-11,-1.107
2000-01-12,0.7463
2000-01-13,-1.1111
2000-01-14,2.6217
2000-01-18,0.365
2000-01-19,-1.0909
2000-01-20,-4.0441
2000-01-21,-0.7663
2000-01-24,-3.8609999999999998
2000-01-25,1.2048
2000-01-26,2.3810000000000002
2000-01-27,-1.5504
2000-01-28,-0.7874
2000-01-31,-3.9683
2000-02-01,-0.8264
2000-02-02,0.4167
2000-02-03,3.7344
2000-02-04,0.0
2000-02-07,0.0
2000-02-08,-0.912
2000-02-09,-1.2146
2000-02-10,1.6393
2000-02-11,-4.4355
2000-02-14,3.3755
2000-02-15,-0.4082
2000-02-16,-1.6393
2000-02-17,-0.4167
2000-02-18,-0.4184
2000-02-22,-5.042
2000-02-23,0.885
2000-02-24,0.8772
2000-02-25,-1.7391
2000-02-28,0.0
2000-02-29,0.4425
2000-03-01,-0.8811
2000-03-02,-2.2222
2000-03-03,-7.7273
2000-03-06,1.4778
2000-03-07,-1.4563
2000-03-08,-2.4631
2000-03-09,-6.5657
2000-03-10,2.7027
2000-03-13,1.0526
2000-03-14,-0.5208
2000-03-15,-2.6178
2000-03-16,3.2258
2000-03-17,-3.125
2000-03-20,-1.0753
2000-03-21,-3.8043
2000-03-22,3.9548
2000-03-23,-1.6303999999999998
2000-03-24,0.5525
2000-03-27,3.2967
2000-03-28,4.2553
2000-03-29,-1.5306
2000-03-30,1.5544
2000-03-31,4.0816
2000-04-03,3.9215999999999998
2000-04-04,-2.8302
2000-04-05,3.8834999999999997
2000-04-06,0.0
2000-04-07,2.8037
2000-04-10,-2.7273
2000-04-11,-3.7382999999999997
2000-04-12,-1.4563
2000-04-13,1.9704000000000002
2000-04-14,-7.2464
2000-04-17,0.0
2000-04-18,3.125
2000-04-19,1.0101
2000-04-20,-0.5
2000-04-24,-5.0251
2000-04-25,1.5873
2000-04-26,5.2083
2000-04-27,-1.4851
2000-04-28,-1.5074999999999998
2000-05-01,-1.5306
2000-05-02,-0.5181
2000-05-03,-1.0417
2000-05-04,-1.5789
2000-05-05,-3.2086
2000-05-08,2.0552
2000-05-09,0.5435
2000-05-10,-0.5405
2000-05-11,0.5435
2000-05-12,0.5405
2000-05-15,-2.6882
2000-05-16,0.5525
2000-05-17,2.7473
2000-05-18,0.0
2000-05-19,-0.5348
