ticker,RYTM US Equity
2018-02-26,0.4708
2018-02-27,-4.2898
2018-02-28,-2.6365
2018-03-01,-1.8569
2018-03-02,4.2964
2018-03-05,-1.7763
2018-03-06,-5.656
2018-03-07,4.7308
2018-03-08,4.1667
2018-03-09,1.9813
2018-03-12,0.2199
2018-03-13,6.6203
2018-03-14,-9.2967
2018-03-15,-10.8926
2018-03-16,-3.1409
2018-03-19,-4.1192
2018-03-20,2.1481
2018-03-21,2.6846
2018-03-22,-5.8824
2018-03-23,-3.2407
2018-03-26,0.9091
2018-03-27,-4.789
2018-03-28,0.747
2018-03-29,-1.6312
2018-04-02,-14.4724
2018-04-03,5.5229
2018-04-04,10.245
2018-04-05,1.9697
2018-04-06,-3.6157
2018-04-09,4.779
2018-04-10,2.5012
2018-04-11,-0.8612
2018-04-12,-1.2066
2018-04-13,8.256
2018-04-16,1.2184
2018-04-17,5.4391
2018-04-18,-4.7357
2018-04-19,-0.4882
2018-04-20,-1.0259
2018-04-23,3.6954000000000002
2018-04-24,-0.9996
2018-04-25,-2.5022
2018-04-26,7.8793
2018-04-27,-3.2554
2018-04-30,2.2865
2018-05-01,2.6149
2018-05-02,3.5347
2018-05-03,-0.6749
2018-05-04,-0.04
2018-05-07,0.7197
2018-05-08,-4.0889
2018-05-09,1.4487
2018-05-10,8.2007
2018-05-11,-4.4872
2018-05-14,12.8306
2018-05-15,4.4087
2018-05-16,3.1501
2018-05-17,3.5737
2018-05-18,-3.67
2018-05-21,1.0746
2018-05-22,-3.866
2018-05-23,1.8767
2018-05-24,-0.3947
2018-05-25,-0.2972
2018-05-29,1.2256
2018-05-30,4.123
2018-05-31,0.9742
2018-06-01,0.8092
2018-06-04,-0.6483
2018-06-05,3.8222
2018-06-06,4.4298
2018-06-07,-3.8120000000000003
2018-06-08,-1.8474
2018-06-11,-3.0662
2018-06-12,4.4472
2018-06-13,-1.3193
2018-06-14,-0.4254
2018-06-15,-0.5188
2018-06-18,-11.6564
2018-06-19,-9.1319
2018-06-20,0.9553
2018-06-21,24.5647
2018-06-22,-0.4862
2018-06-25,2.1374
2018-06-26,5.2317
2018-06-27,-3.7784
2018-06-28,-6.3773
2018-06-29,-1.4191
2018-07-02,7.1657
2018-07-03,5.4030000000000005
2018-07-05,1.5293
2018-07-06,-3.0683
2018-07-09,-0.7194
2018-07-10,-1.4493
2018-07-11,-0.5
2018-07-12,-2.3352
2018-07-13,-2.2094
2018-07-16,1.888
2018-07-17,-1.5796000000000001
2018-07-18,-1.2963
2018-07-19,2.4703
2018-07-20,-3.8754999999999997
2018-07-23,1.2063
2018-07-24,-3.9210000000000003
2018-07-25,-1.2732999999999999
2018-07-26,1.1905000000000001
2018-07-27,-0.9804
2018-07-30,-1.5182
2018-07-31,4.0214
2018-08-01,3.3505
2018-08-02,0.0312
2018-08-03,1.0907
2018-08-06,0.1541
2018-08-07,0.9541
2018-08-08,-2.9573
2018-08-09,1.6965
2018-08-10,-2.1934
2018-08-13,0.6949
2018-08-14,-6.9009
2018-08-15,-4.9191
2018-08-16,7.9022
2018-08-17,4.2036
2018-08-20,-2.8364000000000003
2018-08-21,1.2326
2018-08-22,0.769
2018-08-23,-2.8617
2018-08-24,3.6661
2018-08-27,1.4841
2018-08-28,-0.4667
2018-08-29,1.9694
2018-08-30,-4.5984
2018-08-31,1.2211
2018-09-04,0.0317
2018-09-05,-0.0317
2018-09-06,-4.8571
2018-09-07,3.003
2018-09-10,2.0732
2018-09-11,-0.3808
2018-09-12,-1.9752
2018-09-13,2.0474
2018-09-14,-3.3121
2018-09-17,0.3623
2018-09-18,1.641
2018-09-19,0.9364
2018-09-20,-0.6398
2018-09-21,3.2518000000000002
2018-09-24,-0.2183
2018-09-25,-15.6563
2018-09-26,10.0408
2018-09-27,0.5051
2018-09-28,-2.2781000000000002
2018-10-01,-1.8512
2018-10-02,0.1397
2018-10-03,0.6627
2018-10-04,-6.5142
2018-10-05,-5.9303
2018-10-08,3.1915
2018-10-09,-4.2001
2018-10-10,-3.0291
2018-10-11,0.4521
2018-10-12,7.7332
2018-10-15,0.7976
2018-10-16,5.991
2018-10-17,0.9243
2018-10-18,-0.9863
2018-10-19,-1.0317
2018-10-22,-1.33
2018-10-23,-1.5301
2018-10-24,-5.6604
2018-10-25,9.8431
2018-10-26,3.0703
2018-10-29,-7.5165
2018-10-30,-0.1873
2018-10-31,5.1032
2018-11-01,3.1417
2018-11-02,7.1651
2018-11-05,-4.2959
2018-11-06,0.9112
2018-11-07,1.1706
2018-11-08,3.6033
2018-11-09,-6.3497
2018-11-12,-6.3032
2018-11-13,3.4182
2018-11-14,-6.6807
2018-11-15,3.4288
2018-11-16,4.5902
2018-11-19,-5.1898
2018-11-20,0.0
2018-11-21,4.1881
2018-11-23,0.4937
2018-11-26,2.7368
2018-11-27,-3.4836
2018-11-28,3.4678
2018-11-29,-1.1628
2018-11-30,2.1799
2018-12-03,-0.8466
2018-12-04,-6.3866
2018-12-06,1.6417000000000002
2018-12-07,-2.2254
2018-12-10,1.2482
2018-12-11,-1.8129
2018-12-12,3.9882
2018-12-13,-0.2131
2018-12-14,0.0712
2018-12-17,-1.2447
2018-12-18,2.6287000000000003
2018-12-19,-10.7719
2018-12-20,-1.2977
2018-12-21,-2.3506
2018-12-24,-1.6320000000000001
2018-12-26,12.4015
2018-12-27,-3.2841
2018-12-28,3.1286
2018-12-31,-0.5549
2019-01-02,1.3393
2019-01-03,-9.1043
2019-01-04,7.5929
2019-01-07,6.2312
2019-01-08,2.3322
2019-01-09,0.2417
2019-01-10,0.9301
2019-01-11,-0.9898
2019-01-14,-3.3437
2019-01-15,3.816
2019-01-16,0.9962
2019-01-17,1.7347000000000001
2019-01-18,0.4012
2019-01-22,-0.1998
2019-01-23,-3.9706
2019-01-24,-1.1466
2019-01-25,-1.5466
2019-01-28,-6.9261
2019-01-29,0.3452
2019-01-30,1.2232
2019-01-31,0.4532
2019-02-01,1.5413999999999999
2019-02-04,3.0359
2019-02-05,0.4312
2019-02-06,2.0394
2019-02-07,-3.5414
2019-02-08,3.0534
2019-02-11,2.4691
2019-02-12,2.2719
2019-02-13,0.2356
2019-02-14,-0.2351
2019-02-15,1.1107
2019-02-19,-1.9973
2019-02-20,-0.2038
2019-02-21,-6.3989
2019-02-22,0.0727
2019-02-25,6.468
2019-02-26,1.2628
2019-02-27,-1.1459
2019-02-28,-2.2162
2019-03-01,2.2315
2019-03-04,-2.899
2019-03-05,0.562
2019-03-06,-9.5355
2019-03-07,6.4093
2019-03-08,1.3062
2019-03-11,4.4771
2019-03-12,1.097
2019-03-13,1.1529
2019-03-14,-1.3074
2019-03-15,1.9701
2019-03-18,0.8328
2019-03-19,0.3304
2019-03-20,-0.3622
2019-03-21,1.2888
2019-03-22,-2.3165
2019-03-25,1.336
2019-03-26,4.3507
2019-03-27,-5.1485
2019-03-28,-0.5994
2019-03-29,-8.1742
2019-04-01,1.3134000000000001
2019-04-02,1.4043999999999999
2019-04-03,0.6037
2019-04-04,-2.7533
2019-04-05,1.5971
2019-04-08,0.1786
2019-04-09,-2.9600999999999997
2019-04-10,0.6248
2019-04-11,-3.141
2019-04-12,-2.1116
2019-04-15,-0.8475
2019-04-16,2.8361
2019-04-17,-4.0045
2019-04-18,3.2664
2019-04-22,-2.096
2019-04-23,1.051
2019-04-24,-2.9661
2019-04-25,1.2306
2019-04-26,1.6471
2019-04-29,-0.2701
2019-04-30,-2.205
2019-05-01,-0.9889
2019-05-02,3.1562
2019-05-03,-0.9682
2019-05-06,0.3129
2019-05-07,-2.846
2019-05-08,2.5281000000000002
2019-05-09,-0.9393
2019-05-10,3.2003
2019-05-13,-3.1011
2019-05-14,1.4619
2019-05-15,2.609
2019-05-16,1.3283
2019-05-17,0.5993
2019-05-20,-0.5585
2019-05-21,3.9686
2019-05-22,2.5567
2019-05-23,-6.9171
2019-05-24,-1.9238
2019-05-28,-3.2308
2019-05-29,0.2782
2019-05-30,0.7531
2019-05-31,-0.9048
2019-06-03,1.0322
2019-06-04,0.668
2019-06-05,-2.2248
2019-06-06,-3.9520999999999997
2019-06-07,1.995
2019-06-10,0.3667
2019-06-11,-8.2014
2019-06-12,0.8846
2019-06-13,3.9455999999999998
2019-06-14,-5.736
2019-06-17,2.1477
2019-06-18,-1.0074
2019-06-19,1.4602
2019-06-20,-1.4392
2019-06-21,-2.5664
2019-06-24,-4.1326
2019-06-25,1.3738000000000001
2019-06-26,0.6075
2019-06-27,0.7431
2019-06-28,1.4292
2019-07-01,-0.5909
2019-07-02,-2.0576
2019-07-03,-0.747
2019-07-05,-0.7526
2019-07-08,3.6493
2019-07-09,-0.3201
2019-07-10,-0.2294
2019-07-11,-5.0115
2019-07-12,2.5169
2019-07-15,-3.4939
2019-07-16,3.6693
2019-07-17,-1.6045
2019-07-18,1.295
2019-07-19,1.2784
2019-07-22,-2.805
2019-07-23,-1.443
2019-07-24,1.1225
2019-07-25,-3.2819
2019-07-26,-0.2495
2019-07-29,-0.5003
2019-07-30,-4.2232
2019-07-31,1.0499
2019-08-01,0.0
2019-08-02,0.8831
2019-08-05,-4.1195
2019-08-06,2.0408
2019-08-07,14.9474
2019-08-08,0.87
2019-08-09,-3.1775
2019-08-12,-11.8143
2019-08-13,6.0074
2019-08-14,0.3009
2019-08-15,-0.6
2019-08-16,3.6217
2019-08-19,2.4272
2019-08-20,1.8009
2019-08-21,1.0242
2019-08-22,-0.6912
2019-08-23,0.0928
2019-08-26,-0.7418
2019-08-27,1.6815
2019-08-28,2.5723000000000003
2019-08-29,1.1196
2019-08-30,-0.2657
2019-09-03,-0.1332
2019-09-04,-2.5789
2019-09-05,-4.1534
2019-09-06,-2.3333
2019-09-09,4.5344
2019-09-10,-0.7463
2019-09-11,8.1767
2019-09-12,-0.3475
2019-09-13,3.9669
2019-09-16,2.1384
2019-09-17,-0.5747
2019-09-18,-0.3716
2019-09-19,-1.2018
2019-09-20,2.8104
2019-09-23,-2.1216
2019-09-24,-0.8337
2019-09-25,1.4292
2019-09-26,-8.5371
2019-09-27,-3.9873
2019-09-30,1.8877000000000002
2019-10-01,0.6021
2019-10-02,0.046
2019-10-03,-3.8656
2019-10-04,-3.5183999999999997
2019-10-07,0.8683
2019-10-08,-3.9351000000000003
2019-10-09,0.4608
2019-10-10,5.4027
2019-10-11,0.9188
2019-10-14,-2.2041
2019-10-15,2.3518
2019-10-16,-2.2499000000000002
2019-10-17,2.7914
2019-10-18,1.8818000000000001
2019-10-21,10.1707
2019-10-22,0.1698
2019-10-23,-1.8643999999999998
2019-10-24,-7.7288
2019-10-25,1.357
2019-10-28,-0.7387
2019-10-29,-0.7442
2019-10-30,0.0
2019-10-31,-0.0937
2019-11-01,1.7824
2019-11-04,-1.1521
2019-11-05,0.1865
2019-11-06,-2.0475
2019-11-07,1.6152
2019-11-08,0.5143
2019-11-11,0.5116
2019-11-12,-1.5733000000000001
2019-11-13,-0.7992
2019-11-14,2.0379
2019-11-15,1.4399
2019-11-18,0.1832
2019-11-19,1.5082
2019-11-20,0.0
2019-11-21,-4.9977
2019-11-22,4.1706
2019-11-25,6.2557
2019-11-26,-0.3639
2019-11-27,-1.8479
2019-11-29,-1.7075
2019-12-02,-1.9599
2019-12-03,1.7719
2019-12-04,0.5357
2019-12-05,5.9947
2019-12-06,2.2622999999999998
2019-12-09,1.8025
2019-12-10,2.5956
2019-12-11,-2.8829000000000002
2019-12-12,0.6058
2019-12-13,-5.2188
2019-12-16,0.593
2019-12-17,-0.3368
2019-12-18,-2.1546
2019-12-19,0.8204
2019-12-20,0.0
2019-12-23,2.7409
2019-12-24,2.2509
2019-12-26,-8.2348
2019-12-27,2.088
2019-12-30,-0.0435
2019-12-31,-0.0435
2020-01-02,-0.2613
2020-01-03,-2.9694000000000003
2020-01-06,0.5401
2020-01-07,-4.1182
2020-01-08,0.3735
2020-01-09,1.7673999999999999
2020-01-10,-5.0731
2020-01-13,1.2518
2020-01-14,1.1412
2020-01-15,-2.8679
2020-01-16,-0.5324
2020-01-17,-4.1363
2020-01-21,-2.2335
2020-01-22,-3.3489
2020-01-23,-1.2624
2020-01-24,-2.2307
2020-01-27,-2.3372
2020-01-28,3.9886
2020-01-29,-2.3014
2020-01-30,-0.6169
2020-01-31,-1.0158
2020-02-03,-0.8552
2020-02-04,0.9201
2020-02-05,2.1083
2020-02-06,1.0045
2020-02-07,-0.5525
2020-02-10,-0.9444
2020-02-11,0.2243
2020-02-12,-0.5596
2020-02-13,-0.5627
2020-02-14,1.1319
2020-02-18,1.399
2020-02-19,1.2141
2020-02-20,1.1996
2020-02-21,-1.5086
2020-02-24,-1.9146999999999998
2020-02-25,5.4657
2020-02-26,1.0576
2020-02-27,-4.9974
2020-02-28,5.095
2020-03-02,7.0231
2020-03-03,-3.7708
2020-03-04,0.2036
2020-03-05,-2.8949
2020-03-06,-5.5962
2020-03-09,-7.4238
2020-03-10,-2.2142
2020-03-11,-8.2007
2020-03-12,-3.2667
2020-03-13,-2.6878
2020-03-16,-6.7989
2020-03-17,14.5137
2020-03-18,-4.645
2020-03-19,2.0181
2020-03-20,-3.6153
2020-03-23,-1.0616
2020-03-24,2.7897
2020-03-25,1.5310000000000001
2020-03-26,-0.2742
2020-03-27,-3.5052
2020-03-30,3.2763999999999998
2020-03-31,4.9655000000000005
2020-04-01,-2.2996
2020-04-02,1.1432
2020-04-03,-4.1888
2020-04-06,7.356
2020-04-07,1.616
2020-04-08,-2.6081
2020-04-09,9.993500000000001
2020-04-13,-5.3444
2020-04-14,5.9597999999999995
2020-04-15,-0.4144
2020-04-16,4.0428
2020-04-17,5.5429
2020-04-20,0.379
2020-04-21,-1.1327
2020-04-22,1.3093
2020-04-23,2.4233000000000002
2020-04-24,2.8391
2020-04-27,0.818
2020-04-28,1.0142
2020-04-29,-0.8032
2020-04-30,-4.6559
2020-05-01,-4.6709
2020-05-04,5.902
2020-05-05,1.1041
2020-05-06,1.6120999999999999
2020-05-07,0.1024
2020-05-08,-0.1534
2020-05-11,4.4547
2020-05-12,-6.1765
2020-05-13,-3.1348
2020-05-14,-1.2945
2020-05-15,1.1475
2020-05-18,6.9692
2020-05-19,-2.3737
2020-05-20,3.2592
2020-05-21,1.1522999999999999
2020-05-22,-0.3467
2020-05-26,0.0
2020-05-27,0.1491
2020-05-28,-1.5385
2020-05-29,-2.2681
2020-06-01,2.1145
2020-06-02,2.3232
2020-06-03,-1.7275
2020-06-04,-4.8719
2020-06-05,7.5502
2020-06-08,1.8655
2020-06-09,0.7711
2020-06-10,1.8173
2020-06-11,-11.2729
2020-06-12,6.0614
2020-06-15,2.4208
2020-06-16,1.5107
2020-06-17,2.5924
2020-06-18,2.1993
2020-06-19,2.152
2020-06-22,6.6338
2020-06-23,2.9424
2020-06-24,3.5116
2020-06-25,-1.3018
2020-06-26,-8.0735
2020-06-29,-5.2609
2020-06-30,2.3405
2020-07-01,-2.4664
2020-07-02,1.1494
2020-07-06,-1.3636
2020-07-07,0.0
2020-07-08,1.3825
2020-07-09,-0.4545
2020-07-10,-4.0639
2020-07-13,-1.0947
2020-07-14,3.8499
2020-07-15,3.9388
2020-07-16,-2.0954
2020-07-17,2.5956
2020-07-20,1.3316
2020-07-21,-3.1099
2020-07-22,-1.5371000000000001
2020-07-23,-2.2957
2020-07-24,-1.5977000000000001
2020-07-27,2.1012
2020-07-28,-0.1871
2020-07-29,-3.2802
2020-07-30,-3.5368
2020-07-31,-3.4656000000000002
