ticker,PNTG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-10-02,10.4042
2019-10-03,-7.8631
2019-10-04,4.2345
2019-10-07,11.3125
2019-10-08,4.6042
2019-10-09,10.6817
2019-10-10,-3.4918
2019-10-11,-4.6734
2019-10-14,-4.1645
2019-10-15,1.2101
2019-10-16,0.4348
2019-10-17,-1.1364
2019-10-18,-0.3284
2019-10-21,1.0983
2019-10-22,-1.9555
2019-10-23,7.9224
2019-10-24,-1.54
2019-10-25,-5.1616
2019-10-28,-0.5498
2019-10-29,4.6987
2019-10-30,-1.4256
2019-10-31,-3.6422
2019-11-01,11.562
2019-11-04,0.0498
2019-11-05,-0.0996
2019-11-06,-1.6949
2019-11-07,-2.6875999999999998
2019-11-08,-2.7096999999999998
2019-11-11,-2.5174
2019-11-12,-2.6374
2019-11-13,-8.1264
2019-11-14,13.8821
2019-11-15,5.0162
2019-11-18,10.7345
2019-11-19,7.0501
2019-11-20,7.1057
2019-11-21,-1.254
2019-11-22,-6.0221
2019-11-25,6.626
2019-11-26,-7.1545
2019-11-27,0.2202
2019-11-29,2.8998
2019-12-02,-1.4944
2019-12-03,6.5453
2019-12-04,1.7086999999999999
2019-12-05,0.0
2019-12-06,4.76
2019-12-09,0.9164
2019-12-10,6.4699
2019-12-11,3.9801
2019-12-12,4.7676
2019-12-13,-4.0613
2019-12-16,1.4281
2019-12-17,4.1569
2019-12-18,3.5404
2019-12-19,2.9531
2019-12-20,5.4348
2019-12-23,-1.2314
2019-12-24,0.2899
2019-12-26,0.5493
2019-12-27,-7.4756
2019-12-30,-1.5227
2019-12-31,4.3547
2020-01-02,-2.7517
2020-01-03,0.482
2020-01-06,-1.0057
2020-01-07,-0.2501
2020-01-08,-1.2222
2020-01-09,-4.0609
2020-01-10,-2.0503
2020-01-13,-4.3214
2020-01-14,-4.9047
2020-01-15,1.8553
2020-01-16,-0.4007
2020-01-17,-0.7681
2020-01-21,-0.0737
2020-01-22,0.8115
2020-01-23,6.0373
2020-01-24,-6.9358
2020-01-27,-0.0371
2020-01-28,-1.0386
2020-01-29,-4.9475
2020-01-30,4.929
2020-01-31,-0.7892
2020-02-03,-0.7576
2020-02-04,7.6336
2020-02-05,-0.3191
2020-02-06,-1.3518
2020-02-07,0.8655
2020-02-10,9.0454
2020-02-11,1.9344000000000001
2020-02-12,4.5031
2020-02-13,-0.5848
2020-02-14,-4.9845
2020-02-18,-0.0978
2020-02-19,2.7071
2020-02-20,0.9527
2020-02-21,0.3146
2020-02-24,-0.439
2020-02-25,-2.8031
2020-02-26,2.1711
2020-02-27,-0.3806
2020-02-28,-13.4989
2020-03-02,-0.9753
2020-03-03,-0.9478
2020-03-04,5.0657
2020-03-05,-8.0
2020-03-06,7.0264
2020-03-09,-16.5397
2020-03-10,-5.6497
2020-03-11,-16.0755
2020-03-12,-16.7398
2020-03-13,1.5162
2020-03-16,-18.1818
2020-03-17,7.1429
2020-03-18,-24.963
2020-03-19,25.1728
2020-03-20,6.388
2020-03-23,6.1527
2020-03-24,10.7542
2020-03-25,-7.1879
2020-03-26,12.4321
2020-03-27,-8.8218
2020-03-30,2.7833
2020-03-31,-8.7041
2020-04-01,-1.9068
2020-04-02,2.6638
2020-04-03,5.1893
2020-04-06,9.6667
2020-04-07,-1.3374
2020-04-08,6.716
2020-04-09,10.1039
2020-04-13,-9.2554
2020-04-14,1.1268
2020-04-15,-5.7714
2020-04-16,5.094
2020-04-17,10.3289
2020-04-20,-8.5251
2020-04-21,-4.6884
2020-04-22,2.2795
2020-04-23,-0.6452
2020-04-24,1.2397
2020-04-27,0.3499
2020-04-28,6.1592
2020-04-29,10.509
2020-04-30,-1.9811999999999999
2020-05-01,-4.7499
2020-05-04,-2.3872999999999998
2020-05-05,-4.2935
2020-05-06,-6.3032
2020-05-07,0.1818
2020-05-08,15.487
2020-05-11,-8.538499999999999
2020-05-12,-2.8637
2020-05-13,2.6532999999999998
2020-05-14,12.1195
2020-05-15,10.6557
2020-05-18,18.7037
2020-05-19,-9.0484
2020-05-20,3.1304
2020-05-21,-0.8732
2020-05-22,4.4044
2020-05-26,5.3033
2020-05-27,5.1507
2020-05-28,-8.2366
2020-05-29,0.7908
2020-06-01,-6.0416
2020-06-02,1.2109
2020-06-03,8.9109
2020-06-04,1.0606
2020-06-05,0.7496
2020-06-08,3.7202
2020-06-09,1.2912
2020-06-10,-7.6841
2020-06-11,-12.8308
2020-06-12,8.6029
2020-06-15,-0.6078
2020-06-16,0.2854
2020-06-17,-1.748
2020-06-18,1.9859
2020-06-19,-4.3408
2020-06-22,1.0178
2020-06-23,-5.0798
2020-06-24,-10.7917
2020-06-25,5.7511
2020-06-26,-2.2504
2020-06-29,7.2902000000000005
2020-06-30,1.0282
2020-07-01,1.1947
2020-07-02,0.0437
2020-07-06,-0.1748
2020-07-07,-6.2172
2020-07-08,1.8207
2020-07-09,1.1921
2020-07-10,-1.9483000000000001
2020-07-13,-4.7597000000000005
2020-07-14,3.0568
2020-07-15,4.4727
2020-07-16,-3.3799
2020-07-17,-6.2966
2020-07-20,3.0362999999999998
2020-07-21,8.6957
2020-07-22,-2.0444
2020-07-23,-0.3176
2020-07-24,0.0
2020-07-27,4.3696
2020-07-28,-0.3053
2020-07-29,5.5993
2020-07-30,3.2312
2020-07-31,0.5618
