ticker,OHAQ US Equity
2007-09-18,0.0
2007-09-24,0.1295
2007-10-10,0.2587
2007-10-11,-0.0016
2007-10-12,0.0016
2007-10-15,0.129
2007-10-18,0.0
2007-10-22,0.5155
2007-10-23,0.2564
2007-10-24,0.0
2007-10-26,0.2558
2007-10-29,0.0
2007-10-31,0.3827
2007-11-08,0.0
2007-11-14,-0.6353
2007-11-15,-0.1279
2007-11-16,0.5122
2007-11-19,0.2548
2007-11-20,-0.2541
2007-11-26,0.0
2007-11-27,-0.1274
2007-11-29,0.0
2007-12-04,-0.3827
2007-12-05,0.128
2007-12-06,0.0
2007-12-07,-0.2558
2007-12-10,0.641
2007-12-11,0.2548
2007-12-12,-0.2541
2007-12-13,0.3822
2007-12-18,0.0
2007-12-20,0.0
2007-12-21,0.2538
2007-12-28,0.0
2008-01-02,0.0
2008-01-08,0.0
2008-01-11,0.0
2008-01-14,0.1266
2008-01-16,-0.1264
2008-01-17,-0.2532
2008-01-22,0.1269
2008-01-23,0.0
2008-01-24,0.2535
2008-01-25,-0.1264
2008-01-28,0.0
2008-01-29,0.0
2008-01-31,0.2532
2008-02-01,0.0
2008-02-05,0.0
2008-02-15,0.1263
2008-02-22,-0.3783
2008-02-26,-0.6329
2008-02-27,-2.5478
2008-02-29,-0.915
2008-03-04,2.2427
2008-03-05,1.9355
2008-03-10,0.0
2008-03-11,0.0
2008-03-12,0.0
2008-03-13,-0.1266
2008-03-14,0.1267
2008-03-18,0.2532
2008-03-19,0.1263
2008-03-26,-0.1261
2008-03-27,-0.1263
2008-03-28,0.0
2008-03-31,0.0
2008-04-01,0.0
2008-04-02,0.5057
2008-04-03,-0.0629
2008-04-04,-0.4405
2008-04-07,0.0
2008-04-08,-0.1264
2008-04-09,0.0
2008-04-10,0.1266
2008-04-14,0.1264
2008-04-15,0.1263
2008-04-16,0.0
2008-04-17,0.1261
2008-04-18,0.1259
2008-04-21,0.0
2008-04-22,0.0
2008-04-23,0.0
2008-04-24,0.0
2008-04-25,0.0
2008-04-29,0.5031
2008-05-05,-0.3755
2008-05-06,0.0628
2008-05-13,1.0672
2008-05-14,12.2981
2008-05-15,-98.0
2008-05-21,525.0
2008-05-22,-20.0
2008-05-23,0.0
2008-05-29,-50.0
2008-06-03,0.0
2008-06-04,-80.0
2008-06-06,200.0
2008-06-19,-83.3333
2008-06-23,0.0
2008-07-07,300.0
2008-07-16,-50.0
2008-07-30,0.0
2008-07-31,-50.0
2008-09-24,-90.0
2008-10-09,0.0
2008-12-03,62.5
2008-12-04,-23.0769
2008-12-08,-80.0
2008-12-10,50.0
2009-02-06,0.0
2009-03-24,-33.3333
2009-04-21,0.0
2009-04-27,0.0
2009-06-25,0.0
2009-09-25,50.0
2009-12-03,3433.3333
2010-03-04,0.0
2010-03-18,50.9434
2010-03-22,0.0
2010-03-23,0.0
2010-03-24,-10.0
2010-03-25,0.0
2010-03-26,-44.4444
2010-03-30,0.0
2010-04-15,-20.0
2010-04-22,0.0
2010-04-28,0.0
2010-05-28,0.0
2010-07-16,75.0
2010-07-27,0.0
2010-07-28,-57.1429
2010-07-30,-50.0
2010-08-11,-33.3333
2010-08-27,-81.25
2010-09-13,700.0
2010-09-29,-87.5
2010-12-21,66.6667
2011-01-10,0.0
2011-02-18,13660.0
2011-02-22,132.5581
2011-02-23,-30.0
2011-02-24,0.0
2011-02-25,-28.5714
2011-02-28,-20.0
2011-03-01,25.0
2011-03-02,-10.0
2011-03-03,0.0
2011-03-04,0.0
2011-03-07,-11.1111
2011-03-08,0.0
2011-03-09,-12.5
2011-03-10,-14.2857
2011-03-11,0.0
2011-03-16,-16.6667
2011-03-18,0.0
2011-03-21,0.0
2011-03-24,0.0
2011-03-29,20.0
2011-03-31,0.0
2011-04-13,-8.3333
2011-04-14,27.2727
2011-04-27,0.0
2011-04-29,28.5714
2011-05-02,0.0
2011-05-04,-55.5556
2011-05-09,50.0
2011-05-10,0.0
2011-05-11,0.0
2011-05-16,33.3333
2011-05-23,-50.0
2011-06-01,0.0
2011-06-03,0.0
2011-06-15,-10.0
2011-06-16,0.0
2011-06-20,-44.4444
2011-06-30,80.0
2011-07-01,11.1111
2011-07-05,20.0
2011-07-15,-33.3333
2011-07-19,18.75
2011-08-05,-15.7895
2011-08-26,0.0
2011-09-09,-31.25
2011-09-13,-9.0909
2011-09-14,-20.0
2011-09-19,-12.5
2011-09-21,-14.2857
2011-09-26,-16.6667
2011-09-29,0.0
2011-10-07,0.0
2011-10-11,-20.0
2011-10-13,-25.0
2011-10-18,-33.3333
2011-10-19,-25.0
2011-10-21,-12.5
2011-10-25,-23.8095
2011-12-13,0.0
2011-12-16,0.0
2011-12-23,0.0
2011-12-27,-18.75
2012-01-09,0.0
2012-02-24,-23.0769
2012-02-28,220.0
2012-07-17,343.75
2013-01-15,-32.3944
2013-01-25,0.0
2013-01-29,0.0
2013-02-06,0.0
2013-04-29,-16.6667
2013-05-01,-20.0
2013-05-24,0.0
2013-06-06,0.0
2013-08-12,0.0
2013-10-02,0.0
2013-10-21,0.0
2014-01-02,75.0
2014-01-10,42.8571
2014-01-15,-40.0
2014-02-05,16.6667
2014-03-05,-14.2857
2014-08-04,33.3333
2014-08-12,25.0
2014-08-25,-20.0
2014-09-08,25.0
2014-09-29,0.0
2014-09-30,0.0
2014-10-17,100.0
2014-11-19,0.0
2014-11-28,-45.0
2014-12-30,3.4091
2015-01-20,-0.5495
2015-02-17,0.0
2015-04-06,76.7956
2015-05-05,-43.4375
2015-05-27,0.0
2015-08-11,6.0773
2015-09-24,25.0
2015-09-25,0.0
2015-10-13,-6.6667
2015-10-16,7.1429
2015-12-03,-6.6667
2016-01-11,7.1429
2016-01-15,26.6667
2016-01-21,-21.0526
2016-02-23,0.0
2016-03-18,-6.6667
2016-04-11,-14.2857
2016-04-12,-25.0
2016-04-18,-11.1111
2016-06-22,-50.0
2016-06-24,12.5
2016-06-29,0.0
2016-11-16,-33.3333
2016-11-22,0.0
2016-11-28,22.9167
2016-11-29,-18.6441
2016-12-13,16.6667
2017-05-03,-89.2857
2017-06-27,193.3333
2017-07-26,627.2727
2017-09-12,-49.8625
2017-09-13,-82.548
2017-12-19,42.8571
2018-01-09,630.0
2018-01-10,-1.3699
2018-01-12,0.0
2018-01-22,11.1111
2018-01-24,12.5
2018-01-25,11.1111
2018-01-26,-10.0
2018-01-29,-83.3333
2018-01-31,566.6667
2018-02-08,-40.0
2018-02-13,33.3333
2018-03-19,-36.25
2018-03-26,33.5294
2018-04-16,17.4743
2018-04-19,0.0
2018-04-23,-36.25
2018-05-09,0.0
2018-05-11,-21.5686
2018-05-22,-12.5
2018-05-23,-14.2857
2018-05-24,-3.3333
2018-05-25,-10.3448
2018-05-31,-23.0769
2018-06-04,0.0
2018-06-07,0.0
2018-06-13,300.0
2018-08-03,-75.0
2018-10-12,-20.0
2018-10-26,0.0
2018-11-05,137.5
2018-11-06,-47.3684
2018-11-08,0.0
2019-01-22,0.0
2019-02-11,25.0
2019-02-22,0.0
2019-03-22,-52.0
2019-05-07,150.0
2019-05-15,-3.3333
2019-05-22,-51.7241
2019-06-06,14.2857
2019-06-12,-6.25
2019-06-28,-6.6667
2019-07-03,-28.5714
2019-07-09,0.0
2019-07-10,60.0
2019-07-11,78.125
2019-07-12,-31.9298
2019-07-19,18.5567
2019-07-22,-21.7391
2019-07-23,-16.6667
2019-07-25,0.0
2019-07-26,0.0
2019-07-29,106.6667
2019-07-30,-3.2258
2019-08-01,33.3333
2019-08-02,0.0
2019-08-06,17.5
2019-08-08,-8.5106
2019-08-23,-30.2326
2019-09-09,33.3333
2019-09-16,0.0
2019-09-18,25.0
2019-09-25,-30.0
2019-10-02,-22.8571
2019-10-07,29.6296
2019-10-08,-22.8571
2019-10-14,-11.1111
2019-10-17,-16.6667
2019-10-22,0.0
2019-10-23,0.0
2019-10-28,10.0
2019-10-30,-22.7273
2019-12-02,164.7059
2019-12-03,0.0
2019-12-06,-22.2222
2019-12-27,-45.7143
2020-01-14,0.0
2020-02-11,-5.2632
2020-02-26,0.0
2020-03-31,22.2222
2020-04-03,36.3636
2020-04-07,66.6667
2020-04-16,10.0
2020-05-04,5.4545
2020-05-12,0.0
2020-05-28,3.4483
2020-06-03,-50.0
2020-06-04,0.0
2020-06-11,-10.0
2020-06-12,62.963
2020-06-15,-47.7273
2020-06-18,52.1739
2020-06-26,14.2857
2020-06-29,-15.0
2020-06-30,5.8824
2020-07-07,-11.1111
2020-07-09,-6.25
2020-07-17,-33.3333
2020-07-31,150.0
