ticker,OHAQ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-03-15,-0.3974
2006-03-16,0.0
2006-03-17,-0.266
2006-03-21,0.0
2006-03-23,0.9333
2006-03-24,0.0
2006-03-29,0.0
2006-03-30,0.3963
2006-04-03,0.2632
2006-04-10,0.3937
2006-04-11,0.0
2006-04-18,-0.0654
2006-04-21,-0.981
2006-04-25,0.3963
2006-04-28,-0.1974
2006-05-02,0.1978
2006-05-03,0.0
2006-05-09,0.0
2006-05-12,-0.3947
2006-05-22,-0.1321
2006-06-06,-0.7937
2006-06-07,-0.6667
2006-06-27,-4.0268
2006-06-30,1.3986
2006-07-12,0.2759
2006-08-04,0.1376
2006-08-08,-0.2747
2006-08-10,0.0
2006-08-24,0.8264
2006-09-07,0.4098
2006-09-08,2.7211
2006-09-18,-3.3113
2006-09-21,0.0
2006-09-29,3.4247
2006-10-05,-3.3113
2006-10-11,2.7397
2006-10-18,-2.6667
2006-11-06,1.3699
2006-11-08,-0.5405
2006-11-17,0.0
2006-11-22,0.1359
2006-11-27,0.4071
2006-11-29,0.0
2006-12-01,0.2703
2006-12-05,0.4043
2006-12-06,0.0
2006-12-18,0.6711
2006-12-29,0.4
2007-01-08,0.2656
2007-01-10,0.0
2007-01-23,0.6623
2007-01-25,0.0
2007-02-01,0.1316
2007-02-06,0.0
2007-02-07,-0.1314
2007-02-08,0.0
2007-02-14,0.2632
2007-02-26,0.0
2007-03-09,0.0
2007-03-15,0.3937
2007-03-16,-0.2614
2007-03-22,0.5242
2007-04-02,-0.3911
2007-04-11,0.1309
2007-04-13,0.0
2007-04-23,0.0
2007-04-30,0.0
2007-05-01,0.0
2007-05-02,0.0
2007-05-03,-0.2614
2007-05-04,0.2621
2007-05-14,-0.2614
2007-05-16,0.1311
2007-05-24,0.1309
2007-05-29,0.1307
2007-05-31,-0.1305
2007-06-01,0.6536
2007-06-05,0.0
2007-06-21,-0.1299
2007-06-27,0.6518
2007-06-28,0.1276
2007-06-29,0.6452
2007-07-02,-0.1282
2007-07-12,-1.2837
2007-07-13,0.13
2007-07-16,0.0
2007-07-17,0.0
2007-07-19,0.3896
2007-07-20,0.3881
2007-08-03,0.6443
2007-08-07,-1.0243
2007-08-09,-0.1294
2007-08-13,0.3886
2007-08-14,0.3871
2007-08-21,-0.6427
2007-08-22,-0.7762
2007-08-28,0.1304
2007-08-29,0.2604
2007-08-30,1.039
2007-08-31,-0.2571
2007-09-05,-0.1289
2007-09-12,-0.3871
2007-09-17,0.0
