ticker,CALM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,1.7544
2000-01-04,-5.1724
2000-01-05,0.0
2000-01-06,3.6364
2000-01-10,0.0
2000-01-11,-1.7544
2000-01-12,0.0
2000-01-13,0.0
2000-01-14,0.8929
2000-01-18,-0.885
2000-01-19,1.7856999999999998
2000-01-20,-1.7544
2000-01-24,-7.1429
2000-01-25,5.7692
2000-01-26,-7.2727
2000-01-27,0.0
2000-01-28,1.9607999999999999
2000-01-31,-1.9231
2000-02-01,5.8824
2000-02-02,1.8519
2000-02-03,6.3636
2000-02-04,-0.8547
2000-02-07,8.6207
2000-02-08,-0.3968
2000-02-09,1.992
2000-02-10,-0.7813
2000-02-11,0.7874
2000-02-14,0.0
2000-02-15,3.4375
2000-02-16,1.5152
2000-02-17,2.9851
2000-02-18,-1.4493
2000-02-22,0.0
2000-02-24,0.0
2000-02-25,-1.4706000000000001
2000-02-28,-4.4776
2000-03-01,-1.5625
2000-03-02,0.0
2000-03-03,3.1746
2000-03-06,-4.6154
2000-03-07,2.4194
2000-03-08,-2.3622
2000-03-09,3.2258
2000-03-10,2.3437
2000-03-13,-6.8702
2000-03-15,1.6393
2000-03-16,0.0
2000-03-17,3.2258
2000-03-20,-1.5625
2000-03-21,0.0
2000-03-22,-1.5873
2000-03-23,0.0
2000-03-24,0.0
2000-03-27,0.0
2000-03-28,-1.6129
2000-03-29,0.0
2000-03-30,-1.6393
2000-04-03,-1.6667
2000-04-04,3.3898
2000-04-05,3.2787
2000-04-06,-1.5873
2000-04-07,0.0
2000-04-10,0.0
2000-04-11,1.6129
2000-04-12,-1.5873
2000-04-13,0.0
2000-04-14,1.6129
2000-04-17,-4.7619
2000-04-18,1.6667
2000-04-19,0.0
2000-04-20,3.2787
2000-04-24,-3.1746
2000-04-25,0.0
2000-04-27,0.0
2000-04-28,0.0
2000-05-01,-1.6393
2000-05-04,3.3333
2000-05-05,-1.6129
2000-05-08,0.0
2000-05-09,0.0
2000-05-10,0.0
2000-05-11,-6.5574
2000-05-12,1.7544
2000-05-15,0.0
2000-05-16,0.0
2000-05-17,0.0
2000-05-19,0.0
2000-05-22,-1.7241
2000-05-23,-1.4035
2000-05-24,-3.5714
2000-05-25,-1.8519
2000-05-26,0.0
2000-05-30,0.0
2000-06-01,1.8868
2000-06-02,14.8148
2000-06-05,-6.4516
2000-06-06,5.1724
2000-06-07,3.2787
2000-06-08,-1.5873
2000-06-09,4.8387
2000-06-12,-3.0769
2000-06-13,11.1111
