ticker,KRKR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-11-11,-17.7642
2019-11-12,-16.946
2019-11-13,3.2511
2019-11-14,-0.1086
2019-11-15,8.4783
2019-11-18,-3.8076
2019-11-19,-2.6042
2019-11-20,-3.4225
2019-11-21,-3.3223
2019-11-22,0.8018
2019-11-25,-2.1591
2019-11-26,-3.0197
2019-11-27,3.4731
2019-11-29,-1.9676
2019-12-02,0.3542
2019-12-03,2.1176
2019-12-04,8.6406
2019-12-05,-3.3934
2019-12-06,-2.9638
2019-12-09,1.81
2019-12-10,-2.2222
2019-12-11,-1.0227
2019-12-12,0.9759
2019-12-13,-0.8528
2019-12-16,-7.1101
2019-12-17,0.0
2019-12-18,-0.3704
2019-12-19,0.1239
2019-12-20,-5.5891
2019-12-23,0.9412
2019-12-24,-0.3922
2019-12-26,-1.9557
2019-12-27,1.3298
2019-12-30,-3.2808
2019-12-31,0.2714
2020-01-02,1.8944999999999999
2020-01-03,-1.328
2020-01-06,0.8506
2020-01-07,13.4362
2020-01-08,-7.2941
2020-01-09,0.0
2020-01-10,1.2753999999999999
2020-01-13,-0.5701
2020-01-14,1.4493
2020-01-15,-1.8634
2020-01-16,0.1266
2020-01-17,0.2377
2020-01-21,-7.8045
2020-01-22,1.2312
2020-01-23,0.0
2020-01-24,0.0176
2020-01-27,-0.0378
2020-01-28,-1.0597
2020-01-29,-4.4262
2020-01-30,-3.4462
2020-01-31,-3.0348
2020-02-03,-1.1176
2020-02-04,-1.9578
2020-02-05,0.315
2020-02-06,-3.2967
2020-02-07,-4.2208
2020-02-10,-1.1864
2020-02-11,1.2006999999999999
2020-02-12,3.3898
2020-02-13,-0.4098
2020-02-14,0.4165
2020-02-18,-2.7917
2020-02-19,-0.8482
2020-02-20,-3.0563
2020-02-21,0.0
2020-02-24,-3.3333
2020-02-25,1.6334
2020-02-26,-2.6786
2020-02-27,-2.4385
2020-02-28,-1.6381000000000001
2020-03-02,-4.0153
2020-03-03,0.1992
2020-03-04,0.3976
2020-03-05,0.7921
2020-03-06,-0.5894
2020-03-09,-6.917
2020-03-10,6.1571
2020-03-11,-4.798
2020-03-12,-9.0355
2020-03-13,5.0808
2020-03-16,-6.8132
2020-03-17,1.8868
2020-03-18,-3.7037
2020-03-19,0.4808
2020-03-20,0.4785
2020-03-23,-0.4762
2020-03-24,-1.1962
2020-03-25,0.4843
2020-03-26,7.2289
2020-03-27,-0.8382
2020-03-30,-3.6871
2020-03-31,4.7059
2020-04-01,-0.4494
2020-04-02,-7.2235
2020-04-03,0.4866
2020-04-06,-5.569
2020-04-07,-4.6154
2020-04-08,-3.2258
2020-04-09,0.0
2020-04-13,-1.9444
2020-04-14,-0.5666
2020-04-15,-0.2849
2020-04-16,-2.2857
2020-04-17,16.0819
2020-04-20,-9.3199
2020-04-21,-0.1139
2020-04-22,0.114
2020-04-23,0.0
2020-04-24,-2.7778
2020-04-27,1.7143000000000002
2020-04-28,-5.3371
2020-04-29,5.3412
2020-04-30,3.662
2020-05-01,-4.0761
2020-05-04,-1.6997
2020-05-05,7.8126999999999995
2020-05-06,-2.4351
2020-05-07,3.5616
2020-05-08,17.7249
2020-05-11,-2.2472
2020-05-12,-2.2989
2020-05-13,-5.4753
2020-05-14,-3.9156
2020-05-18,4.9223
2020-05-19,0.9877
2020-05-20,0.7335
2020-05-21,2.1845
2020-05-22,17.5772
2020-05-26,-9.0909
2020-05-27,51.1111
2020-05-28,-13.5294
2020-05-29,-1.9558
2020-06-01,-8.7598
2020-06-02,6.9392
2020-06-03,-4.0356
2020-06-04,3.5568999999999997
2020-06-05,3.5778
2020-06-08,2.7634
2020-06-09,-0.1681
2020-06-10,0.1684
2020-06-11,-2.1849
2020-06-12,-8.7629
2020-06-15,-1.3183
2020-06-16,-3.626
2020-06-17,-7.9208
2020-06-18,-3.6559
2020-06-19,-5.8036
2020-06-22,-12.0853
2020-06-23,-2.9677
2020-06-24,6.3918
2020-06-25,-3.1332
2020-06-26,-5.3908
2020-06-29,0.0
2020-06-30,-5.1282
2020-07-01,3.003
2020-07-02,-1.7492999999999999
2020-07-06,1.2938
2020-07-07,12.1983
2020-07-08,6.5274
2020-07-09,-0.2451
2020-07-10,-13.2678
2020-07-13,4.2493
2020-07-14,-5.4348
2020-07-15,1.1494
2020-07-16,2.5568
2020-07-17,-4.4321
2020-07-20,4.9275
2020-07-21,0.2762
2020-07-22,-4.1322
2020-07-23,-1.4282
2020-07-24,1.1573
2020-07-27,-0.5764
2020-07-28,-2.9768
2020-07-29,-0.8156
2020-07-30,-3.012
2020-07-31,-0.3106
