ticker,BIOX US Equity
2018-12-21,0.0
2018-12-24,-0.0995
2018-12-26,-0.2988
2018-12-27,-0.0759
2018-12-31,0.6758
2019-01-08,-0.1986
2019-01-09,0.398
2019-01-10,-0.1982
2019-01-14,-0.1986
2019-01-15,0.0816
2019-01-22,0.1173
2019-01-24,0.0
2019-01-25,0.0
2019-01-28,0.0
2019-01-31,0.1986
2019-02-06,-0.0476
2019-02-07,-0.0516
2019-02-08,0.0
2019-02-14,-0.5942
2019-02-19,-8.5837
2019-02-20,-2.2926
2019-02-21,-20.5587
2019-02-22,-18.4248
2019-02-25,-8.2759
2019-02-26,15.413499999999999
2019-02-27,-7.9805
2019-02-28,-0.708
2019-03-01,-5.5258
2019-03-04,14.5283
2019-03-05,1.4827
2019-03-06,14.4481
2019-03-07,9.9291
2019-03-08,-0.8774
2019-03-11,0.2343
2019-03-12,16.8831
2019-03-13,4.7778
2019-03-14,-43.2662
2019-03-15,-8.411200000000001
2019-03-18,-0.4082
2019-03-19,5.5328
2019-03-20,0.9709
2019-03-21,4.8077
2019-03-22,-6.1468
2019-03-25,-2.2483
2019-03-26,0.8
2019-03-27,13.0952
2019-03-28,-10.8772
2019-03-29,2.7559
2019-04-01,-0.9579
2019-04-02,-3.2882
2019-04-03,-3.0
2019-04-04,1.0309
2019-04-05,-7.551
2019-04-08,10.3753
2019-04-09,-4.7
2019-04-10,0.7345
2019-04-11,-3.125
2019-04-12,-2.5806
2019-04-15,7.5055
2019-04-16,-1.4374
2019-04-17,1.3542
2019-04-18,-1.3361
2019-04-22,0.0
2019-04-23,2.0833
2019-04-24,-6.9388
2019-04-25,-1.3158
2019-04-26,-3.3333
2019-04-29,2.2989
2019-04-30,1.5753
2019-05-01,0.6615
2019-05-02,0.5978
2019-05-03,1.3719999999999999
2019-05-06,-0.4957
2019-05-07,0.7147
2019-05-08,3.2258
2019-05-09,-4.7917
2019-05-10,0.8753
2019-05-13,-0.8677
2019-05-14,-7.9869
2019-05-15,2.0214
2019-05-16,3.0303
2019-05-17,-7.2398
2019-05-20,1.3707
2019-05-21,4.1817
2019-05-22,1.6166
2019-05-23,-4.3182
2019-05-24,13.6461
2019-05-28,4.0861
2019-05-29,-6.0241
2019-05-30,-4.4872
2019-05-31,-7.1588
2019-06-03,-1.2048
2019-06-04,1.2195
2019-06-05,-0.9639
2019-06-06,0.9732
2019-06-07,3.6145
2019-06-10,0.0
2019-06-11,-3.0233
2019-06-12,2.6379
2019-06-13,8.6449
2019-06-14,5.0538
2019-06-17,3.5824
2019-06-18,-1.1858
2019-06-19,2.0
2019-06-20,-1.9607999999999999
2019-06-21,3.4939999999999998
2019-06-24,3.1944
2019-06-25,-2.2472
2019-06-26,1.5326
2019-06-27,1.5283
2019-06-28,-1.5053
2019-07-01,-0.9434
2019-07-02,0.9524
2019-07-03,3.2075
2019-07-05,-1.2797
2019-07-08,-1.4611
2019-07-10,3.0802
2019-07-11,1.3674
2019-07-12,1.9784000000000002
2019-07-15,4.0564
2019-07-16,1.5253999999999999
2019-07-17,1.0017
2019-07-18,0.3306
2019-07-19,3.4596
2019-07-22,-1.4331
2019-07-23,-0.8078
2019-07-24,0.9772
2019-07-25,2.4194
2019-07-26,-4.5669
2019-07-29,3.6304
2019-07-30,-4.2994
2019-07-31,0.3328
2019-08-01,-0.1658
2019-08-02,1.8272
2019-08-05,-3.4258
2019-08-06,2.1959
2019-08-07,0.6628
2019-08-08,10.0146
2019-08-09,7.4627
2019-08-12,-14.3056
2019-08-13,5.3485
2019-08-14,-4.9231
2019-08-15,-0.3236
2019-08-16,5.6818
2019-08-19,0.6144
2019-08-20,-4.5802
2019-08-21,4.8
2019-08-22,-2.9008000000000003
2019-08-23,-5.8176
2019-08-26,1.3523
2019-08-27,-6.6052
2019-08-28,0.0
2019-08-29,0.3527
2019-08-30,2.2847
2019-09-03,3.0928
2019-09-04,4.6667
2019-09-05,-1.2739
2019-09-06,4.8387
2019-09-09,0.3077
2019-09-10,2.3006
2019-09-11,5.3972999999999995
2019-09-12,-3.2717
2019-09-13,-0.1471
2019-09-16,0.1473
2019-09-17,0.0
2019-09-18,-7.3529
2019-09-19,1.5873
2019-09-20,2.1875
2019-09-23,-0.1529
2019-09-24,-4.2879
2019-09-26,0.8
2019-09-27,1.5873
2019-09-30,0.7813
2019-10-01,-0.7752
2019-10-02,-6.2344
2019-10-03,1.6497000000000002
2019-10-04,2.2951
2019-10-07,3.351
2019-10-08,-3.7509
2019-10-09,4.556
2019-10-10,-1.3867
2019-10-11,-0.7813
2019-10-14,5.4472
2019-10-15,-1.2829
2019-10-16,-3.9334
2019-10-17,0.4724
2019-10-18,-1.0157
2019-10-21,1.1053
2019-10-22,-2.4464
2019-10-23,-4.476
2019-10-24,0.6723
2019-10-25,-4.8414
2019-10-28,-2.807
2019-10-29,-1.1679
2019-10-30,4.1404
2019-10-31,8.383
2019-11-01,0.1618
2019-11-04,-0.483
2019-11-06,-2.599
2019-11-07,-4.1667
2019-11-08,1.2174
2019-11-11,-0.1718
2019-11-12,-5.327
2019-11-13,2.6907
2019-11-14,-1.2127
2019-11-15,3.5842
2019-11-18,-0.346
2019-11-19,-0.7205
2019-11-20,-1.7854
2019-11-21,2.9129
2019-11-22,1.2111
2019-11-25,1.8803
2019-11-26,-6.0268
2019-11-27,3.5566
2019-11-29,-1.2069
2019-12-02,-5.0611
2019-12-03,2.7574
2019-12-04,-2.1467
2019-12-05,0.0
2019-12-06,-0.9141
2019-12-09,1.476
2019-12-10,0.3636
2019-12-11,-2.7174
2019-12-12,-0.9311
2019-12-13,0.5639
2019-12-16,2.4579
2019-12-17,-2.3078
2019-12-18,1.5873
2019-12-19,0.0
2019-12-20,-4.6875
2019-12-23,1.5815000000000001
2019-12-24,2.3201
2019-12-26,-0.9129
2019-12-27,-3.7434
2019-12-31,-1.7723
2020-01-03,4.9713
2020-01-06,-0.1151
2020-01-07,-2.6238
2020-01-08,-0.679
2020-01-09,3.5156
2020-01-10,0.0
2020-01-14,-1.1320999999999999
2020-01-15,-2.0038
2020-01-16,3.2132
2020-01-17,0.0
2020-01-21,-3.7736
2020-01-22,2.1569
2020-01-23,-0.1919
2020-01-27,-1.9231
2020-01-29,1.9607999999999999
2020-01-30,-0.3846
2020-02-03,-1.8919000000000001
2020-02-04,-2.5974
2020-02-05,1.0101
2020-02-06,1.202
2020-02-07,1.4308
2020-02-10,-0.4384
2020-02-11,0.7828
2020-02-12,3.8834999999999997
2020-02-13,2.6168
2020-02-14,5.6466
2020-02-18,5.5172
2020-02-19,-5.2288
2020-02-20,0.7931
2020-02-21,0.9237
2020-02-24,-4.4797
2020-02-25,-6.5174
2020-02-26,4.2062
2020-02-27,3.0965
2020-03-03,4.4117
2020-03-05,-8.2864
2020-03-06,-7.7472
2020-03-09,-5.8019
2020-03-10,17.1975
2020-03-11,-5.7971
2020-03-12,-14.0519
2020-03-13,0.6891
2020-03-16,6.4421
2020-03-17,1.6701000000000001
2020-03-18,-5.5441
2020-03-19,5.4348
2020-03-20,-2.6804
2020-03-23,0.4237
2020-03-24,-0.211
2020-03-25,2.537
2020-03-26,-4.1237
2020-03-27,6.9892
2020-03-30,-0.5025
2020-03-31,-1.0101
2020-04-01,-5.5102
2020-04-02,2.3758
2020-04-03,2.6203
2020-04-06,0.736
2020-04-13,-4.0816
2020-04-14,-0.6383
2020-04-16,2.7837
2020-04-17,-1.25
2020-04-20,-1.8987
2020-04-21,-1.0753
2020-04-22,1.5217
2020-04-23,1.1306
2020-04-24,2.5155
2020-04-27,2.2389
2020-04-28,-1.0101
2020-04-29,17.3469
2020-04-30,11.6522
2020-05-01,-12.5452
2020-05-04,-2.0411
2020-05-05,-3.2727
2020-05-06,-4.1353
2020-05-07,-0.9804
2020-05-08,15.8416
2020-05-11,4.0171
2020-05-12,-6.447
2020-05-14,4.7482
2020-05-15,0.1174
2020-05-18,5.3601
2020-05-19,-3.1797
2020-05-20,-1.7668
2020-05-21,-2.8818
2020-05-22,1.5232
2020-05-26,0.0254
2020-05-27,0.8475
2020-05-28,9.2437
2020-05-29,2.9231
2020-06-01,2.2422
2020-06-02,-2.193
2020-06-03,-2.8401
2020-06-04,-7.6923
2020-06-05,3.39
2020-06-08,1.8796
2020-06-09,-2.8481
2020-06-10,-0.3257
2020-06-11,-4.5752
2020-06-12,2.1233
2020-06-15,-0.4024
2020-06-16,-2.1886
2020-06-17,-0.6885
2020-06-18,2.9463
2020-06-19,5.0505
2020-06-22,-0.4808
2020-06-23,4.3478
2020-06-24,-1.929
2020-06-25,9.9921
2020-06-26,-3.8627000000000002
2020-06-29,-7.8854
2020-06-30,-2.1017
2020-07-01,3.8779
2020-07-02,-4.2891
2020-07-06,5.3942
2020-07-07,-3.3071
2020-07-08,0.2443
2020-07-09,-2.1933
2020-07-10,-0.3322
2020-07-13,-0.25
2020-07-14,-1.0844
2020-07-15,-3.5489
2020-07-16,1.2539
2020-07-17,-3.7464
2020-07-20,1.5274
2020-07-21,5.8407
2020-07-22,-0.6689
2020-07-23,-1.3468
2020-07-24,-4.0102
2020-07-27,2.0444
2020-07-28,-12.5436
2020-07-29,-1.3944
2020-07-30,1.8182
2020-07-31,7.5397
