ticker,CNGO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-04-10,-1.3289
2014-04-14,-1.6835
2014-04-17,0.0
2014-04-22,0.6849
2014-04-28,-0.6803
2014-04-30,-0.3425
2014-05-01,1.0309
2014-05-02,0.0
2014-05-05,-0.6803
2014-05-22,-2.0548
2014-06-02,-2.0979
2014-06-04,-1.4285999999999999
2014-06-10,2.8986
2014-06-18,-0.7042
2014-06-30,-0.7092
2014-07-07,0.7143
2014-07-10,-0.7092
2014-08-05,-2.8571
2014-08-18,-2.2059
2014-08-20,-1.8797000000000001
2014-08-26,-1.9157
2014-09-03,0.0
2014-09-09,0.0
2014-09-10,0.3906
2014-09-11,-1.1673
2014-09-23,-0.7874
2014-10-09,-6.3492
2014-10-10,-9.322
2014-10-14,-17.757
2014-10-15,6.8182
2014-10-16,4.2553
2014-10-17,6.1224
2014-10-23,2.8846
2014-10-30,0.2336
2014-10-31,4.4289
2014-11-04,0.0
2014-11-06,-1.7856999999999998
2014-11-10,0.9091
2014-11-13,0.0
2014-11-17,-3.6036
2014-11-18,0.9346
2014-11-20,-2.7778
2014-11-21,0.9524
2014-11-24,-0.9434
2014-11-25,1.4285999999999999
2014-12-04,-7.0423
2014-12-08,11.1111
2014-12-10,-3.6364
2014-12-11,1.4151
2015-01-08,-14.4186
2015-01-12,-1.087
2015-01-21,0.0
2015-02-05,-1.0989
2015-02-10,2.2222
2015-02-11,-2.1739
2015-02-20,-0.6667
2015-03-02,-0.4474
2015-03-03,1.6854
2015-03-05,0.5525
2015-03-09,0.0
2015-03-13,-1.0989
2015-03-16,0.0
2015-03-17,0.5778
2015-03-18,-0.5745
2015-03-23,0.5556
2015-03-25,-0.5525
2015-03-27,1.1111
2015-03-31,-1.0989
2015-04-13,0.0
2015-04-15,-0.5333
2015-04-16,2.2118
2015-04-17,2.7321999999999997
2015-04-20,1.0638
2015-04-21,2.1053
2015-04-22,0.6186
2015-04-23,-1.6393
2015-04-24,4.1667
2015-04-27,0.0
2015-04-29,2.0
2015-05-01,5.8824
2015-05-04,5.5556
2015-05-06,-4.386
2015-05-21,0.9174
2015-05-22,0.0
2015-05-26,-0.4545
2015-05-28,0.8219
2015-06-08,5.5254
2015-06-12,-3.0043
2015-06-17,-0.885
2015-06-24,0.0
2015-06-26,0.8929
2015-07-06,-2.6549
2015-07-09,1.8182
2015-07-14,1.3393
2015-07-17,0.4405
2015-07-21,-0.8772
2015-08-28,-6.1947
2015-09-15,-3.7736
2015-09-18,3.9215999999999998
2015-09-21,-1.3208
2015-09-28,1.3384
2015-10-20,-5.2075
2015-10-26,-1.4729
2015-11-10,-2.0202
2015-11-12,2.0619
2015-11-25,-5.0505
2015-12-04,-2.1277
2015-12-10,0.0
2015-12-30,0.0
2016-01-29,-15.2174
2016-02-01,-2.5641
2016-02-02,-1.3158
2016-02-10,0.0
2016-02-29,0.0
2016-03-16,0.0
2016-03-30,0.6667
2016-04-07,-0.6623
2016-05-13,4.0
2016-06-02,15.3846
2016-06-16,4.4444
2016-06-22,0.0
2016-06-23,1.0638
2016-07-08,1.0526
2016-08-22,4.1667
2016-08-25,0.0
2016-09-09,3.0
2016-12-02,-33.9806
2016-12-08,-4.4118
2017-05-24,-66.1538
2017-06-01,0.0
2017-06-06,18.1818
2017-06-08,19.2308
2017-06-09,6.4516
2017-06-13,0.0
2017-06-14,3.0303
2017-06-15,11.7647
2017-06-21,-7.8947
2017-06-23,0.0
2017-08-18,-5.7143
2017-08-22,0.0
2017-11-06,-2.4242
2018-03-13,-22.3602
2018-05-01,-33.92
2018-05-15,-9.201
2018-05-18,29.8667
2018-05-22,10.4723
2018-05-30,6.8773
2018-06-12,60.8696
2018-07-31,13.5135
2018-08-07,-4.7619
2018-09-28,0.0
2018-10-10,2.5
2018-10-17,1.2195
2018-10-26,-3.6145
2019-01-04,-60.0
2019-01-08,0.0
2019-02-15,46.75
2019-02-21,40.5451
2019-04-05,-12.8788
2019-04-11,7.8261
2019-05-01,109.6774
2019-05-07,-16.1538
2019-05-30,-11.9266
2019-06-28,4.1667
2019-08-14,4.0
2019-08-27,-1.9231
2019-09-12,0.0
2019-09-18,-0.9412
2019-10-18,-1.0293
2019-10-23,-2.0
2019-10-29,4.0816
2020-01-14,0.9804
2020-02-12,-0.9709
2020-05-28,-84.2745
