ticker,HRBK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-03-22,-7.3529
2004-06-04,34.2282
2004-06-15,2.5
2005-03-16,-5.4726
2005-06-02,1.3158
2005-11-11,30.6494
2006-04-04,3.4483
2006-04-28,0.0
2006-05-02,3.9215999999999998
2006-05-18,12.1887
2006-06-14,-5.819
2006-08-22,10.7143
2006-08-31,-3.5484
2006-09-01,-3.01
2006-09-07,0.0
2006-09-14,0.0
2006-10-25,-0.8621
2006-10-26,4.3478
2006-10-27,-2.8
2006-10-30,-0.5487
2006-10-31,1.7241
2006-11-01,-3.3898
2006-11-24,-1.7544
2006-11-27,-0.5357
2007-01-05,-3.0521
2007-01-24,0.1852
2007-01-25,-0.1848
2007-02-28,-5.5556
2007-03-14,0.0
2007-05-22,4.0
2007-07-18,-3.8462
2007-08-14,0.2
2007-08-16,3.7923999999999998
2007-08-31,-3.6538
2007-10-19,-0.1996
2007-11-08,-12.0
2007-11-27,-2.2727
2008-02-13,-11.6279
2008-03-25,2.7027
2008-04-10,-12.8947
2008-05-07,7.2508
2008-05-12,-5.6338
2008-06-12,-28.3582
2008-07-08,-90.8333
2009-02-11,490.9091
2009-03-16,-23.0769
2009-12-07,40.4
2009-12-08,4.7009
2010-04-20,-4.7619
2010-04-30,0.0
2010-05-25,0.7143
2010-06-25,-0.7092
2010-08-06,-6.4286
2010-09-09,-18.3206
2010-10-15,-1.8692
2010-10-19,-23.8095
2010-10-20,-62.5
2010-10-25,-32.6667
2010-10-27,-45.5446
2010-12-07,0.0
2011-01-21,263.6364
2011-02-18,50.0
2011-10-11,-36.6667
2011-10-20,-5.2632
2011-10-27,-58.3333
2011-11-07,66.6667
2011-11-16,0.0
2011-12-06,16.0
2011-12-13,-13.7931
2011-12-16,-20.0
2011-12-23,0.0
2011-12-30,-5.0
2012-01-23,0.0
2012-01-27,-10.526299999999999
2012-02-02,11.7647
2012-02-03,0.0
2012-02-21,0.0
2012-02-22,0.0
2012-02-24,3.1579
2012-02-27,0.0
2012-03-07,2.0408
2012-03-30,0.0
2012-05-07,-25.0
2012-07-18,100.0
2012-08-10,-45.5333
2012-08-20,1001.5912
2012-08-21,-88.7778
2012-09-05,8.9109
2012-11-12,0.0
2012-11-29,26.3636
2012-11-30,-10.0719
2012-12-11,0.0
2013-01-28,0.0
2013-09-16,36.8
2014-01-08,75.4386
2014-01-23,-38.3333
2014-01-24,116.2162
2014-03-27,0.0
2014-04-11,-50.0
2014-04-24,0.0
2014-05-01,50.0
