ticker,HRBK US Equity
2014-05-02,33.3333
2014-05-06,22.5
2014-05-09,22.449
2014-06-18,-26.6667
2014-07-29,0.0
2014-08-04,-9.0909
2014-08-08,18.75
2014-08-11,0.0
2014-11-24,-9.473700000000001
2014-12-22,-6.9767
2015-01-30,-12.5
2015-02-20,2.8571
2015-02-23,9.7222
2015-04-13,0.0
2015-05-05,0.0
2015-05-28,115.1899
2015-05-29,-53.5294
2015-06-04,-24.0506
2015-06-16,0.0
2015-06-22,0.0
2015-06-23,-10.0
2015-06-24,-7.4074
2015-06-25,7.6
2015-07-02,37.1747
2015-10-28,-38.7534
2015-11-02,32.7434
2015-11-12,-16.6667
2015-11-16,0.0
2015-12-09,20.0
2015-12-21,-24.3333
2016-01-06,32.1586
2016-01-07,-16.3333
2016-02-09,0.0
2016-02-16,19.9203
2016-02-18,56.4784
2016-03-07,-15.0743
2016-03-08,-12.5
2016-03-15,-14.2857
2016-03-28,-4.0
2016-04-05,-4.5139
2016-04-11,5.4545
2016-04-13,-4.1379
2016-04-14,4.3165
2016-05-09,1.7241
2016-05-31,3.3898
2016-06-06,0.0
2016-06-16,0.0
2016-06-17,1.3115
2016-06-20,-4.5306999999999995
2016-06-29,0.0
2016-08-12,-0.339
2016-08-16,2.0408
2016-09-13,-3.6667
2016-09-22,-3.1142
2016-09-23,-3.5714
2016-09-28,-2.2176
2016-10-21,-24.246
2016-10-24,25.0
2016-11-23,10.0
2016-12-21,0.0
2016-12-30,-9.0909
2017-01-11,20.0
2017-01-19,-3.3333
2017-01-20,20.6897
2017-01-23,0.0
2017-02-02,-28.5714
2017-02-14,14.0
2017-02-21,-3.5088
2017-02-23,-3.6364
2017-03-01,-3.7736
2017-03-02,-1.9607999999999999
2017-04-05,10.0
2017-04-10,0.0
2017-05-12,-9.0909
2017-05-18,0.0
2017-06-13,-6.0
2017-06-22,0.0
2017-06-26,4.2553
2017-06-28,-10.2041
2017-07-19,-2.2727
2017-07-28,-2.3256
2017-08-03,1.4285999999999999
2017-08-04,12.6761
2017-08-08,-12.5
2017-08-10,-3.3333
2017-08-11,0.0
2017-08-14,0.0
2017-08-15,-1.4778
2017-08-22,-10.0
2017-08-29,-5.5556
2017-08-30,-20.5882
2017-08-31,0.7407
2017-09-08,-0.7353
2017-10-13,0.0
2017-10-17,-3.7037
2017-10-19,-7.6923
2017-10-23,-3.3333
2017-10-30,0.0
2017-11-13,5.1121
2017-11-22,1.6977
2017-11-27,-11.2903
2017-11-28,9.0909
2017-11-29,-4.1667
2017-11-30,0.0
2017-12-06,0.0
2017-12-12,-7.8261
2017-12-22,13.2075
2017-12-27,4.1667
2017-12-29,12.0
2018-01-05,13.5714
2018-01-16,44.0252
2018-01-17,9.1703
2018-02-05,-39.6
2018-02-09,15.894
2018-02-28,0.0
2018-03-13,14.2857
2018-03-15,-12.5
2018-03-19,-14.2857
2018-03-21,30.0
2018-03-22,-35.3846
2018-03-26,-0.873
2018-03-27,20.0961
2018-04-06,-16.6667
2018-04-18,20.0
2018-04-25,13.3333
2018-05-17,-25.8824
2018-05-22,19.0476
2018-06-14,0.0
2018-07-02,-21.3333
2018-07-20,-0.8475
2018-07-23,-5.9829
2018-08-01,-4.5455
2018-08-02,-19.0476
2018-08-07,17.647100000000002
2018-08-13,-5.0
2018-08-20,0.0
2018-08-21,-10.526299999999999
2018-09-04,23.5294
2018-09-06,0.9524
2018-09-11,-15.0943
2018-09-12,-4.4444
2018-09-14,39.5349
2018-09-28,0.0
2018-10-04,-31.6667
2018-10-12,0.0
2018-10-18,21.9512
2018-11-08,0.0
2018-11-27,-19.6
2018-11-28,-0.4975
2018-11-30,-6.25
2018-12-06,-26.6667
2018-12-07,0.0
2018-12-17,0.0
2018-12-26,36.3636
2019-01-02,-26.6667
2019-01-17,-16.3636
2019-01-29,10.8696
2019-02-05,0.0
2019-04-24,7.8431
2019-05-28,16.3636
2019-05-30,0.0
2019-05-31,15.625
2019-06-03,0.0
2019-06-04,-25.6757
2019-06-06,-7.2727
2019-06-21,27.451
2019-07-02,11.538499999999999
2019-07-03,-3.4483
2019-07-16,3.5714
2019-08-01,-3.4483
2019-08-12,-7.1429
2019-08-15,-7.6923
2019-09-10,8.3333
2019-09-30,0.0
2019-12-30,-15.3846
2020-03-02,36.3636
2020-03-05,0.0
2020-03-18,-40.0
2020-03-20,22.2222
2020-03-30,-36.3636
2020-05-11,28.5714
2020-05-13,0.0
2020-05-18,0.0
2020-06-17,33.3333
2020-06-18,66.6667
2020-06-19,85.0
2020-06-22,45.9459
2020-06-23,-25.9259
2020-06-24,-40.0
2020-06-25,-32.9167
2020-06-29,71.4286
2020-06-30,15.942
2020-07-01,78.125
2020-07-02,0.0
2020-07-06,-45.614
2020-07-09,29.0323
2020-07-13,44.0
2020-07-14,-2.7778
2020-07-16,-39.2857
2020-07-21,-0.5882
2020-07-27,-21.8935
2020-07-31,32.5758
