ticker,UCBB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-12-17,9.0909
2013-02-21,66.6667
2013-03-04,42.5
2013-03-06,22.807
2013-03-07,8.5714
2013-03-08,31.5789
2013-03-11,20.0
2013-03-12,21.6667
2013-03-13,6.8493
2013-03-14,10.2564
2013-03-15,-4.0698
2013-03-18,-9.0909
2013-03-19,10.6667
2013-03-20,16.8675
2013-03-21,13.4021
2013-03-22,10.9091
2013-03-25,6.5574
2013-03-26,9.2308
2013-03-27,-25.3521
2013-03-28,8.4906
2013-04-01,16.5217
2013-04-02,3.7313
2013-04-03,-2.8777
2013-04-04,-7.4074
2013-04-05,0.0
2013-04-08,10.4
2013-04-09,0.0
2013-04-10,-4.3478
2013-04-11,-3.0303
2013-04-12,-8.5938
2013-04-15,6.8376
2013-04-16,0.0
2013-04-17,2.4
2013-04-18,-10.1563
2013-04-19,-8.6957
2013-04-22,-20.0
2013-04-23,-4.7619
2013-04-24,33.75
2013-04-25,-8.1308
2013-04-26,3.7640000000000002
2013-04-29,10.7843
2013-04-30,14.1593
2013-05-01,-9.3023
2013-05-02,-8.547
2013-05-03,-0.9346
2013-05-06,-4.717
2013-05-07,2.9703
2013-05-08,0.0
2013-05-09,0.0
2013-05-10,0.0
2013-05-13,-1.9231
2013-05-14,-13.7255
2013-05-15,-22.7273
2013-05-16,11.7647
2013-05-17,-5.2632
2013-05-20,-22.2222
2013-05-21,-17.8571
2013-05-22,6.5217
2013-05-23,2.0408
2013-05-24,8.8
2013-05-28,1.2868
2013-05-29,-6.7151
2013-05-30,-6.6148
2013-05-31,-8.3333
2013-06-03,12.5
2013-06-04,-9.0909
2013-06-05,0.6667
2013-06-06,-18.3223
2013-06-07,7.2973
2013-06-10,10.3275
2013-06-11,6.8493
2013-06-12,8.9744
2013-06-13,-10.5882
2013-06-14,5.2632
2013-06-17,-1.0417
2013-06-18,-4.0
2013-06-19,2.6316
2013-06-20,-6.1699
2013-06-21,-2.3057
2013-06-24,-18.4149
2013-06-25,-11.4286
2013-06-26,-19.0323
2013-06-27,3.5857
2013-06-28,3.8462
2013-07-01,3.7037
2013-07-02,-2.5
2013-07-03,11.6529
2013-07-05,-4.5315
2013-07-08,4.5103
2013-07-09,-4.6445
2013-07-10,6.8966
2013-07-11,-9.6774
2013-07-12,-1.7187999999999999
2013-07-15,1.7488000000000001
2013-07-16,0.0
2013-07-17,-1.7187999999999999
2013-07-18,1.7488000000000001
2013-07-19,6.7857
2013-07-22,-1.3378
