ticker,PRTT US Equity
2015-03-31,5.8824
2015-04-01,-16.6667
2015-04-07,0.0
2015-04-15,-13.3333
2015-04-21,3.8462
2015-04-22,-7.4074
2015-04-29,60.0
2015-05-05,-37.5
2015-05-07,-12.0
2015-05-13,0.0
2015-05-18,0.0
2015-05-19,-4.5455
2015-05-21,0.0
2015-05-26,-4.2857
2015-05-27,-10.4478
2015-05-28,0.0
2015-06-01,0.0
2015-06-03,11.1111
2015-06-05,-10.0
2015-06-11,5.5556
2015-06-15,-5.2632
2015-06-18,-11.1111
2015-06-19,0.0
2015-07-29,0.0
2015-08-05,0.0
2015-08-13,-12.5
2015-08-26,-7.1429
2015-09-08,-7.6923
2015-09-18,0.0
2015-10-14,0.0
2015-10-27,0.0
2015-10-30,0.0
2015-11-02,0.0
2015-11-10,0.0
2015-12-17,0.0
2015-12-30,0.0
2016-01-27,0.0
2016-02-02,0.0
2016-02-19,0.0208
2016-02-22,6.6444
2016-02-29,-6.25
2016-03-17,0.0
2016-03-28,0.0
2016-05-19,0.0
2016-05-26,0.0
2016-06-08,0.0
2016-06-09,0.0208
2016-07-05,-0.0208
2016-08-08,0.0208
2016-09-02,-0.0208
2016-09-12,33.3333
2016-09-20,56.25
2016-09-26,-41.6
2016-10-03,36.9863
2016-10-10,-30.0
2016-10-11,0.0
2016-11-17,0.0
2016-11-22,14.2857
2016-11-29,-6.25
2016-12-06,33.3333
2017-01-04,-15.0
2017-04-05,63.5294
2017-05-04,-2.8867000000000003
2017-05-08,-25.169
2017-05-10,0.0
2017-06-14,-0.0025
2017-06-15,3.3561
2017-07-07,33.1418
2017-07-11,-23.8129
2017-07-17,41.6336
2017-08-08,-49.9967
2017-09-29,53.3333
2017-12-08,-26.087
2017-12-15,-5.8824
2017-12-28,0.0
2017-12-29,0.0
2018-01-29,-12.5
2018-01-30,0.0
2018-02-01,-14.2857
2018-02-15,41.65
2018-02-26,-29.3917
2018-03-13,-0.0167
2018-03-14,0.0
2018-03-15,8.3333
2018-04-06,-7.6923
2018-04-10,0.0
2018-04-12,0.0
2018-04-13,0.0
2018-05-29,0.0
2018-06-06,141.6667
2018-06-07,-51.0345
2018-06-08,0.0
2018-06-12,0.0
2018-07-11,-9.8592
2018-07-23,0.0
2018-07-31,-6.25
2018-08-08,1.6667
2018-08-16,14.7541
2018-08-17,-7.1429
2018-08-20,0.0
2018-09-04,0.0
2018-09-14,53.8462
2018-09-17,25.0
2018-09-21,-44.0
2018-09-24,-4.2857
2018-09-27,0.4478
2018-10-03,69.3908
2018-10-09,-12.2807
2018-10-10,-28.0
2018-10-12,25.0
2018-10-22,11.1111
2018-10-23,9.0
2018-10-24,-8.2569
2018-10-25,-25.0
2018-11-02,33.3333
2018-11-08,0.0
2018-11-12,-25.0
2018-11-28,60.0
2018-11-29,45.25
2018-11-30,-8.2042
2018-12-03,-11.875
2018-12-04,6.383
2018-12-06,-13.3333
2018-12-07,0.0
2018-12-10,11.538499999999999
2018-12-11,17.2414
2018-12-17,-11.7647
2018-12-21,0.0
2018-12-26,2.6667
2018-12-27,10.3896
2019-01-02,5.8824
2019-01-04,0.0
2019-01-15,-30.5556
2019-01-31,-20.0
2019-02-26,16.0
2019-03-01,18.5345
2019-03-05,27.2727
2019-03-06,-25.7143
2019-03-12,4.8462
2019-03-13,-4.6222
2019-04-15,-19.2308
2019-04-22,-4.7619
2019-04-24,0.0
2019-05-13,-10.0
2019-05-21,-35.5556
2019-05-24,-5.1724
2019-06-10,21.6364
2019-08-09,-23.7668
2019-10-01,-31.9608
2019-11-19,-25.072
2019-12-13,38.4615
2019-12-30,-36.1111
2020-01-21,-8.6957
2020-03-17,-4.7619
2020-04-20,154.95
2020-04-21,-3.9027
2020-04-24,-14.7959
2020-04-27,-16.5868
2020-04-28,9.117
2020-04-29,-2.6316
2020-04-30,24.3243
2020-05-01,6.3043
2020-05-04,5.9305
2020-05-05,-5.4054
2020-05-06,10.2041
2020-05-07,25.9259
2020-05-08,30.147100000000002
2020-05-11,-26.2316
2020-05-12,17.3317
2020-05-13,-0.0131
2020-05-14,3.6689
2020-05-15,2.0151
2020-05-18,2.4691
2020-05-19,-9.6386
2020-05-20,-6.6667
2020-05-21,4.2857
2020-05-22,-2.7397
2020-05-26,12.6761
2020-05-27,-10.0
2020-05-28,0.6944
2020-05-29,-4.8276
2020-06-01,-10.1449
2020-06-02,-3.2258
2020-06-03,1.6667
2020-06-04,-9.8361
2020-06-05,-7.2727
2020-06-08,36.8137
2020-06-09,-0.1075
2020-06-10,-12.5538
2020-06-11,-13.0435
2020-06-12,0.1887
2020-06-15,-1.1299
2020-06-16,-4.7619
2020-06-17,29.0
2020-06-18,27.1318
2020-06-19,15.8537
2020-06-22,31.5789
2020-06-23,18.4
2020-06-24,7.4324
2020-06-25,13.2075
2020-06-26,7.7778
2020-06-29,12.3711
2020-06-30,3.211
2020-07-01,6.6667
2020-07-02,7.5
2020-07-06,4.6512
2020-07-07,-0.7407
2020-07-08,-11.194
2020-07-09,-10.9244
2020-07-10,11.3208
2020-07-13,1.6949
2020-07-14,8.3333
2020-07-15,18.8462
2020-07-16,18.123
2020-07-17,-1.6438000000000001
2020-07-20,9.7493
2020-07-21,-11.1675
2020-07-22,-2.5714
2020-07-23,-12.0235
2020-07-24,-0.3333
2020-07-27,5.3512
2020-07-28,-4.7619
2020-07-29,0.0
2020-07-30,15.3333
2020-07-31,-9.8266
