ticker,GTVI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-03-12,88.8889
2010-04-01,98.0392
2010-09-10,-0.9901
2010-10-18,75.0
2010-10-19,-28.5714
2010-10-21,0.0
2010-10-27,0.0
2010-11-16,-56.0
2011-01-18,127.2727
2011-01-19,19.2
2011-02-10,-56.3758
2011-04-06,15.3846
2011-04-25,34.6667
2011-05-25,48.5149
2011-08-05,-23.3333
2011-10-27,-43.4783
2011-10-31,26.9231
2012-02-06,-21.2121
2012-02-07,-21.5385
2012-02-09,27.451
2012-02-10,53.8462
2012-02-15,-45.0
2012-02-24,0.0
2012-02-27,-27.2727
2012-03-19,-12.5
2012-03-20,0.0
2012-03-21,-57.1429
2012-03-22,-33.3333
2012-03-26,-25.0
2012-04-02,-50.0
2012-04-03,-13.3333
2012-04-09,0.0
2012-04-12,0.0
2012-05-21,-7.6923
2012-05-22,0.0
2012-05-24,0.0
2012-05-25,66.6667
2012-06-11,0.0
2012-06-14,-20.0
2012-06-21,0.0
2012-07-09,0.0
2012-07-10,-25.0
2012-07-12,-16.6667
2012-07-17,-20.0
2012-07-18,-25.0
2012-09-05,33.3333
2012-09-11,0.0
2012-09-13,0.0
2013-01-15,50.0
2013-01-22,-33.3333
2013-03-06,50.0
2013-05-16,-32.7083
2013-05-31,48.6068
2013-07-15,0.0
2013-08-15,33.3333
2013-09-19,0.0
2013-10-17,25.0
2013-10-18,-30.0
2014-01-21,-42.8571
2014-01-30,275.0
2014-01-31,20.0
2014-02-03,-33.3333
2014-02-04,-33.3333
2014-02-05,-50.0
2014-02-06,400.0
2014-02-07,-10.0
2014-02-13,-66.6667
2014-02-19,0.0
2014-02-21,0.0
2014-02-24,-50.0
2014-02-27,100.0
2014-03-03,0.0
2014-03-04,0.0
2014-03-06,0.0
2014-03-10,33.3333
2014-03-11,0.0
2014-03-12,0.0
2014-03-13,0.0
2014-03-17,0.0
2014-03-19,0.0
2014-03-21,0.0
2014-03-24,0.0
2014-03-25,0.0
2014-03-27,0.0
2014-03-28,0.0
2014-04-02,0.0
2014-04-03,0.0
2014-04-04,0.0
2014-04-14,0.0
2014-04-16,0.0
2014-04-21,0.0
2014-04-22,0.0
2014-05-08,50.0
2014-06-05,-33.3333
2014-06-12,0.0
2014-06-19,0.0
2014-08-08,0.0
2014-11-06,0.0
2014-11-07,25.0
2014-11-10,-20.0
2014-11-20,0.0
2014-12-05,0.0
2015-02-20,25.0
2015-02-25,0.0
2015-03-20,40.0
2015-04-16,-14.2857
