ticker,TDW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-08-02,8.4
2017-08-03,-7.0111
2017-08-04,0.119
2017-08-07,-0.3567
2017-08-08,-0.3182
2017-08-09,-2.075
2017-08-10,-0.815
2017-08-11,-4.3139
2017-08-14,2.3186
2017-08-15,2.7696
2017-08-16,-2.4091
2017-08-17,-7.3222
2017-08-18,9.0293
2017-08-21,-4.5135
2017-08-22,-6.9384
2017-08-23,5.2656
2017-08-24,8.4108
2017-08-25,1.0617
2017-08-28,0.3232
2017-08-29,-0.4833
2017-08-30,-1.2141
2017-08-31,-3.1135
2017-09-01,-0.2114
2017-09-05,15.7203
2017-09-06,5.3826
2017-09-07,-0.0695
2017-09-08,0.6606
2017-09-11,-1.2435
2017-09-12,0.5596
2017-09-13,0.487
2017-09-14,0.7961
2017-09-15,0.3777
2017-09-18,-0.3421
2017-09-19,-1.3045
2017-09-20,-0.9043
2017-09-21,-3.0537
2017-09-22,-0.3621
2017-09-25,1.4535
2017-09-26,-2.9011
2017-09-27,1.2541
2017-09-28,5.6466
2017-09-29,0.2759
2017-10-02,-5.5021
2017-10-03,-1.5284
2017-10-04,0.5543
2017-10-05,-0.7718
2017-10-06,0.2222
2017-10-09,-0.1109
2017-10-10,-0.5549
2017-10-11,-0.3348
2017-10-12,-0.2986
2017-10-13,-0.6739
2017-10-16,1.2439
2017-10-17,0.2234
2017-10-18,0.9287
2017-10-19,-0.9937
2017-10-20,0.632
2017-10-23,0.5541
2017-10-24,0.0
2017-10-25,1.0654
2017-10-26,1.4177
2017-10-27,-1.4695
2017-10-30,-0.8367
2017-10-31,-0.0367
2017-11-01,-0.2569
2017-11-02,0.699
2017-11-03,0.2192
2017-11-06,-0.0729
2017-11-07,-0.2919
2017-11-08,-1.6465
2017-11-09,0.0744
2017-11-10,-1.2268
2017-11-13,-3.4249
2017-11-14,-2.9228
2017-11-15,0.4416
2017-11-16,0.0799
2017-11-17,-0.2796
2017-11-20,0.2403
2017-11-21,-0.2797
2017-11-22,-1.1218
2017-11-24,-1.0535
2017-11-27,2.3750999999999998
2017-11-28,0.52
2017-11-29,1.4723
2017-11-30,1.098
2017-12-01,3.4911
2017-12-04,2.2864
2017-12-05,-1.4291
2017-12-06,-1.5613000000000001
2017-12-07,0.0
2017-12-08,1.6239
2017-12-11,-6.9119
2017-12-12,3.513
2017-12-13,-3.3166
2017-12-14,-1.6354
2017-12-15,3.6090999999999998
2017-12-18,-0.8219
2017-12-19,-1.3023
2017-12-20,-0.08
