ticker,USDR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-10-12,50.0
2018-11-05,0.0
2018-11-08,0.0
2018-11-14,-33.3333
2019-12-11,50.001
2020-07-08,-3.334
2020-07-09,-6.8966
2020-07-13,-7.4074
2020-07-14,-63.6
2020-07-15,-34.0659
2020-07-16,-49.3333
2020-07-17,-22.697400000000002
2020-07-20,-14.8851
2020-07-21,0.9899
2020-07-22,-41.5842
2020-07-23,-4.2373
2020-07-24,-11.5044
2020-07-28,2.0
2020-07-29,-21.5686
2020-07-30,0.0
2020-07-31,0.0
