ticker,NVST US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-09-18,27.0455
2019-09-19,0.1789
2019-09-20,2.75
2019-09-23,-0.9385
2019-09-24,-0.9825
2019-09-25,-1.7008999999999999
2019-09-26,-0.2163
2019-09-27,-3.9379
2019-09-30,4.8514
2019-10-01,-3.4792
2019-10-02,-0.4831
2019-10-03,1.0829
2019-10-04,1.6993
2019-10-07,-1.1623999999999999
2019-10-08,1.3965
2019-10-09,1.8123
2019-10-10,3.4888
2019-10-11,-3.9215999999999998
2019-10-14,3.4013999999999998
2019-10-15,0.7618
2019-10-16,-1.3746
2019-10-17,1.4983
2019-10-18,-1.2358
2019-10-21,0.0695
2019-10-22,-1.9104
2019-10-23,3.187
2019-10-24,-3.3288
2019-10-25,0.142
2019-10-28,2.5877
2019-10-29,5.9779
2019-10-30,-1.6629
2019-10-31,-2.752
2019-11-01,0.9547
2019-11-04,-0.3377
2019-11-05,-1.8298999999999999
2019-11-06,0.2761
2019-11-07,-0.4131
2019-11-08,-0.3802
2019-11-11,-1.8043
2019-11-12,0.3534
2019-11-13,0.0
2019-11-14,-0.0704
2019-11-15,-1.938
2019-11-18,-0.7186
2019-11-19,0.3981
2019-11-20,-0.3965
2019-11-21,-0.5429
2019-11-22,-0.2547
2019-11-25,1.4958
2019-11-26,0.9346
2019-11-27,0.7123
2019-11-29,-0.5658
2019-12-02,-1.7781
2019-12-03,1.0138
2019-12-04,-0.1434
2019-12-05,-0.1436
2019-12-06,-0.4673
2019-12-09,-0.4334
2019-12-10,0.6529
2019-12-11,1.4414
2019-12-12,1.2789
2019-12-13,-1.3679000000000001
2019-12-16,1.3514
2019-12-17,1.4035
2019-12-18,-0.6574
2019-12-19,-1.0101
2019-12-20,-0.4222
2019-12-23,4.5583
2019-12-24,1.5884
2019-12-26,-1.5635
2019-12-27,1.4194
2019-12-30,-2.4325
2019-12-31,1.2295
2020-01-02,1.7881
2020-01-03,0.9944
2020-01-06,1.6080999999999999
2020-01-07,1.3566
2020-01-08,0.8604
2020-01-09,0.7899
2020-01-10,1.4107
2020-01-13,0.6801
2020-01-14,-3.3159
2020-01-15,-0.2858
2020-01-16,1.7197
2020-01-17,0.2818
2020-01-21,1.4986
2020-01-22,2.1224
2020-01-23,-0.1205
2020-01-24,-2.5332
2020-01-27,-1.6089
2020-01-28,-0.7233
2020-01-29,0.2534
2020-01-30,-1.4218
2020-01-31,-5.1603
2020-02-03,-2.9064
2020-02-04,1.2879
2020-02-05,1.2715
