ticker,RJDG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-05-30,100.0
2013-06-05,80.0
2013-06-06,7.2222
2013-06-07,3.1088
2013-06-10,-7.0352
2013-06-11,-24.3243
2013-06-12,-22.2768
2013-06-13,17.174
2013-06-14,-1.9607999999999999
2013-06-17,-12.8
2013-06-18,-8.2569
2013-06-19,-2.0
2013-06-20,3.0612
2013-06-21,2.9703
2013-06-24,-18.2692
2013-06-25,11.7647
2013-06-26,-1.0526
2013-06-27,-11.5691
2013-06-28,2.2556
2013-07-01,-1.1764999999999999
2013-07-02,4.7619
2013-07-03,-8.7358
2013-07-05,-9.3385
2013-07-08,9.0129
2013-07-09,-23.1496
2013-07-10,6.5574
2013-07-11,-6.1538
2013-07-12,-9.8361
2013-07-15,5.4545
2013-07-16,-4.3103
2013-07-17,0.0
2013-07-18,0.0
2013-07-19,26.1261
2013-07-22,-20.0
2013-07-23,-8.705400000000001
2013-07-24,27.1394
2013-07-25,-1.5385
2013-07-26,-17.1875
2013-07-29,-24.5283
2013-07-30,0.0
2013-07-31,0.0
2013-08-01,-25.0
2013-08-02,26.6667
2013-08-05,0.0
2013-08-06,-21.0526
2013-08-07,-12.7083
2013-08-08,13.1265
2013-08-09,-2.5316
2013-08-12,-2.5974
2013-08-13,6.6667
2013-08-14,-6.25
2013-08-15,0.0
2013-08-16,-23.1111
2013-08-19,29.4798
2013-08-20,0.0
2013-08-21,0.0
2013-08-22,0.0
2013-08-23,3.5714
2013-08-26,0.0
2013-08-27,3.4483
2013-08-28,3.3333
2013-08-29,3.2258
2013-08-30,71.875
2013-09-03,-9.0909
2013-09-04,0.0
2013-09-05,10.0
2013-09-06,-20.0
2013-09-09,2.2727
2013-09-10,-11.1111
2013-09-11,0.0
2013-09-12,-25.0
2013-09-13,32.9167
2013-09-16,0.0
2013-09-17,12.8527
2013-09-18,16.6667
2013-09-19,-23.8095
2013-09-20,0.0
2013-09-23,-12.5
2013-09-24,-8.2143
2013-09-25,2.7237
2013-09-26,-9.0909
2013-09-27,6.6667
2013-10-01,-6.25
2013-10-02,-22.9167
2013-10-03,8.1081
2013-10-04,-7.5
2013-10-07,-13.5135
2013-10-08,0.0
2013-10-09,10.0
2013-10-10,-21.3068
2013-10-11,15.5235
2013-10-14,0.625
2013-10-15,54.0373
2013-10-16,0.0
2013-10-17,0.0
2013-10-18,-16.129
2013-10-21,19.2308
2013-10-22,-3.2258
2013-10-23,-6.6667
2013-10-24,7.1429
2013-10-25,-32.9167
