ticker,NCAP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-11-30,81.8182
2009-12-01,-72.5
2009-12-02,-36.3636
2009-12-03,-42.8571
2009-12-04,0.0
2009-12-07,-15.0
2009-12-09,52.9412
2009-12-10,-26.9231
2009-12-11,-46.3158
2009-12-14,0.0
2009-12-15,17.647100000000002
2009-12-18,-16.6667
2009-12-30,0.0
2010-01-12,70.0
2010-01-13,-11.7647
2010-01-14,0.0
2010-01-21,-20.0
2010-01-26,0.0
2010-02-01,-50.0
2010-02-02,0.0
2010-02-11,-33.3333
2010-02-12,-20.0
2010-03-08,0.0
2010-03-09,3.125
2010-04-28,384.8485
2010-05-04,-25.0
2010-05-05,-16.6667
2010-05-12,-20.0
2010-05-14,12.5
2010-05-18,-16.6667
2010-05-19,20.0
2010-07-28,-11.1111
2010-08-06,37.5
2010-08-10,9.0909
2010-08-11,-33.3333
2010-08-30,12.6563
2011-02-07,121.914
2011-02-08,25.0
2011-02-14,6.6667
2011-02-15,-28.75
2011-02-22,-1.7544
2011-02-23,-35.7143
2011-02-25,63.8889
2011-02-28,-23.7288
2011-03-02,0.0
2011-03-08,0.0
2011-03-10,-8.8889
2011-03-15,9.7561
2011-03-22,15.5556
2011-03-29,-3.8462
2011-04-18,-28.0
2011-05-03,11.1111
2011-05-09,35.0
2011-05-17,3.7037
2011-06-08,5.3571
2011-06-22,-23.7288
2011-07-01,11.1111
2011-07-07,2.0
2011-08-08,-21.5686
2011-11-28,-62.5
2011-11-30,166.6667
2011-12-09,-50.0
2011-12-12,-25.0
2011-12-13,-33.3333
2011-12-19,50.0
2011-12-27,-33.3333
2011-12-29,0.0
2012-02-29,-40.0
2012-04-19,16.6667
2013-02-15,42.8571
2013-02-26,-40.0
2013-06-10,250.0
2013-07-16,10.0
2013-07-17,-26.4069
2013-07-18,100.0
2013-07-19,0.0
2013-07-24,-35.2941
2013-08-13,-31.8182
2013-10-02,0.0
2013-11-18,-46.6667
2013-12-16,-25.0
2013-12-19,0.0
2014-02-13,150.0
2014-02-28,200.0
2014-03-03,-11.1111
2014-03-04,552.5
2014-03-05,26.4368
2014-03-06,13.9394
2014-03-07,-14.8936
2014-03-10,7.5
2014-03-11,-36.0465
2014-03-12,-1.3636
2014-03-13,-0.9217
2014-03-14,-8.8372
2014-03-17,13.2653
2014-03-18,0.0
2014-03-19,-14.4144
2014-03-20,23.6842
2014-03-21,2.1277
2014-03-24,-6.25
2014-03-25,-15.5556
2014-03-26,0.0
