ticker,BKU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-01-28,5.1852
2011-01-31,-1.4085
2011-02-01,1.25
2011-02-02,0.0705
2011-02-03,0.1057
2011-02-04,-0.1408
2011-02-07,2.5035
2011-02-08,2.2359999999999998
2011-02-09,-1.3795
2011-02-10,-0.3412
2011-02-11,-0.2054
2011-02-14,-3.4991
2011-02-15,1.813
2011-02-16,0.3492
2011-02-17,0.8699
2011-02-18,1.8627
2011-02-22,-0.3386
2011-02-23,-2.1067
2011-02-24,-1.076
2011-02-25,1.1228
2011-02-28,-1.6308
2011-03-01,-1.3051
2011-03-02,0.2859
2011-03-03,0.3207
2011-03-04,-0.3552
2011-03-07,0.5704
2011-03-08,1.347
2011-03-09,-0.8395
2011-03-10,-0.8818
2011-03-11,-0.1779
2011-03-14,0.1783
2011-03-15,0.1779
2011-03-16,-0.675
2011-03-17,0.9657
2011-03-18,1.6295
2011-03-21,-0.732
2011-03-22,1.1236
2011-03-23,0.2083
2011-03-24,-1.2474
2011-03-25,0.1404
2011-03-28,1.1212
2011-03-29,0.7623
2011-03-30,-0.8941
2011-03-31,0.1046
2011-04-01,1.0101
2011-04-04,0.5172
2011-04-05,0.7204
2011-04-06,0.1022
2011-04-07,0.034
2011-04-08,-0.5102
2011-04-11,0.1709
2011-04-12,-1.0922
2011-04-13,-0.2415
2011-04-14,1.0377
2011-04-15,0.1712
2011-04-18,-0.6835
2011-04-19,-0.3785
2011-04-20,0.1727
2011-04-21,-0.0345
2011-04-25,-0.2415
2011-04-26,-1.0719
2011-04-27,-0.2447
2011-04-28,-0.876
2011-04-29,-0.707
2011-05-02,0.0
2011-05-03,0.6408
2011-05-04,0.283
2011-05-05,-1.2698
2011-05-06,0.786
2011-05-09,-1.1343
2011-05-10,-0.5378
2011-05-11,-1.1175
2011-05-12,1.1666
2011-05-13,-2.4505
2011-05-16,0.2955
2011-05-17,-0.221
2011-05-18,-0.3322
2011-05-19,-1.7037
2011-05-20,2.11
2011-05-23,-1.2915
2011-05-24,1.3458
2011-05-25,-0.1107
2011-05-26,0.4431
2011-05-27,2.0956
2011-05-31,2.1246
2011-06-01,-0.8815
2011-06-02,-2.0277
2011-06-03,0.6899
2011-06-06,-2.2719
2011-06-07,1.9926
2011-06-08,-0.5427
2011-06-09,0.7639
2011-06-10,0.2527
2011-06-13,0.6482
2011-06-14,-1.2522
2011-06-15,0.471
2011-06-16,0.5049
2011-06-17,-0.5741
2011-06-20,1.0466
2011-06-21,-0.5357
