ticker,EQBM US Equity
2006-01-18,-5.8824
2006-01-19,-18.75
2006-01-20,23.0769
2006-01-25,0.0
2006-01-27,0.0
2006-01-31,0.0
2006-02-02,-6.25
2006-02-03,6.6667
2006-02-09,-6.25
2006-02-10,-6.6667
2006-02-14,9.2857
2006-02-17,-22.8758
2006-02-21,-6.7797
2006-02-22,0.0
2006-02-23,27.2727
2006-02-27,-21.4286
2006-02-28,18.1818
2006-03-01,-23.0769
2006-03-02,10.0
2006-03-03,-9.0909
2006-03-06,15.0
2006-03-07,-13.0435
2006-03-08,9.0
2006-03-09,0.9174
2006-03-10,-2.7273
2006-03-13,-15.8879
2006-03-14,-22.2222
2006-03-15,21.4286
2006-03-16,-17.647100000000002
2006-03-17,21.4286
2006-03-20,-29.4118
2006-03-21,8.3333
2006-03-22,53.8462
2006-03-23,-19.0
2006-03-24,-13.5802
2006-03-27,-42.8571
2006-03-28,20.0
2006-03-29,-14.5833
2006-03-30,-26.8293
2006-03-31,0.0
2006-04-03,33.3333
2006-04-04,-2.5
2006-04-05,-23.0769
2006-04-06,0.0
2006-04-07,26.6667
2006-04-10,-21.0526
2006-04-11,33.3333
2006-04-12,-25.0
2006-04-13,-16.6667
2006-04-17,20.0
2006-04-18,0.0
2006-04-19,0.0
2006-04-20,0.0
2006-04-21,0.0
2006-04-24,0.0
2006-04-26,-16.6667
2006-04-27,20.0
2006-04-28,-23.3333
2006-05-01,30.4348
2006-05-02,-16.6667
2006-05-04,0.0
2006-05-08,-16.0
2006-05-09,-4.7619
2006-05-10,-25.0
2006-05-11,-50.0
2006-05-12,20.0
2006-05-15,-11.1111
2006-05-16,-12.5
2006-05-17,26.7857
2006-05-18,0.0
2006-05-19,57.7465
2006-05-22,64.2857
2006-05-23,-34.7826
2006-05-24,33.3333
2006-05-25,65.0
2006-05-26,33.3333
2006-05-30,-11.3636
2006-05-31,-20.5128
2006-06-01,3.2258
2006-06-02,-21.875
2006-06-05,-18.0
2006-06-06,-25.9146
2006-06-07,-7.8189
2006-06-08,35.7143
2006-06-09,26.3158
2006-06-12,-25.0
2006-06-13,-33.3333
2006-06-14,8.3333
2006-06-15,0.0
2006-06-16,-12.9808
2006-06-19,-1.105
2006-06-20,-7.8212
2006-06-21,-3.0303
2006-06-22,-13.125
2006-06-23,-7.9137
2006-06-26,3.9063
2006-06-27,12.0301
2006-06-28,2.0134
2006-06-29,-14.473700000000001
2006-06-30,6.1538
2006-07-03,7.971
2006-07-05,-12.0805
2006-07-06,-18.3206
2006-07-07,2.8037
2006-07-10,9.0909
2006-07-11,-6.6667
2006-07-12,-7.1429
2006-07-13,7.6923
2006-07-14,0.0
2006-07-17,7.1429
2006-07-18,0.0
2006-07-19,-33.3333
2006-07-20,-3.75
2006-07-21,24.6753
2006-07-24,-8.3333
2006-07-25,-9.0909
2006-07-26,30.0
2006-07-27,7.6923
2006-07-28,-14.2857
2006-07-31,16.6667
2006-08-01,38.3929
2006-08-02,3.2258
2006-08-03,0.0
2006-08-04,10.0
2006-08-07,-18.1818
2006-08-08,11.1111
2006-08-09,40.0
2006-08-10,-7.1429
2006-08-11,0.0
2006-08-14,-7.6923
2006-08-15,-25.0
2006-08-16,22.2222
2006-08-17,-22.7273
2006-08-18,17.647100000000002
2006-08-21,0.0
2006-08-22,-1.25
2006-08-23,-8.8608
2006-08-24,0.0
2006-08-25,0.0
2006-08-28,4.1667
2006-08-29,28.0
2006-08-30,-12.5
2006-08-31,0.0
2006-09-01,0.0
2006-09-05,0.0
2006-09-06,0.0
2006-09-07,0.0
2006-09-08,-4.7619
2006-09-11,5.0
2006-09-12,-5.9524
2006-09-13,1.2658
2006-09-14,-35.0
2006-09-15,38.4615
2006-09-18,5.5556
2006-09-19,0.0
2006-09-20,-15.7895
2006-09-21,-12.5
2006-09-22,26.7857
2006-09-25,1.4085
2006-09-26,0.0
2006-09-27,0.0
2006-09-28,0.0
2006-09-29,0.0
2006-10-02,0.0
2006-10-03,-11.1111
2006-10-04,6.25
2006-10-05,-5.8824
2006-10-06,0.0
2006-10-09,12.5
2006-10-10,0.0
2006-10-11,-6.9444
2006-10-12,7.4627
2006-10-13,-5.5556
2006-10-16,0.0
2006-10-17,-11.7647
2006-10-18,13.3333
2006-10-19,-5.8824
2006-10-20,-6.25
2006-10-23,-6.6667
2006-10-24,14.2857
2006-10-25,-6.25
2006-10-26,-13.3333
2006-10-27,15.3846
2006-10-30,-6.6667
2006-10-31,0.0
2006-11-01,0.0
2006-11-02,7.1429
2006-11-03,-20.0
2006-11-06,16.6667
2006-11-07,0.0
2006-11-08,0.0
2006-11-09,4.4643
2006-11-10,0.8547
2006-11-13,38.1356
2006-11-14,-1.8405
2006-11-15,-10.0
2006-11-16,-11.1111
2006-11-17,6.25
2006-11-20,5.8824
2006-11-21,114.5833
2006-11-22,-11.9741
2006-11-24,0.0
2006-11-27,-23.5294
2006-11-28,-7.6923
2006-11-29,-8.3333
2006-11-30,4.5455
2006-12-01,30.4348
2006-12-04,16.6667
2006-12-05,-2.8571
2006-12-06,-11.7647
2006-12-07,-30.0
2006-12-08,4.7619
2006-12-11,-2.8409
2006-12-12,-20.4678
2006-12-13,5.8824
2006-12-14,-16.6667
2006-12-15,0.0
2006-12-18,6.6667
2006-12-19,7.8125
2006-12-20,-7.2464
2006-12-21,-12.5
2006-12-22,-7.1429
2006-12-26,23.0769
2006-12-27,-7.8125
2006-12-28,-0.8475
2006-12-29,-4.2735
2007-01-03,0.0
2007-01-04,0.0
2007-01-05,0.0
2007-01-08,0.0
2007-01-09,-2.6786
2007-01-10,-11.9266
2007-01-11,0.0
2007-01-12,16.6667
2007-01-16,28.5714
2007-01-17,0.0
2007-01-18,-33.3333
2007-01-19,33.3333
2007-01-22,-18.75
2007-01-23,23.0769
2007-01-24,0.0
2007-01-25,0.0
2007-01-26,0.0
2007-01-29,12.5
2007-01-30,-5.5556
2007-01-31,17.647100000000002
2007-02-01,-11.875
2007-02-02,-20.5674
2007-02-05,0.0
2007-02-06,-14.2857
2007-02-07,25.0
2007-02-08,-6.6667
2007-02-09,14.2857
2007-02-12,0.0
2007-02-13,-12.5
2007-02-14,-25.8929
2007-02-15,34.9398
2007-02-16,-7.1429
2007-02-20,1.9231
2007-02-21,-1.8868
2007-02-22,7.6923
2007-02-23,-1.7856999999999998
2007-02-26,-25.4545
2007-02-27,19.5122
2007-02-28,-2.0408
2007-03-01,-16.6667
2007-03-02,26.25
2007-03-05,-20.7921
2007-03-06,-2.5
2007-03-07,23.0769
2007-03-26,-97.9167
2007-03-29,3100.0
2007-03-30,25.0
2007-04-04,-97.5
2007-04-05,3900.0
2007-04-10,-80.0
2007-04-11,0.0
2007-04-13,300.0
2007-04-16,-25.0
2007-04-27,-4.1667
2007-04-30,-30.4348
2007-05-01,-25.0
2007-05-02,-33.3333
2007-05-09,12.5
2007-05-10,-55.5556
2007-05-16,200.0
2007-05-21,-66.6667
2007-05-22,0.0
2007-05-30,-25.0
2007-06-11,33.3333
2007-06-13,0.0
2007-06-14,0.0
2007-06-18,-37.5
2007-06-19,0.0
2007-06-26,60.0
2007-06-28,-37.5
2007-07-03,160.0
2007-07-05,-38.4615
2007-07-13,-37.5
2007-07-23,-40.0
2007-07-25,966.6667
2007-07-26,-90.625
2007-07-27,0.0
2007-07-30,0.0
2007-08-03,0.0
2007-08-16,0.0
2007-08-17,66.6667
2007-08-20,0.0
2007-08-23,-60.0
2007-09-07,300.0
2007-09-13,-75.0
2007-09-14,150.0
2007-09-17,-60.0
2007-09-20,0.0
2007-10-10,0.0
2007-10-24,0.0
2007-10-29,0.0
2007-10-30,300.0
2007-11-01,-25.0
2007-11-06,-50.0
2007-11-08,-33.3333
2007-11-16,50.0
2007-11-27,-33.3333
2007-11-28,0.0
2007-12-13,0.0
2007-12-18,0.0
2007-12-20,0.0
2007-12-21,0.0
2007-12-24,0.0
2007-12-26,0.0
2007-12-27,0.0
2008-01-07,0.0
2008-01-15,0.0
2008-02-21,50.0
2008-02-25,166.6667
2008-02-26,25.0
2008-02-28,10.0
2008-03-05,-85.4545
2008-04-14,25.0
2008-06-20,0.0
2008-07-25,0.0
2008-08-12,0.0
2008-09-15,0.0
2009-06-09,0.0
2009-12-23,0.0
2010-10-01,0.0
2010-12-20,0.0
2011-03-01,0.0
2012-01-04,0.0
2012-03-19,0.0
2012-07-12,0.0
2012-07-26,0.0
2012-08-23,0.0
2012-09-25,0.0
2012-10-08,0.0
2013-08-21,0.0
2013-10-02,0.0
2014-04-10,0.0
2014-11-10,0.0
2014-11-17,-92.0
2014-12-23,1150.0
2014-12-30,0.0
2015-06-01,-99.998
