ticker,EASB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-06,5.8824
2000-01-21,11.1111
2000-02-07,10.0
2000-02-08,9.0909
2000-02-15,0.0
2000-02-18,0.0
2000-03-03,-8.3333
2000-03-07,0.0
2000-03-27,0.0
2000-03-28,0.0
2000-03-29,2.2727
2000-05-05,-2.2222
2000-05-08,0.0
2000-06-01,-4.5455
2000-06-26,1.1905000000000001
2000-06-29,-1.1764999999999999
2000-07-03,0.0
2000-07-25,0.0
2000-09-27,-3.5714
2000-09-28,0.0
2000-10-02,4.9383
2000-10-04,-4.7059
2000-10-05,11.1111
2000-10-11,-8.0889
2000-10-12,-2.0793
2000-10-17,3.7037
2000-10-18,0.5952
2000-11-02,-4.142
2000-11-03,0.0
2000-11-07,18.5185
2000-11-10,-11.9792
2000-11-15,-4.142
2000-11-30,1.8519
2001-02-20,-6.6667
2001-02-21,6.4935
2001-02-23,-6.0976
2001-02-26,5.0
2001-02-28,-1.0513
2001-03-14,1.0625
2001-03-22,-1.0513
2001-05-01,-8.7
2001-05-04,5.6955
2001-05-07,2.0725
2001-05-14,-7.3096
2001-05-17,0.2191
2001-05-23,0.0
2001-05-24,4.918
2001-05-30,6.25
2001-06-06,-0.4902
2001-06-27,0.9852
2001-07-27,0.0
2001-08-07,7.3171
2001-08-10,0.0
2001-08-21,-6.8182
2001-08-23,-0.9756
2001-09-04,0.4926
2001-09-06,7.8431
2001-09-24,-7.2727
2001-09-26,0.0
2001-09-27,0.0
2001-09-28,5.3922
2002-01-24,-4.6512
2002-01-25,0.0
2002-01-29,4.878
2002-04-03,-2.3810000000000002
2002-04-08,2.439
2002-04-09,-1.9048
2002-05-17,4.878
2002-06-11,-0.4651
2002-06-14,0.2336
2002-06-17,-1.1655
2002-06-21,1.8868
2002-06-26,0.9259
2002-07-08,-2.2936
2002-08-07,5.1887
2002-08-20,-2.6906
2002-08-21,0.0
2002-08-27,1.8433000000000002
2002-09-10,0.4525
2002-09-12,0.4505
2002-09-16,-1.7936999999999999
2002-10-31,0.4587
2002-11-05,3.1963
2002-11-06,-3.0973
2002-11-11,2.2831
2002-12-05,2.6786
2002-12-06,0.0
2002-12-09,0.0
2002-12-16,0.0
2002-12-19,0.0
2002-12-31,0.0
2003-01-13,-3.0435
2003-01-23,3.1390000000000002
2003-02-07,3.0568
2003-04-25,14.1949
2003-05-06,6.5177
2003-05-08,3.4965
2003-05-16,0.0
2003-06-09,-2.3649
2003-06-18,-16.263
2003-06-24,9.5041
2003-07-29,-4.5283
2003-07-30,2.7778
2003-09-15,1.1583
2003-10-17,9.1603
2003-10-21,1.049
2003-10-23,-6.2284
2003-10-31,3.7037
2003-11-03,0.7143
2003-11-18,0.7092
2003-12-05,0.0
2003-12-08,17.9577
2003-12-09,0.0
2003-12-11,1.4925
2003-12-12,8.8235
2003-12-16,-11.9459
2003-12-17,11.2339
2003-12-18,3.2009
2003-12-19,-3.7433
2003-12-22,0.0
2003-12-23,-6.4444
2003-12-26,-0.8314
2003-12-31,4.7904
2004-01-02,-2.8571
2004-01-06,0.0
2004-01-07,-1.1764999999999999
2004-01-09,0.0
2004-01-20,-1.0714
2004-01-21,1.2034
2004-01-23,1.0702
2004-01-28,-2.3529
2004-02-05,1.2085
2004-02-06,0.0
2004-02-11,-1.194
2004-02-12,0.0
2004-02-13,0.0
2004-02-18,0.0
2004-02-27,0.0
2004-03-01,1.2085
2004-03-02,0.0
2004-03-03,-1.194
2004-03-04,0.0
2004-03-08,0.0
2004-03-11,5.136
2004-03-12,-1.7241
2004-03-22,-3.2164
2004-03-29,0.3021
2004-04-15,-0.3012
2004-04-21,1.2085
2004-04-30,10.7784
2004-05-04,-6.7568
2004-05-14,0.0
2004-05-20,0.0
2004-06-02,-1.4493
2004-06-04,-4.7059
2004-06-07,3.3951000000000002
2004-06-08,1.4925
2004-06-09,1.4706000000000001
2004-06-10,0.0
2004-06-16,-4.3478
2004-06-21,-1.5152
2004-11-12,-0.3086
2005-02-09,4.644
2006-09-29,47.929
2006-10-02,0.0
2006-10-03,0.0
2006-10-11,0.0
2006-10-12,0.0
2006-10-18,0.0
2007-06-27,100.0
2007-10-31,70.0
