ticker,EXHI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-10,700.0
2000-01-19,75.0
2000-01-20,28.5714
2000-01-21,-77.7778
2000-02-16,100.0
2000-02-17,25.0
2000-02-25,140.0
2000-02-28,0.0
2000-02-29,0.0
2000-03-01,0.0
2000-03-03,25.0
2000-03-06,60.0
2000-03-07,0.0
2000-03-08,-16.6667
2000-03-09,-35.0
2000-03-10,0.0
2000-03-14,23.0769
2000-03-15,12.5
2000-03-23,-27.7778
2000-03-29,0.0
2000-04-03,-38.4615
2000-04-05,-50.0
2000-04-07,125.0
2000-04-10,11.1111
2000-04-11,0.0
2000-04-12,-50.0
2000-04-13,-20.0
2000-04-20,0.0
2000-04-25,-25.0
2000-05-09,100.0
2000-05-23,-50.0
2000-06-06,100.0
2000-06-20,-50.0
2000-06-21,60.0
2000-07-18,-47.9167
2000-07-19,0.0
2000-07-20,0.0
2000-07-25,0.0
2000-08-11,0.0
2000-08-30,0.0
2000-10-02,111.2
2000-10-18,-52.6515
2000-10-20,0.0
2000-10-30,0.0
2000-10-31,0.0
2000-11-02,-20.0
2000-11-03,-50.0
2000-11-13,0.0
2000-11-29,200.0
2000-11-30,-66.6667
2000-12-06,0.0
2000-12-18,0.0
2000-12-29,0.0
2001-01-12,0.0
2001-01-24,0.0
2001-02-26,-84.0
2001-07-20,0.0
2001-08-15,100.0
2001-09-17,0.0
2001-12-04,100.0
2001-12-27,-50.0
2001-12-28,0.0
2002-01-02,0.0
2002-07-10,0.0
2002-08-29,-50.0
2002-09-05,400.0
2002-10-11,-80.0
2002-11-25,-98.75
2002-12-10,7900.0
2003-01-21,0.0
2003-02-18,0.0
2003-06-12,0.0
2004-06-23,0.0
2004-09-23,-68.0
2004-09-28,-56.25
2004-09-29,-28.5714
2004-10-04,40.0
2004-10-29,-14.2857
2004-11-18,16.6667
2004-12-17,0.0
2005-01-07,-14.2857
2005-01-18,0.0
2005-01-28,-33.3333
2005-02-01,-37.5
2005-02-18,-20.0
2005-07-06,450.0
2005-07-07,-63.6364
2005-07-12,0.0
2005-07-14,0.0
2005-07-18,0.0
2005-07-19,0.0
2005-08-10,0.0
2005-08-15,75.0
2005-08-16,0.0
2005-08-18,-21.4286
2005-08-19,27.2727
2005-08-23,-57.1429
2005-08-25,16.6667
2005-08-31,-14.2857
2005-09-01,0.0
2005-09-08,0.0
2005-09-29,-76.3392
2005-12-09,-52.0
2005-12-13,-8.3333
2005-12-14,0.0
2005-12-16,-9.0909
