ticker,TRHC US Equity
2017-02-17,-1.1613
2017-02-21,-1.1097
2017-02-22,-1.3201
2017-02-23,0.0669
2017-02-24,-1.4706000000000001
2017-02-27,0.2035
2017-02-28,-4.0623
2017-03-01,-0.8469
2017-03-02,0.2847
2017-03-03,-0.7807
2017-03-06,-1.7167
2017-03-07,1.4556
2017-03-08,-1.8651
2017-03-09,-2.0468
2017-03-10,2.8358
2017-03-13,2.1771
2017-03-14,-9.8722
2017-03-15,2.8369
2017-03-16,0.9195
2017-03-17,1.7464
2017-03-20,-2.7612
2017-03-21,0.2302
2017-03-22,1.6844999999999999
2017-03-23,1.1295
2017-03-24,0.968
2017-03-27,-2.5811
2017-03-28,1.2112
2017-03-29,0.8975
2017-03-30,-0.2224
2017-03-31,0.1486
2017-04-03,-2.2255
2017-04-04,0.8346
2017-04-05,-3.386
2017-04-06,2.8816
2017-04-07,-1.0598
2017-04-10,1.3772
2017-04-11,1.8868
2017-04-12,-0.8148
2017-04-13,-0.224
2017-04-17,-1.7216
2017-04-18,0.1523
2017-04-19,-0.1521
2017-04-20,2.7418
2017-04-21,-3.4840999999999998
2017-04-24,3.0722
2017-04-25,-3.2787
2017-04-26,3.0046
2017-04-27,0.2992
2017-04-28,0.522
2017-05-01,-1.7062
2017-05-02,0.3019
2017-05-03,0.0752
2017-05-04,-0.2256
2017-05-05,-0.1507
2017-05-08,0.6792
2017-05-09,-0.6747
2017-05-10,0.0
2017-05-11,-2.6414999999999997
2017-05-12,-1.938
2017-05-15,-1.0277
2017-05-16,-1.5175999999999998
2017-05-17,-3.0008
2017-05-18,-1.3378
2017-05-19,1.1017
2017-05-22,1.8441
2017-05-23,7.9012
2017-05-24,3.3562
2017-05-25,-3.321
2017-05-26,2.6718
2017-05-30,-1.1896
2017-05-31,-0.301
2017-06-01,4.6792
2017-06-02,4.8306000000000004
2017-06-05,-4.608
2017-06-06,0.4326
2017-06-07,-0.2154
2017-06-08,1.5108000000000001
2017-06-09,1.63
2017-06-12,1.046
2017-06-13,-1.2422
2017-06-14,-3.0049
2017-06-15,-0.5764
2017-06-16,-1.8841
2017-06-19,1.9941
2017-06-20,1.3034
2017-06-21,1.787
2017-06-22,2.6685
2017-06-23,-0.7524
2017-06-26,3.8594
2017-06-27,-2.7206
2017-06-28,0.5457
2017-06-29,2.8494
2017-06-30,-0.7256
2017-07-03,-0.2658
2017-07-05,1.2658
2017-07-06,2.1711
2017-07-07,0.1288
2017-07-10,0.0
2017-07-11,-2.0579
2017-07-12,1.7072
2017-07-13,-2.5823
2017-07-14,-0.5302
2017-07-17,0.2665
2017-07-18,-2.4585
2017-07-19,-3.951
2017-07-20,-3.7589
2017-07-21,-1.916
2017-07-24,3.1555
2017-07-25,2.4035
2017-07-26,1.9915
2017-07-27,2.5105
2017-07-28,0.5442
2017-07-31,5.548
2017-08-01,-1.5385
2017-08-02,-1.1719
2017-08-03,-4.0843
2017-08-04,1.3049
2017-08-07,0.7458
2017-08-08,17.2275
2017-08-09,-2.4684
2017-08-10,-0.1177
2017-08-11,-0.4125
2017-08-14,0.5325
2017-08-15,4.0612
2017-08-16,-2.0362
2017-08-17,-0.0577
2017-08-18,2.6574
2017-08-21,9.4541
2017-08-22,1.0283
2017-08-23,1.7303
2017-08-24,-0.05
2017-08-25,-0.6507
2017-08-28,1.8136
2017-08-29,8.0653
2017-08-30,4.1667
2017-08-31,-0.0879
2017-09-01,-2.5517
2017-09-05,0.0451
2017-09-06,0.6318
2017-09-07,-5.426
2017-09-08,3.1769
2017-09-11,-0.6893
2017-09-12,1.8973
2017-09-13,8.0836
2017-09-14,-2.2689
2017-09-15,8.0396
2017-09-18,3.7405
2017-09-19,-0.1151
2017-09-20,-1.4593
2017-09-21,1.4419
2017-09-22,-0.7683
2017-09-25,0.9679
2017-09-26,6.5951
2017-09-27,0.036
2017-09-28,-3.0205
2017-09-29,-0.8528
2017-10-02,2.73
2017-10-03,0.8737
2017-10-04,-0.9022
2017-10-05,-1.5659
2017-10-06,2.2198
2017-10-09,-2.2077
2017-10-10,0.8882
2017-10-11,0.0367
2017-10-12,0.8434
2017-10-13,-1.4909
2017-10-16,-10.299
2017-10-17,10.4527
2017-10-18,-2.459
2017-10-19,0.3056
2017-10-20,0.8759
2017-10-23,-1.6233
2017-10-24,1.8418999999999999
2017-10-25,1.2057
2017-10-26,-2.6433
2017-10-27,0.8413
2017-10-30,0.0758
2017-10-31,9.4354
2017-11-01,-7.0983
2017-11-02,3.8017
2017-11-03,1.4722
2017-11-06,0.0
2017-11-07,5.8033
2017-11-08,-3.01
2017-11-09,0.2414
2017-11-10,-3.44
2017-11-13,3.5981
2017-11-14,9.4223
2017-11-15,-1.697
2017-11-16,10.8056
2017-11-17,-0.3462
2017-11-20,0.0
2017-11-21,3.4453
2017-11-22,-0.7557
2017-11-24,2.7355
2017-11-27,-1.7292999999999998
2017-11-28,0.0279
2017-11-29,-3.1835
2017-11-30,0.0577
2017-12-01,-1.4125
2017-12-04,-4.5322
2017-12-05,-11.1792
2017-12-06,-5.1379
2017-12-07,4.0712
2017-12-08,-0.1048
2017-12-11,-0.035
2017-12-12,-2.5533
2017-12-13,-0.3589
2017-12-14,1.3329
2017-12-15,0.1066
2017-12-18,4.7585
2017-12-19,-0.1017
2017-12-20,0.1357
2017-12-21,0.9827
2017-12-22,-1.3758
2017-12-26,-1.4291
2017-12-27,-0.2761
2017-12-28,-1.2115
2017-12-29,-1.7168999999999999
2018-01-02,4.2781
2018-01-03,-0.2393
2018-01-04,12.3715
2018-01-05,0.8844
2018-01-08,0.5441
2018-01-09,-0.3307
2018-01-10,-0.8748
2018-01-11,0.913
2018-01-12,-0.6333
2018-01-16,-0.2731
2018-01-17,2.465
2018-01-18,1.3959
2018-01-19,-0.6737
2018-01-22,-1.2386
2018-01-23,6.0018
2018-01-24,-0.3662
2018-01-25,0.5372
2018-01-26,0.8436
2018-01-29,0.0
2018-01-30,0.0558
2018-01-31,-0.1394
2018-02-01,-0.3349
2018-02-02,-2.8003
2018-02-05,-0.9507
2018-02-06,1.8325
2018-02-07,-0.7426
2018-02-08,-3.9424
2018-02-09,-1.8274
2018-02-12,4.3943
2018-02-13,4.7647
2018-02-14,6.0826
2018-02-15,-1.9989
2018-02-16,-1.7982
2018-02-20,-4.6461
2018-02-21,-1.605
2018-02-22,-6.0588
2018-02-23,0.7132
2018-02-26,0.4926
2018-02-27,-0.0306
2018-02-28,-0.9807
2018-03-01,-1.6713
2018-03-02,7.6487
2018-03-05,3.8012
2018-03-06,1.1831
2018-03-07,0.3341
2018-03-08,2.8302
2018-03-09,-1.4031
2018-03-12,3.4483
2018-03-13,-7.0899
2018-03-14,2.6196
2018-03-15,-6.7148
2018-03-16,6.4247
2018-03-19,-1.1179000000000001
2018-03-20,7.9706
2018-03-21,0.6021
2018-03-22,3.2006
2018-03-23,-0.3782
2018-03-26,4.3533
2018-03-27,-4.2202
2018-03-28,0.7344
2018-03-29,-2.4635
2018-04-02,-1.5206
2018-04-03,-4.2397
2018-04-04,-0.4373
2018-04-05,6.8899
2018-04-06,0.6163
2018-04-09,-4.3389
2018-04-10,4.4824
2018-04-11,3.856
2018-04-12,0.1967
2018-04-13,-1.9877
2018-04-16,1.5774
2018-04-17,1.9965000000000002
2018-04-18,-1.0391
2018-04-19,1.8315000000000001
2018-04-20,-1.7026
2018-04-23,1.2442
2018-04-24,-3.8313
2018-04-25,-0.4009
2018-04-26,2.0126
2018-04-27,1.0604
2018-04-30,0.0244
2018-05-01,2.8544
2018-05-02,-1.9924
2018-05-03,-0.3146
2018-05-04,3.9815
2018-05-07,0.2101
2018-05-08,0.3029
2018-05-09,8.4785
2018-05-10,0.0
2018-05-11,1.0921
2018-05-14,2.5629999999999997
2018-05-15,0.3924
2018-05-16,0.9875
2018-05-17,2.6482
2018-05-18,1.9647000000000001
2018-05-21,-2.2965999999999998
2018-05-22,-1.6932
2018-05-23,4.2351
2018-05-24,3.0327
2018-05-25,-1.4527999999999999
2018-05-29,0.7084
2018-05-30,2.7376
2018-05-31,0.9437
2018-06-01,-0.6783
2018-06-04,-0.2399
2018-06-05,4.0148
2018-06-06,-2.1523
2018-06-07,-6.926
2018-06-08,6.2109
2018-06-11,0.4413
2018-06-12,7.3233
2018-06-13,3.8895
2018-06-14,-1.4285999999999999
2018-06-15,-0.4331
2018-06-18,2.2587
2018-06-19,0.6872
2018-06-20,1.2025000000000001
2018-06-21,-1.5575
2018-06-22,0.8481
2018-06-25,-1.3747
2018-06-26,5.6904
2018-06-27,-2.3274
2018-06-28,1.6839
2018-06-29,-0.2812
2018-07-02,3.3997
2018-07-03,0.9545
2018-07-05,3.0017
2018-07-06,-0.3206
2018-07-09,0.3216
2018-07-10,-4.5753
2018-07-11,-0.4886
2018-07-12,1.8567
2018-07-13,0.3465
2018-07-16,1.8014999999999999
2018-07-17,-3.5098000000000003
2018-07-18,-0.7489
2018-07-19,3.8959
2018-07-20,-0.1186
2018-07-23,-0.371
2018-07-24,-5.3321
2018-07-25,1.6677
2018-07-26,0.4024
2018-07-27,-6.4581
2018-07-30,-6.492
2018-07-31,2.6256
2018-08-01,0.3949
2018-08-02,1.4195
2018-08-03,1.7368999999999999
2018-08-06,2.5195
2018-08-07,-1.3580999999999999
2018-08-08,5.6056
2018-08-09,2.1108
2018-08-10,0.6992
2018-08-13,3.8792
2018-08-14,3.9233000000000002
2018-08-15,-0.5733
2018-08-16,2.25
2018-08-17,0.2751
2018-08-20,2.798
2018-08-21,4.5097000000000005
2018-08-22,0.9064
2018-08-23,3.1883
2018-08-24,2.1824
2018-08-27,1.0919
2018-08-28,-1.8516
2018-08-29,1.8260999999999998
2018-08-30,3.076
2018-08-31,1.0139
2018-09-04,3.3991
2018-09-05,-9.3326
2018-09-06,2.1414
2018-09-07,0.0
2018-09-10,5.277
2018-09-11,1.1202
2018-09-12,-2.775
2018-09-13,-2.4744
2018-09-14,-2.0887000000000002
2018-09-17,-5.7732
2018-09-18,2.2512
2018-09-19,-3.0398
2018-09-20,0.8644
2018-09-21,-0.4477
2018-09-24,3.3149
2018-09-25,0.6964
2018-09-26,-1.8649
2018-09-27,-0.5789
2018-09-28,2.7721999999999998
2018-10-01,-3.7566
2018-10-02,-2.6619
2018-10-03,1.1964
2018-10-04,-3.4429
2018-10-05,1.6416
2018-10-08,-4.0641
2018-10-09,5.1746
2018-10-10,-0.551
2018-10-11,-3.1794000000000002
2018-10-12,1.349
2018-10-15,2.6889
2018-10-16,6.1142
2018-10-17,0.5059
2018-10-18,-1.9151
2018-10-19,-4.6809
2018-10-22,5.0026
2018-10-23,0.8378
2018-10-24,-12.6984
2018-10-25,-2.4574
2018-10-26,-2.3154
2018-10-29,2.4747
2018-10-30,4.4079
2018-10-31,2.9398999999999997
2018-11-01,5.2382
2018-11-02,0.1415
2018-11-05,-4.4696
2018-11-06,-9.559
2018-11-07,11.3869
2018-11-08,-1.4947
2018-11-09,-1.1516
2018-11-12,-10.5948
2018-11-13,-0.7205
2018-11-14,-3.042
2018-11-15,6.466
2018-11-16,-0.4188
2018-11-19,-10.0496
2018-11-20,3.3901
2018-11-21,3.2143
2018-11-23,2.2379
2018-11-26,5.2043
2018-11-27,0.5383
2018-11-28,6.1505
2018-11-29,2.2222
2018-11-30,0.6668
2018-12-03,1.1526
2018-12-04,-5.1997
2018-12-06,1.5335999999999999
2018-12-07,-3.2658
2018-12-10,1.5614
2018-12-11,4.446
2018-12-12,-1.2067
2018-12-13,1.4899
2018-12-14,-7.3535
2018-12-17,-9.6074
2018-12-18,-1.216
2018-12-19,2.4301
2018-12-20,-6.6334
2018-12-21,-3.1929
2018-12-24,-3.4018
2018-12-26,9.689
2018-12-27,0.8963
2018-12-28,0.4684
2018-12-31,2.508
2019-01-02,-3.9837
2019-01-03,-6.2888
2019-01-04,6.798
2019-01-07,5.7287
2019-01-08,2.2538
2019-01-09,-0.0755
2019-01-10,-0.2568
2019-01-11,-0.0303
2019-01-14,-7.1212
2019-01-15,5.938
2019-01-16,4.8044
2019-01-17,-0.1029
2019-01-18,0.6472
2019-01-22,-3.3026
2019-01-23,-5.2743
2019-01-24,-2.5366999999999997
2019-01-25,2.0789
2019-01-28,-6.3021
2019-01-29,-3.2004
2019-01-30,-0.9017
2019-01-31,7.5468
2019-02-01,-4.6284
2019-02-04,-1.1132
2019-02-05,3.2366
2019-02-06,-3.9019
2019-02-07,-6.4007
2019-02-08,0.0379
2019-02-11,2.1776
2019-02-12,2.9096
2019-02-13,-2.071
2019-02-14,1.3792
2019-02-15,5.1515
2019-02-19,-2.8808
2019-02-20,2.0426
2019-02-21,-2.2106
2019-02-22,3.2396
2019-02-25,1.2586
2019-02-26,-0.3235
2019-02-27,0.4271
2019-02-28,-6.2596
2019-03-01,5.1896
2019-03-04,-1.8285
2019-03-05,-3.7779
2019-03-06,5.0037
2019-03-07,-0.087
2019-03-08,1.5318
2019-03-11,7.389
2019-03-12,-1.3729
2019-03-13,-0.6636
2019-03-14,0.8147
2019-03-15,-5.8995
2019-03-18,1.1852
2019-03-19,2.3765
2019-03-20,0.0166
2019-03-21,7.6592
2019-03-22,-8.1614
2019-03-25,-0.6707
2019-03-26,0.8271
2019-03-27,-5.6754999999999995
2019-03-28,-0.9762
2019-03-29,1.1292
2019-04-01,-4.3602
2019-04-02,2.4463
2019-04-03,3.2019
2019-04-04,-3.7336
2019-04-05,-0.0546
2019-04-08,0.6376
2019-04-09,-0.9051
2019-04-10,3.9642
2019-04-11,-1.0192
2019-04-12,-0.6036
2019-04-15,-0.5001
2019-04-16,-2.9079
2019-04-17,-8.1346
2019-04-18,-1.5697
2019-04-22,1.3902999999999999
2019-04-23,3.1861
2019-04-24,2.0715
2019-04-25,0.1149
2019-04-26,2.0845
2019-04-29,2.0982
2019-04-30,-2.2752
2019-05-01,-1.3519
2019-05-02,1.1991
2019-05-03,3.9872
2019-05-06,1.7363
2019-05-07,-6.3111
2019-05-08,-1.3283
2019-05-09,-7.7308
2019-05-10,-2.4802
2019-05-13,-5.4499
2019-05-14,5.0181
2019-05-15,2.669
2019-05-16,0.7338
2019-05-17,-4.1831
2019-05-20,-0.1086
2019-05-21,2.7615
2019-05-22,-1.7986
2019-05-23,-7.7139
2019-05-24,2.3348
2019-05-28,2.1446
2019-05-29,-0.9381
2019-05-30,-0.3382
2019-05-31,2.1946
2019-06-03,-4.6048
2019-06-04,-0.2089
2019-06-05,-3.6744
2019-06-06,5.8184000000000005
2019-06-07,0.0684
2019-06-10,1.5048
2019-06-11,1.8643
2019-06-12,6.9901
2019-06-13,-4.6373
2019-06-14,2.7231
2019-06-17,1.5569
2019-06-18,1.8024
2019-06-19,6.3289
2019-06-20,2.7751
2019-06-21,-0.5028
2019-06-24,-5.1656
2019-06-25,-2.684
2019-06-26,-3.3056
2019-06-27,3.2508
2019-06-28,1.4219
2019-07-01,0.8812
2019-07-02,-2.9978
2019-07-03,2.9063
2019-07-05,2.148
2019-07-08,-0.2921
2019-07-09,2.5776
2019-07-10,2.0369
2019-07-11,0.8022
2019-07-12,0.4072
2019-07-15,1.2903
2019-07-16,-2.9663
2019-07-17,2.6257
2019-07-18,0.7675
2019-07-19,-0.6529
2019-07-22,1.0405
2019-07-23,-0.5059
2019-07-24,4.122
2019-07-25,-2.8253
2019-07-26,3.2843
2019-07-29,-0.8341
2019-07-30,3.9074999999999998
2019-07-31,1.6358000000000001
2019-08-01,-0.9789
2019-08-02,-5.5462
2019-08-05,0.1774
2019-08-06,1.4167
2019-08-07,-3.9986
2019-08-08,7.8392
2019-08-09,7.067
2019-08-12,4.1588
2019-08-13,-2.5257
2019-08-14,-2.3739
2019-08-15,-1.8117999999999999
2019-08-16,4.3218
2019-08-19,-1.4119
2019-08-20,-0.063
2019-08-21,2.252
2019-08-22,-3.3575
2019-08-23,-3.1554
2019-08-26,2.6329000000000002
2019-08-27,-5.8201
2019-08-28,1.4641
2019-08-29,-3.2886
2019-08-30,-1.4573
2019-09-03,2.8345000000000002
2019-09-04,-0.7704
2019-09-05,0.2761
2019-09-06,-0.9119
2019-09-09,-7.345
2019-09-10,1.443
2019-09-11,2.5679
2019-09-12,-0.5764
2019-09-13,1.0688
2019-09-16,2.1509
2019-09-17,1.9125999999999999
2019-09-18,-4.8726
2019-09-19,-1.2851
2019-09-20,4.3821
2019-09-23,2.5646
2019-09-24,-0.9248
2019-09-25,-0.6223
2019-09-26,-1.6872
2019-09-27,-3.0786
2019-09-30,0.2921
2019-10-01,-0.4368
2019-10-02,-6.7824
2019-10-03,3.2359
2019-10-04,3.4005
2019-10-07,0.5879
2019-10-08,-4.8311
2019-10-09,-1.3721999999999999
2019-10-10,0.2724
2019-10-11,-0.2911
2019-10-14,-1.9851999999999999
2019-10-15,3.4948
2019-10-16,-1.0553
2019-10-17,-0.8726
2019-10-18,-4.3036
2019-10-21,1.3696
2019-10-22,-0.1815
2019-10-23,-0.6465
2019-10-24,2.6637
2019-10-25,-2.4757
2019-10-28,3.8993
2019-10-29,1.9546999999999999
2019-10-30,-0.5752
2019-10-31,-1.774
2019-11-01,0.6086
2019-11-04,-2.6927
2019-11-05,1.8448
2019-11-06,0.3544
2019-11-07,-1.8050000000000002
2019-11-08,-8.2118
2019-11-11,-8.2717
2019-11-12,-2.6814999999999998
2019-11-13,3.048
2019-11-14,-2.8396
2019-11-15,2.6547
2019-11-18,-3.3689
2019-11-19,1.5713
2019-11-20,4.5202
2019-11-21,-3.6309
2019-11-22,2.8318
2019-11-25,2.1704
2019-11-26,1.5989
2019-11-27,0.045
2019-11-29,0.2472
2019-12-02,-2.2416
2019-12-03,0.5962
2019-12-04,1.7324000000000002
2019-12-05,-6.7219
2019-12-06,2.3301
2019-12-09,-5.2113
2019-12-10,-1.3373
2019-12-11,-2.5853
2019-12-12,-1.546
2019-12-13,-0.0262
2019-12-16,5.3141
2019-12-17,3.7534
2019-12-18,4.8395
2019-12-19,1.9424000000000001
2019-12-20,4.3712
2019-12-23,2.384
2019-12-24,-0.5244
2019-12-26,3.3319
2019-12-27,1.5918
2019-12-30,-1.7075
2019-12-31,-0.5109
2020-01-02,-0.6574
2020-01-03,-2.7502
2020-01-06,2.2751
2020-01-07,-0.4574
2020-01-08,0.3342
2020-01-09,-1.4988000000000001
2020-01-10,2.3669000000000002
2020-01-13,0.5058
2020-01-14,3.2967
2020-01-15,2.1673999999999998
2020-01-16,-0.0779
2020-01-17,6.8952
2020-01-21,-0.1822
2020-01-22,4.0708
2020-01-23,0.2807
2020-01-24,-7.2765
2020-01-27,1.6223
2020-01-28,2.339
2020-01-29,1.2516
2020-01-30,0.8957
2020-01-31,3.1072
2020-02-03,2.3764
2020-02-04,2.7418
2020-02-05,1.0642
2020-02-06,0.7938
2020-02-07,-0.3697
2020-02-10,1.0163
2020-02-11,1.2616
2020-02-12,2.0344
2020-02-13,-0.6801
2020-02-14,0.1867
2020-02-18,0.1553
2020-02-19,4.6991
2020-02-20,-0.1037
2020-02-21,2.6097
2020-02-24,-1.5896
2020-02-25,-6.0793
2020-02-26,-0.469
2020-02-27,-10.289
2020-02-28,-1.6459000000000001
2020-03-02,-4.8424
2020-03-03,-2.6567
2020-03-04,3.6710000000000003
2020-03-05,1.2421
2020-03-06,-4.7977
2020-03-09,-4.5009
2020-03-10,-1.994
2020-03-11,-5.7131
2020-03-12,-15.6931
2020-03-13,12.9524
2020-03-16,-17.3037
2020-03-17,14.4201
2020-03-18,2.2013
2020-03-19,2.1775
2020-03-20,3.104
2020-03-23,0.2247
2020-03-24,18.8074
2020-03-25,-2.2453
2020-03-26,2.3934
2020-03-27,-3.525
2020-03-30,5.51
2020-03-31,-3.1667
2020-04-01,-8.7588
2020-04-02,4.213
2020-04-03,-2.1923
2020-04-06,7.1149000000000004
2020-04-07,-4.2235
2020-04-08,-2.7661
2020-04-09,9.4001
2020-04-13,3.6555
2020-04-14,6.3625
2020-04-15,-6.8364
2020-04-16,3.7608
2020-04-17,0.6542
2020-04-20,5.2169
2020-04-21,1.7863
2020-04-22,-3.9364
2020-04-23,3.6879
2020-04-24,0.2305
2020-04-27,2.3657
2020-04-28,-0.3531
2020-04-29,3.6077
2020-04-30,-1.5389
2020-05-01,-5.2573
2020-05-04,-6.4489
2020-05-05,1.8525
2020-05-06,3.9
2020-05-07,4.4774
2020-05-08,-5.2521
2020-05-11,-1.0542
2020-05-12,-5.0868
2020-05-13,1.032
2020-05-14,2.7778
2020-05-15,2.3365
2020-05-18,3.5781
2020-05-19,-3.948
2020-05-20,0.8221
2020-05-21,1.308
2020-05-22,-0.6539
2020-05-26,-0.1857
2020-05-27,7.3047
2020-05-28,-10.2269
2020-05-29,-6.2138
2020-06-01,0.2807
2020-06-02,4.5166
2020-06-03,3.6607
2020-06-04,-0.3101
2020-06-05,-0.121
2020-06-08,5.4671
2020-06-09,-4.2651
2020-06-10,-4.2495
2020-06-11,-5.6729
2020-06-12,0.8537
2020-06-15,5.8503
2020-06-16,3.4477
2020-06-17,-1.9756
2020-06-18,0.0
2020-06-19,1.6474
2020-06-22,4.2414
2020-06-23,0.6947
2020-06-24,-4.8292
2020-06-25,-0.7594
2020-06-26,-5.1478
2020-06-29,-1.5768
2020-06-30,1.956
2020-07-01,-0.9318
2020-07-02,5.2195
2020-07-06,4.1017
2020-07-07,-7.7959
2020-07-08,1.5888
2020-07-09,3.002
2020-07-10,2.007
2020-07-13,-4.876
2020-07-14,-0.6835
2020-07-15,6.1572
2020-07-16,-1.5694
2020-07-17,0.5893
2020-07-20,0.672
2020-07-21,-2.0537
2020-07-22,-0.1223
2020-07-23,-0.3324
2020-07-24,-1.7378
2020-07-27,0.2322
2020-07-28,-1.1941
2020-07-29,0.7756
2020-07-30,1.0202
2020-07-31,-0.4252
