ticker,PRTA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-12-24,-5.5556
2012-12-26,0.0
2012-12-27,1.4706000000000001
2012-12-28,-0.4348
2012-12-31,6.6958
2013-01-02,-4.502
2013-01-03,-2.4286
2013-01-04,-4.0996
2013-01-07,-3.9695
2013-01-08,-4.6105
2013-01-09,0.6667
2013-01-10,0.9934
2013-01-11,5.4098
2013-01-14,0.4666
2013-01-15,-3.096
2013-01-16,-4.6326
2013-01-17,-2.1776
2013-01-18,5.1370000000000005
2013-01-22,-2.9316
2013-01-23,0.8389
2013-01-24,-0.1664
2013-01-25,1.8333
2013-01-28,-0.982
2013-01-29,1.3223
2013-01-30,-1.3051
2013-01-31,-0.6612
2013-02-01,7.1547
2013-02-04,2.9503
2013-02-05,-1.81
2013-02-06,2.9186
2013-02-07,-1.194
2013-02-08,-5.287
2013-02-11,-3.1898
2013-02-12,2.8007
2013-02-13,-3.0449
2013-02-14,2.8099
2013-02-15,-3.3762
2013-02-19,1.4975
2013-02-20,2.2951
2013-02-21,1.4423
2013-02-22,3.7915
2013-02-25,-1.0654
2013-02-26,0.7692
2013-02-27,-1.0687
2013-02-28,-4.784
2013-03-01,0.1621
2013-03-04,4.2071
2013-03-05,-2.9503
2013-03-06,0.48
2013-03-07,3.6624
2013-03-08,-1.5361
2013-03-11,2.3401
2013-03-12,0.6098
2013-03-13,-0.4545
2013-03-14,0.761
2013-03-15,-2.719
2013-03-18,3.2609
2013-03-19,-3.0075
2013-03-20,1.8605
2013-03-21,3.1963
2013-03-22,-2.0649
2013-03-25,-2.1084
2013-03-26,1.3846
2013-03-27,0.6829
2013-03-28,0.8289
2013-04-01,0.5232
2013-04-02,-1.71
2013-04-03,-0.1513
2013-04-04,0.6061
2013-04-05,1.8072
2013-04-08,-0.4438
2013-04-09,10.5498
2013-04-10,2.5538
2013-04-11,2.8834
2013-04-12,0.1274
2013-04-15,1.7812000000000001
2013-04-16,-0.875
2013-04-17,-0.6305
2013-04-18,1.7766
2013-04-19,-2.1197
2013-04-22,1.9108
2013-04-23,0.0
2013-04-24,-0.75
2013-04-25,0.3778
2013-04-26,3.8895999999999997
2013-04-29,0.8454
2013-04-30,-1.0778
2013-05-01,-0.6053
2013-05-02,1.0962
2013-05-03,0.1205
2013-05-06,0.8424
2013-05-07,-0.716
2013-05-08,-3.8462
2013-05-09,3.625
2013-05-10,-0.1809
2013-05-13,-0.9063
2013-05-14,1.7073
2013-05-15,-1.0791
2013-05-16,13.0909
