ticker,SPCO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,6.6667
2000-01-04,-3.125
2000-01-05,1.6129
2000-01-06,-3.1746
2000-01-10,0.0
2000-01-11,1.6393
2000-01-12,-1.6129
2000-01-13,1.6393
2000-01-14,-1.6129
2000-01-18,1.6393
2000-01-19,0.0
2000-01-20,1.6129
2000-01-21,4.7619
2000-01-24,6.0606
2000-01-25,4.2857
2000-01-26,-1.3699
2000-01-27,-2.7778
2000-01-28,-5.2571
2000-01-31,4.5455
2000-02-01,7.2464
2000-02-02,-5.4054
2000-02-03,2.8571
2000-02-04,-1.3889
2000-02-07,-1.4085
2000-02-08,0.0
2000-02-09,1.4285999999999999
2000-02-10,1.4085
2000-02-11,0.0
2000-02-14,-5.5556
2000-02-15,0.0
2000-02-16,17.647100000000002
2000-02-17,-2.5
2000-02-18,-5.1282
2000-02-22,0.0
2000-02-23,-2.7027
2000-02-25,0.0
2000-02-29,-1.3889
2000-03-01,1.4085
2000-03-02,-1.3889
2000-03-03,1.4085
2000-03-06,0.0
2000-03-07,2.7778
2000-03-08,-1.3514
2000-03-09,0.0
2000-03-10,-1.3699
2000-03-13,13.8889
2000-03-14,0.0
2000-03-15,-2.439
2000-03-16,-2.5
2000-03-17,2.5641
2000-03-21,-2.5
2000-03-23,2.5641
2000-03-24,-5.0
2000-03-27,0.0
2000-03-28,2.6316
2000-03-29,0.0
2000-03-30,-5.1282
2000-03-31,0.0
2000-04-03,0.0
2000-04-04,-2.7027
2000-04-05,-2.7778
2000-04-06,2.8571
2000-04-10,0.0
2000-04-11,0.0
2000-04-12,11.1111
2000-04-13,-3.75
2000-04-14,-6.4935
2000-04-17,5.5556
2000-04-19,-2.6316
2000-04-24,-2.7027
2000-04-25,2.7778
2000-04-26,-8.1081
2000-04-27,0.0
2000-04-28,0.0
2000-05-01,-2.4706
2000-05-02,6.0606
2000-05-03,-1.4285999999999999
2000-05-05,-13.0435
2000-05-08,6.6667
2000-05-09,0.0
2000-05-10,-3.125
2000-05-11,0.0
2000-05-12,3.2258
2000-05-15,0.0
2000-05-16,3.125
2000-05-17,-6.0606
2000-05-18,3.2258
2000-05-22,0.0
2000-05-23,0.0
2000-05-26,-15.625
2000-05-30,0.0
2000-05-31,7.4074
2000-06-01,0.0
2000-06-02,6.8966
2000-06-05,0.0
2000-06-06,-3.2258
2000-06-07,6.6667
2000-06-08,3.125
2000-06-09,9.0909
2000-06-12,2.7778
2000-06-13,2.7027
2000-06-14,2.6316
