ticker,GLPH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-04-13,16.6667
2014-08-19,-43.7143
2014-08-27,16.7513
2014-08-29,0.0
2014-09-05,2.1739
2014-09-11,2.1277
2014-09-12,0.0
2014-09-16,25.0
2014-09-18,126.6667
2014-09-19,-26.4706
2014-09-22,-28.0
2014-09-23,38.8889
2014-09-24,-36.0
2014-09-25,0.0
2014-09-29,0.0
2014-10-02,0.0
2014-10-03,37.5
2014-10-06,0.0
2014-10-10,0.0
2014-10-20,-27.2727
2014-10-21,37.5
2014-10-22,-29.5455
2014-10-24,41.9355
2014-10-29,-29.5455
2014-11-03,29.0323
2014-11-06,-5.0
2014-11-07,-13.1579
2014-11-10,-21.2121
2014-11-11,7.6923
2014-11-12,-14.2857
2014-11-13,-8.3333
2014-11-14,9.0909
2014-11-17,-8.3333
2014-11-18,-9.0909
2014-11-19,15.0
2014-11-20,-13.0435
2014-11-21,-33.0
2014-11-24,0.2799
2014-11-25,1.3953
2014-11-26,-10.4587
2014-12-01,1.6393
2014-12-02,12.9032
2014-12-03,0.0
2014-12-04,0.0
2014-12-05,-4.4643
2014-12-08,34.5794
2014-12-09,-2.2222
2014-12-10,-3.4091
2014-12-11,-19.852899999999998
2014-12-12,15.9633
2014-12-15,0.0
2014-12-16,-0.1582
2014-12-18,-18.225
2014-12-22,-5.4264
2014-12-23,5.7377
2014-12-26,0.0
2014-12-29,0.0
2014-12-30,-5.4264
2014-12-31,-1.6393
2015-01-02,0.0
2015-01-05,0.0
2015-01-06,13.3333
2015-01-07,-26.4706
2015-01-08,0.0
2015-01-09,-5.0
2015-01-13,-12.6316
2015-01-14,0.0
2015-01-20,-20.4819
2015-01-21,13.2576
2015-01-22,7.0234
2015-01-23,20.0
2015-01-26,4.1667
2015-01-27,-14.0
2015-01-28,23.2558
2015-01-29,22.6415
2015-01-30,-35.1923
2015-02-02,-0.2967
2015-02-03,0.0
2015-02-04,2.3810000000000002
2015-02-05,-11.1919
2015-02-06,0.0
2015-02-09,17.3486
2015-02-10,-23.0126
2015-02-11,24.6377
2015-02-12,8.4302
2015-02-13,13.2708
2015-02-17,-5.3254
2015-02-18,-22.0
2015-02-19,9.1346
2015-02-23,-7.6358
2015-02-24,-20.6677
2015-02-25,12.2244
2015-02-26,13.392900000000001
2015-02-27,32.2835
2015-03-02,-5.9524
2015-03-04,-8.8608
2015-03-05,4.4444
2015-03-06,-14.8936
2015-03-09,0.0
2015-03-11,-11.25
2015-03-13,0.0
