ticker,MDAV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-02-18,900.0
2010-02-22,0.0
2010-04-01,30.0
2010-04-08,7.6923
2010-04-09,42.8571
2010-04-13,-1.0
2010-04-15,11.1111
2010-04-22,13.6364
2010-04-26,0.0
2010-04-29,20.0
2010-04-30,0.0
2010-05-11,0.0
2010-05-13,0.0
2010-05-17,0.0
2010-05-21,0.0
2010-06-25,0.0
2010-06-29,-3.3333
2010-07-15,-24.1379
2010-07-19,0.0
2010-07-20,-4.5455
2010-07-21,-4.7619
2010-07-22,0.0
2010-07-23,0.0
2010-07-26,0.0
2010-07-27,0.0
2010-07-28,11.0
2010-07-29,36.9369
2010-07-30,18.4211
2010-08-02,25.0
2010-08-03,2.2222
2010-08-04,-2.1739
2010-08-05,0.0
2010-08-09,-4.4444
2010-08-10,0.0
2010-08-12,-6.9767
2010-08-13,0.0
2010-08-16,0.0
2010-08-18,0.0
2010-08-20,0.0
2010-08-24,7.5
2010-08-25,-2.3256
2010-08-27,2.3810000000000002
2010-08-31,-16.2791
2010-09-01,0.0
2010-09-02,0.0
2010-09-03,0.0
2010-09-07,11.1111
2010-09-08,-12.5
2010-09-09,13.7143
2010-09-15,-4.5226
2010-09-16,13.1579
2010-09-20,-11.6279
2010-09-23,-10.526299999999999
2010-09-27,-8.8235
2010-09-28,-0.6452
2010-09-29,-2.5974
2010-09-30,2.6667
2010-10-01,0.0
2010-10-04,7.1429
2010-10-05,6.0606
2010-10-06,0.0
2010-10-07,0.0
2010-10-08,2.8571
2010-10-11,-5.5556
2010-10-18,-0.5882
2010-10-19,3.5503
2010-10-20,0.0
2010-10-21,-3.4286
2010-10-25,0.5917
2010-10-27,0.0
2010-11-04,0.0
2010-11-05,-5.8824
2010-11-09,0.0
2010-11-10,0.0
2010-11-12,0.0
2010-11-17,0.0
2010-11-19,18.75
2010-12-09,-18.4211
2010-12-10,29.0323
2010-12-14,-22.5
2010-12-15,0.0
2010-12-16,0.0
2010-12-21,-6.4516
2010-12-22,6.8966
2010-12-28,-9.6774
2011-01-04,7.1429
2011-01-05,0.0
2011-01-06,0.0
2011-01-10,3.3333
2011-01-11,-10.3226
2011-01-12,0.7194
2011-01-14,3.5714
2011-01-18,79.3103
2011-01-19,-23.0769
2011-01-20,10.0
2011-01-21,-6.8182
2011-01-25,-24.3902
2011-01-26,0.0
2011-01-28,-3.2258
2011-01-31,16.6667
2011-02-01,8.5714
2011-02-11,-31.0526
2011-02-14,-30.5344
2011-02-15,8.7912
