ticker,AOSL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-04-30,1.1864
2010-05-03,-0.0558
2010-05-04,-3.1844
2010-05-05,-3.6353
2010-05-06,-8.6826
2010-05-07,-4.918
2010-05-10,2.3448
2010-05-11,1.0782
2010-05-12,2.7333
2010-05-13,-2.0117
2010-05-14,-2.649
2010-05-17,-4.0136
2010-05-18,2.4096
2010-05-19,2.0761
2010-05-20,-3.322
2010-05-21,3.6466
2010-05-24,-2.0839
2010-05-25,-4.298
2010-05-26,0.361
2010-05-27,7.9856
2010-05-28,-0.7995
2010-06-01,0.403
2010-06-02,2.2074
2010-06-03,0.4581
2010-06-04,-2.215
2010-06-07,-3.5643000000000002
2010-06-08,-0.4491
2010-06-09,-2.8452
2010-06-10,1.7143000000000002
2010-06-11,0.9831
2010-06-14,0.8345
2010-06-15,0.4828
2010-06-16,0.9609
2010-06-17,0.5438
2010-06-18,-0.2705
2010-06-21,0.2034
2010-06-22,-0.406
2010-06-23,0.0679
2010-06-24,-1.833
2010-06-25,-4.5643
2010-06-28,2.4638
2010-06-29,-1.6266
2010-06-30,-0.7189
2010-07-01,-2.6792
2010-07-02,0.8929
2010-07-06,-0.9587
2010-07-07,-1.3403
2010-07-08,-3.5472
2010-07-09,-0.7042
2010-07-12,3.4673
2010-07-13,1.9802
2010-07-14,-0.6721
2010-07-15,-0.9774
2010-07-16,-0.8352
2010-07-19,0.6126
2010-07-20,-1.1416
2010-07-21,-3.5412
2010-07-22,2.3144
2010-07-23,-0.078
2010-07-26,-2.6542
2010-07-27,1.3633
2010-07-28,-1.7405
2010-07-29,-0.5636
2010-07-30,0.4858
2010-08-02,1.0475
2010-08-03,1.6745999999999999
2010-08-04,7.0588
2010-08-05,-2.9304
2010-08-06,-1.6604
2010-08-09,2.5326
2010-08-10,-1.5718999999999999
2010-08-11,-24.4106
2010-08-12,2.8169
2010-08-13,2.2505
2010-08-16,3.3493
2010-08-17,0.3704
2010-08-18,0.738
2010-08-19,-3.5714
2010-08-20,2.754
2010-08-23,-1.2015
2010-08-24,-2.8064
2010-08-25,1.0587
2010-08-26,0.7619
2010-08-27,5.293
2010-08-30,0.0
2010-08-31,-0.0898
2010-09-01,2.4259
2010-09-02,-0.3509
2010-09-03,0.7923
2010-09-07,-3.2314
2010-09-08,1.8051
2010-09-09,-0.5319
2010-09-10,0.0891
2010-09-13,6.2333
2010-09-14,-3.2691
2010-09-15,0.7799
2010-09-16,-1.9776
2010-09-17,2.3684
2010-09-20,2.3136
