ticker,HBSI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-06,-2.5
2000-02-09,-0.8547
2000-02-14,-1.7241
2000-02-24,3.5088
2000-02-25,-3.3898
2000-03-23,2.3108
2000-03-30,1.7241
2000-04-10,-0.8475
2000-04-11,0.0
2000-04-12,0.0
2000-04-26,-11.1111
2000-04-27,0.0
2000-06-01,-3.6058
2000-06-14,12.4159
2000-07-12,-1.7856999999999998
2000-07-13,-7.2727
2000-07-14,0.0
2000-07-17,0.0
2000-07-18,0.4902
2000-07-19,0.2439
2000-07-24,1.7032
2000-08-02,0.4785
2000-08-10,-2.3810000000000002
2000-08-11,1.4634
2000-09-28,-3.1921
2000-10-12,0.045
2000-10-30,1.8727
2000-11-02,0.0
2000-11-03,-1.9607999999999999
2000-11-15,-3.5
2000-11-20,0.0
2000-12-07,4.297
2000-12-15,-5.25
2000-12-20,-0.2639
2000-12-21,0.5291
2000-12-22,0.5263
2001-01-11,0.5236
2001-01-16,6.25
2001-01-17,-1.9607999999999999
2001-01-22,-1.0
2001-03-08,-4.3938
2001-03-15,2.6596
2001-03-16,0.5181
2001-03-26,0.0
2001-03-28,-0.6443
2001-03-30,-2.2049
2001-04-03,2.9177999999999997
2001-04-12,-0.6443
2001-04-17,-0.3891
2001-04-20,1.5625
2001-04-23,1.5385
2001-05-30,0.6869
2001-06-20,1.0101
2001-06-28,-4.5
2001-06-29,2.6178
2001-07-16,-2.0408
2001-07-27,0.5208
2001-08-06,4.1451
2001-08-07,-4.9751
2001-08-13,2.6178
2001-08-20,2.0408
2001-08-21,-3.8
2001-08-23,3.4304
2001-08-27,0.0
2001-08-28,-3.3166
2001-09-05,1.3514
2001-09-19,0.5128
2001-09-21,2.0408
2001-10-22,-6.1619
2001-10-23,6.2232
2001-10-25,-0.5051
2001-11-01,-4.467
2001-12-10,4.9026
2002-03-05,-1.8096
2002-03-06,3.6649000000000003
2002-03-08,-2.0202
2002-03-15,0.0
2002-03-18,5.1546
2002-03-19,-2.9412000000000003
2002-03-25,11.8939
2002-03-26,-3.9675000000000002
2002-04-08,-5.7154
2002-04-26,10.9172
2002-05-10,-9.6629
2002-05-21,2.4876
2002-05-22,-0.9709
2002-07-16,0.9283
2002-07-17,0.0
2002-07-18,1.272
2002-08-08,2.4154999999999998
2002-08-19,0.0943
2002-08-20,3.6757999999999997
2002-08-21,1.8182
2002-09-24,7.8943
2002-10-02,-5.0
2002-10-03,7.8947
2002-10-04,-7.0732
2002-11-11,12.8609
