ticker,VC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-09-28,4.0404
2010-09-29,4.7573
2010-09-30,1.9462000000000002
2010-10-01,9.0909
2010-10-04,-3.3333
2010-10-05,-0.0862
2010-10-06,-1.6393
2010-10-07,1.5295
2010-10-08,0.7399
2010-10-11,-0.4288
2010-10-12,3.7898
2010-10-13,2.8216
2010-10-14,1.6949
2010-10-15,0.0
2010-10-18,0.0
2010-10-19,-0.8095
2010-10-20,0.016
2010-10-21,-4.0
2010-10-22,1.25
2010-10-25,2.716
2010-10-26,4.1667
2010-10-27,-1.5385
2010-10-28,0.0
2010-10-29,-1.7187999999999999
2010-11-01,0.461
2010-11-02,-0.3798
2010-11-03,0.0794
2010-11-04,3.1746
2010-11-05,-0.0308
2010-11-08,0.4155
2010-11-09,-1.1494
2010-11-10,1.938
2010-11-11,0.9125
2010-11-12,-1.1304
2010-11-15,-0.5335
2010-11-16,-1.2261
2010-11-17,-0.3879
2010-11-18,1.2461
2010-11-19,-0.3385
2010-11-22,-0.2779
2010-11-23,-2.0898
2010-11-24,-0.2372
2010-11-26,0.2377
2010-11-29,-2.7668
2010-11-30,-1.5447
2010-12-01,1.7341
2010-12-02,2.4351
2010-12-03,1.1095
2010-12-06,0.7051
2010-12-07,1.5564
2010-12-08,-0.7663
2010-12-09,0.2008
2010-12-10,0.0308
2010-12-13,0.077
2010-12-14,1.3703
2010-12-15,-1.5796000000000001
2010-12-16,0.2315
2010-12-17,3.1563
2010-12-20,2.2388
2010-12-21,3.2847
2010-12-22,1.2438
2010-12-23,2.9596999999999998
2010-12-27,0.0
2010-12-28,-0.339
2010-12-29,0.8844
2010-12-30,0.0
2010-12-31,0.1349
2011-01-03,-3.2997
2011-01-04,-0.6964
2011-01-05,0.0701
2011-01-06,1.1212
2011-01-07,4.6431000000000004
2011-01-10,0.1987
2011-01-11,0.1322
2011-01-12,-1.3069
2011-01-13,-1.244
2011-01-14,-1.8014000000000001
2011-01-18,-0.4138
2011-01-19,-3.2548
2011-01-20,1.8898000000000001
2011-01-21,3.0631
2011-01-24,-1.1588
2011-01-25,-0.6483
2011-01-26,-0.1805
2011-01-27,0.8901
2011-01-28,-3.9427
2011-01-31,0.8037
2011-02-01,-0.3417
2011-02-02,-1.8571
2011-02-03,1.8195000000000001
2011-02-04,1.5011
2011-02-07,1.1831
2011-02-08,0.4733
2011-02-09,-0.5265
2011-02-10,-1.3928
2011-02-11,0.0989
2011-02-14,0.3245
2011-02-15,0.7032
