ticker,PRIM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-10-31,0.2817
2006-11-02,-0.2809
2006-11-07,0.0
2006-11-09,0.2817
2006-11-14,-0.2809
2006-11-15,0.0
2006-11-16,0.7042
2006-11-17,0.0
2006-11-20,-0.5594
2006-11-21,-0.1406
2006-11-24,0.0
2006-11-28,0.2817
2006-11-29,0.2809
2006-12-01,0.0
2006-12-07,-0.1401
2006-12-11,0.0
2006-12-12,0.2805
2006-12-13,0.0
2006-12-14,0.4196
2006-12-15,-0.8357
2006-12-18,0.5618
2006-12-19,0.0
2006-12-20,0.5587
2006-12-21,-0.4167
2006-12-22,0.4184
2006-12-26,0.0
2006-12-29,0.6944
2007-01-03,0.6897
2007-01-05,0.0
2007-01-08,0.6849
2007-01-10,0.0
2007-01-11,0.0
2007-01-16,0.0
2007-01-17,0.0
2007-01-24,0.0
2007-01-26,-0.4082
2007-01-30,-0.2732
2007-01-31,0.274
2007-02-01,0.0
2007-02-08,0.0
2007-02-09,0.4098
2007-02-14,2.1769
2007-02-15,-0.2663
2007-02-16,-1.4686
2007-02-21,-0.4065
2007-02-22,0.6803
2007-02-26,0.0
2007-02-27,0.4054
2007-02-28,0.1346
2007-03-06,-0.4032
2007-03-07,-0.4049
2007-03-08,-0.271
2007-03-09,0.0
2007-03-15,-0.1359
2007-03-19,0.0
2007-03-23,0.6803
2007-03-26,0.0
2007-03-27,-0.8108
2007-03-28,-0.1362
2007-04-04,-0.596
2007-04-05,0.5996
2007-04-12,0.0
2007-04-16,0.0
2007-04-20,0.0
2007-04-23,0.5457
2007-04-24,-0.4071
2007-04-25,0.0
2007-04-26,0.1362
2007-05-01,0.4082
2007-05-07,0.0
2007-05-10,-0.4065
2007-05-11,0.0
2007-05-14,0.4082
2007-05-15,-0.6775
2007-05-16,-0.6821
2007-05-17,0.2747
2007-05-24,1.0959
2007-06-04,0.271
2007-06-13,0.2703
2007-06-14,-0.1348
2007-06-20,0.135
2007-06-25,2.1563
2007-06-26,-0.5277
2007-06-29,-0.5305
2007-07-06,0.0
2007-07-10,-0.4
2007-07-13,0.0
2007-07-18,-0.2677
2007-07-19,-0.6711
2007-07-25,0.2703
2007-07-26,-0.1348
2007-07-30,1.2146
2007-07-31,0.0
2007-08-09,-0.5333
2007-08-13,-0.134
2007-08-15,0.1342
2007-08-16,0.0
2007-08-20,-0.134
2007-08-22,-0.5369
2007-08-23,-0.135
2007-08-28,0.0
2007-08-31,0.0
2007-09-05,-0.2703
