ticker,CLMT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-01-26,1.1628
2006-01-27,2.069
2006-01-30,3.6036
2006-01-31,3.0435
2006-02-01,0.8439
2006-02-02,0.4184
2006-02-03,-0.0417
2006-02-06,2.1259
2006-02-07,-0.4082
2006-02-08,0.2049
2006-02-09,-1.227
2006-02-10,-2.6501
2006-02-13,-0.0425
2006-02-14,-2.5957
2006-02-15,-1.2669000000000001
2006-02-16,3.9823
2006-02-17,-1.9149
2006-02-21,3.1236
2006-02-22,-1.9773
2006-02-23,4.8498
2006-02-24,2.1142
2006-02-27,-4.9967
2006-02-28,0.0
2006-03-01,0.0844
2006-03-02,1.1804000000000001
2006-03-03,0.1667
2006-03-06,0.8319
2006-03-07,7.2607
2006-03-08,-2.1538
2006-03-09,1.2186
2006-03-10,-0.5049
2006-03-13,0.8197
2006-03-14,-1.5873
2006-03-15,-0.7868
2006-03-16,1.1102
2006-03-17,0.0
2006-03-20,2.0
2006-03-21,-0.4614
2006-03-22,1.9699
2006-03-23,1.8561
2006-03-24,-1.7479
2006-03-27,0.3028
2006-03-28,0.0
2006-03-29,1.1320999999999999
2006-03-30,1.0448
2006-03-31,2.6957
2006-04-03,0.1438
2006-04-04,2.8725
2006-04-05,-1.466
2006-04-06,0.9564
2006-04-07,1.7544
2006-04-10,0.1379
2006-04-11,-2.4793
2006-04-12,0.9887
2006-04-13,1.8881000000000001
2006-04-17,1.7502
2006-04-18,-3.3052
2006-04-19,-0.2442
2006-04-20,0.4895
2006-04-21,-0.6263
2006-04-24,1.7542
2006-04-25,3.1279
2006-04-26,0.7674
2006-04-27,-0.3311
2006-04-28,1.6611
2006-05-01,0.0
2006-05-02,0.165
2006-05-03,0.3954
2006-05-04,1.5425
2006-05-05,-1.4221
2006-05-08,2.623
2006-05-09,1.5974
2006-05-10,4.2453
2006-05-11,-2.7149
2006-05-12,-0.4651
2006-05-15,1.1153
2006-05-16,2.4093
2006-05-17,0.9085
2006-05-18,-0.4532
2006-05-19,-4.1929
2006-05-22,-6.1582
2006-05-23,2.2652
2006-05-24,2.3453
2006-05-25,0.8912
2006-05-26,1.4006
2006-05-30,0.8586
2006-05-31,-1.2955
2006-06-01,0.0
2006-06-02,3.1562
2006-06-05,5.0288
2006-06-06,0.4327
2006-06-07,0.9477
2006-06-08,1.0526
2006-06-09,1.7736
2006-06-12,0.0553
2006-06-13,-4.5341000000000005
2006-06-14,-3.0119
2006-06-15,-3.4637000000000002
2006-06-16,2.5982
