ticker,EACR US Equity
2012-09-14,10.0
2012-09-17,-9.0909
2012-09-20,45.0
2012-09-21,-3.4483
2012-09-24,21.4286
2012-09-25,10.2941
2012-09-26,52.0
2012-09-27,0.8772
2012-09-28,-13.0435
2012-10-02,-8.0
2012-10-03,8.6957
2012-10-04,-6.0
2012-10-05,-3.1915
2012-10-11,-10.989
2012-10-15,23.4568
2012-10-16,-10.0
2012-10-17,44.4444
2012-10-18,6.1538
2012-10-19,7.2464
2012-10-22,-5.4054
2012-10-23,-14.2857
2012-10-25,-7.5
2012-10-31,17.1171
2012-11-02,-14.6154
2012-11-06,0.0
2012-11-07,0.0
2012-11-08,-9.9099
2012-11-12,-20.0
2012-11-13,25.0
2012-11-14,0.0
2012-11-15,-20.0
2012-11-16,0.0
2012-11-19,12.5
2012-11-20,8.8889
2012-11-21,6.1224
2012-11-23,-13.461500000000001
2012-11-26,-2.2222
2012-11-27,-2.2727
2012-11-28,0.0
2012-11-29,-3.4884
2012-11-30,0.0
2012-12-10,-10.8434
2012-12-12,-8.1081
2012-12-14,8.8235
2012-12-18,0.0
2012-12-31,-9.4595
2013-01-04,4.4776
2013-01-09,-7.1429
2013-01-11,23.0769
2013-01-14,22.5
2013-01-15,-18.3673
2013-01-22,-25.0
2013-01-25,3.3333
2013-01-29,-3.2258
2013-02-01,3.3333
2013-02-06,-3.2258
2013-02-08,0.0
2013-02-14,-16.6667
2013-02-15,6.0
2013-02-19,-11.3208
2013-02-20,0.0
2013-02-21,6.383
2013-02-22,180.0
2013-02-28,-62.8571
2013-03-06,53.8462
2013-03-08,-25.0
2013-03-12,33.3333
2013-03-13,-30.0
2013-03-14,0.0
2013-03-15,-8.9286
2013-03-18,9.8039
2013-03-20,0.0
2013-03-21,7.1429
2013-03-22,-6.6667
2013-03-25,0.0
2013-04-02,-7.1429
2013-04-04,8.1731
2013-04-05,-7.5556
2013-04-08,-3.8462
2013-04-09,4.0
2013-04-11,7.6923
2013-04-12,-10.7143
2013-04-15,-8.0
2013-04-16,0.0
2013-04-30,-4.3478
2013-05-09,0.0
2013-05-28,-18.1818
2013-06-04,-22.2222
2013-06-13,78.5714
2013-06-14,20.0
2013-06-19,-0.625
2013-06-25,-16.1426
2013-07-08,0.0
2013-07-30,-32.0
2013-08-23,47.0588
2013-08-27,-20.0
2013-08-28,0.0
2013-09-11,0.0
2013-10-01,-10.0
2013-11-29,0.0
2013-12-05,0.0
2014-01-09,41.6667
2014-01-10,-13.7255
2014-01-13,-9.0909
2014-01-15,0.0
2014-01-16,-10.0
2014-01-17,0.0
2014-01-21,0.0
2014-01-22,11.1111
2014-01-24,-10.0
2014-01-27,0.0
2014-01-28,-5.5556
2014-02-03,-50.0
2014-02-05,1.4706000000000001
2014-02-11,-28.985500000000002
2014-02-18,136.7347
2014-03-03,-51.7241
2014-03-11,185.7143
2014-03-12,-32.5
2014-03-13,0.0
2014-03-14,-3.7037
2014-03-17,-46.1538
2014-03-18,71.4286
2014-03-19,-8.3333
2014-03-20,0.0
2014-03-21,0.0
2014-03-24,1.1364
2014-03-25,1.6854
2014-03-26,0.0
2014-03-27,-11.6022
2014-03-28,-10.0
2014-03-31,0.0
2014-04-01,0.0
2014-04-04,-43.0556
2014-04-07,0.0
2014-04-08,9.7561
2014-04-10,0.0
2014-04-11,6.6667
2014-04-15,0.0
2014-04-16,0.0
2014-04-17,0.0
2014-04-22,0.0
2014-04-24,10.4167
2014-04-25,-4.717
2014-04-29,13.8614
2014-05-07,-12.1739
2014-05-14,-4.9505
2014-05-15,-16.6667
2014-05-27,-60.0
2014-06-02,25.0
2014-06-03,5.0
2014-06-06,0.0
2014-06-12,280.9524
2014-06-16,-60.0
2014-06-24,-20.3125
2014-06-30,0.0
2014-07-07,0.0
2014-07-08,182.3529
2014-07-09,-61.1111
2014-07-16,0.0
2014-07-21,-8.9286
2014-07-22,5.8824
2014-07-24,0.0
2014-07-25,-5.5556
2014-08-18,-31.3725
2014-08-19,74.2857
2014-08-27,-42.623
2014-09-11,0.0
2014-09-24,0.0
2014-09-26,0.0
2014-10-03,0.0
2014-10-06,0.0
2014-10-13,5.7143
2014-10-15,0.0
2014-10-27,0.0
2014-10-30,0.0
2014-10-31,-35.1351
2014-11-11,8.3333
2014-12-26,0.0
2014-12-29,0.0
2014-12-30,0.0
2014-12-31,0.0
2015-01-15,392.3077
2015-01-23,-75.0
2015-02-10,250.0
2015-02-11,-57.1429
2015-02-17,-62.5
2015-02-18,111.1111
2015-03-02,0.0
2015-03-06,-15.7895
2015-03-16,0.0
2015-03-23,0.0
2015-04-07,50.0
2015-04-22,0.0
2015-05-07,-33.3333
2015-05-08,0.0
2015-05-29,50.0
2015-06-01,120.8333
2015-06-02,-9.434
2015-06-03,3.125
2015-06-04,128.2828
2015-06-05,112.3894
2015-06-08,-62.7083
2015-06-09,-10.6145
2015-06-10,100.0
2015-06-11,-25.0
2015-06-12,0.0
2015-06-15,-20.0
2015-06-16,0.0
2015-06-17,48.9583
2015-06-19,-49.6503
2015-06-22,66.6667
2015-06-23,-33.3333
2015-06-29,40.0
2015-06-30,0.0
2015-07-01,-64.2857
2015-07-02,100.0
2015-07-06,48.75
2015-07-07,-66.3866
2015-07-08,200.0
2015-07-09,-33.3333
2015-07-10,48.75
2015-07-14,-46.2185
2015-07-16,85.9375
2015-08-06,-73.1092
2015-08-07,150.0
2015-08-10,0.0
2015-08-13,20.0
2015-08-17,-16.6667
2015-08-20,-1.25
2015-08-21,1.2658
2015-08-25,40.0
2015-08-26,0.0
2015-08-31,-67.8571
2015-09-01,188.8889
2015-09-16,-23.0769
2015-09-21,0.0
2015-09-29,0.0
2015-10-08,-50.0
2015-10-16,0.0
2015-10-19,77.5
2015-10-23,1.4085
2015-10-28,0.0
2015-11-20,0.0
2015-12-14,-11.1111
2015-12-17,0.0
2015-12-22,86.7187
2015-12-23,-46.0251
2015-12-29,-0.7752
2016-01-04,-18.75
2016-01-06,-23.0769
2016-01-07,0.0
2016-01-08,0.0
2016-01-14,100.0
2016-01-20,0.0
2016-01-25,-60.0
2016-01-29,-50.0
2016-02-05,112.5
2016-02-19,-29.4118
2016-02-22,16.6667
2016-02-25,28.5714
2016-03-02,22.2222
2016-03-03,-43.1818
2016-03-04,0.0
2016-03-08,2.0
2016-03-22,-1.9607999999999999
2016-03-29,156.0
2016-04-01,-60.9375
2016-04-21,-32.0
2016-04-29,0.0
2016-05-03,270.5882
2016-05-09,-23.8095
2016-05-10,-16.6667
2016-05-27,57.5
2016-06-01,-36.5079
2016-06-10,60.0
2016-07-14,0.0
2016-07-15,18.75
2016-07-18,-47.3684
2016-07-27,0.0
2016-08-04,100.0
2016-08-17,0.0
2016-08-25,20.0
2016-09-21,-66.6667
2016-09-27,0.0
2016-10-04,0.0
2016-10-12,0.0
2016-11-08,15.625
2016-11-10,116.2162
2016-11-21,-60.0
2016-11-28,0.0
2016-11-29,-50.0
2016-11-30,362.5
2016-12-12,-72.973
2016-12-23,-20.0
2016-12-28,0.0
2017-01-03,25.0
2017-01-19,172.5
2017-01-31,2.7523
2017-02-07,0.0
2017-02-17,-42.8571
2017-03-20,0.0
2017-03-21,0.0
2017-03-23,0.0
2017-04-10,3.125
2017-04-17,-3.0303
2017-04-20,0.0
2017-04-28,0.0
2017-05-04,0.0
2017-05-22,40.625
2017-06-20,-28.8889
2017-08-14,0.0
2017-08-24,0.0
2017-09-27,125.0
2017-09-28,-34.4444
2017-10-10,0.0
2017-10-18,0.8475
2017-10-23,-5.8824
2017-11-10,-1.7856999999999998
2017-11-21,0.0
2017-11-27,-7.2727
2017-11-28,0.0
2017-12-05,0.0
2017-12-15,0.0
2017-12-19,1.9607999999999999
2017-12-20,-1.9231
2017-12-22,0.0
2017-12-29,-31.3725
2018-01-09,0.0
2018-01-16,242.8571
2018-01-17,-66.6667
2018-01-25,12.5
2018-01-30,0.0
2018-02-27,0.0
2018-03-09,0.0
2018-03-13,95.5556
2018-04-06,-46.5909
2018-04-23,-14.8936
2018-06-25,47.5
2018-07-06,120.339
2018-07-09,-23.0769
2018-07-10,-40.0
2018-07-13,0.0
2018-07-16,-16.6667
2018-07-17,39.0
2018-07-19,-16.5468
2018-08-10,46.5517
2018-08-17,-35.2941
2018-08-24,78.1818
2018-08-30,-40.8163
2018-10-04,-31.0345
2018-10-22,-25.0
2018-11-15,3.3333
2018-11-27,-3.2258
2018-12-20,-16.6667
2019-01-22,200.0
2019-01-23,6.6667
2019-01-30,0.0
2019-02-05,-56.25
2019-03-06,0.0
2019-03-08,0.0
2019-04-03,0.0
2019-05-15,94.2857
2019-05-16,2.9412000000000003
2019-05-22,0.0
2019-06-07,-42.8571
2019-07-15,100.0
2019-07-25,-43.75
2019-08-23,0.0
2019-08-29,33.3333
2019-09-17,-16.6667
2019-10-28,-10.0
2019-10-30,-20.0
2019-10-31,11.1111
2019-11-07,25.0
2019-12-05,22.0
2019-12-06,-34.4262
2019-12-09,0.0
2019-12-10,0.0
2019-12-11,26.25
2019-12-12,-28.7129
2019-12-16,0.0
2019-12-27,-2.7778
2019-12-30,-40.0
2020-01-08,66.6667
2020-01-15,15.0
2020-01-16,-13.0435
2020-01-21,33.0
2020-01-22,-41.9979
2020-01-24,-7.4074
2020-02-13,50.0
2020-02-21,-33.3333
2020-02-24,100.0
2020-03-12,-50.0
2020-04-09,4.0
2020-05-01,0.0
2020-05-06,92.3077
2020-05-08,-38.0
2020-05-18,61.2903
2020-05-26,0.0
2020-06-03,0.0
2020-06-04,-28.6
2020-06-09,40.056
2020-06-15,-20.0
2020-06-23,80.0
2020-06-26,-15.2778
2020-06-30,1.6393
2020-07-07,29.0323
2020-07-10,-31.25
2020-07-15,105.4545
2020-07-16,-14.1593
2020-07-17,-0.4124
2020-07-20,-37.8882
2020-07-28,65.0
2020-07-30,-48.4848
