ticker,ECXJ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-06-14,0.0
2004-06-15,0.0
2004-07-07,0.0
2004-07-12,5.5556
2004-07-13,-10.526299999999999
2004-07-14,5.8824
2004-07-16,0.0
2004-07-19,5.5556
2004-07-20,-7.3684
2004-07-22,2.2727
2004-07-23,0.0
2004-07-26,0.0
2004-07-27,0.0
2004-07-28,0.0
2004-07-29,-5.5556
2004-07-30,0.0
2004-08-02,0.0
2004-08-03,0.0
2004-08-05,-5.8824
2004-08-11,6.25
2004-08-12,-17.647100000000002
2004-08-18,21.4286
2004-08-19,-1.1764999999999999
2004-08-20,7.1429
2004-08-23,-5.5556
2004-08-25,0.0
2004-08-26,5.8824
2004-08-27,0.0
2004-08-30,7.7778
2004-08-31,3.0928
2004-09-01,13.0
2004-09-02,12.3894
2004-09-03,-0.7874
2004-09-07,-3.1746
2004-09-08,6.5574
2004-09-09,-1.5385
2004-09-10,0.0
2004-09-13,-4.6875
2004-09-17,0.1639
2004-09-21,-0.1637
2004-09-23,0.0
2004-09-24,-1.6393
2004-09-27,1.6667
2004-09-28,-4.0984
2004-09-30,2.5641
2004-10-01,1.6667
2004-10-04,-1.6393
2004-10-06,0.0
2004-10-07,-8.3333
2004-10-11,0.0
2004-10-12,-9.0909
2004-10-13,5.0
2004-10-25,-9.5238
2004-10-26,6.3158
2004-11-01,-5.9406
2004-11-05,5.2632
2004-11-08,0.0
2004-11-09,0.0
2004-11-17,2.0
2004-11-30,-1.9607999999999999
2004-12-02,0.0
2004-12-03,-2.0
2004-12-10,6.1224
2004-12-14,-1.9231
2004-12-15,0.0
2004-12-20,-1.9607999999999999
2004-12-23,2.0
2005-01-05,1.9607999999999999
2005-01-12,-1.9231
2005-01-14,0.9804
2005-01-18,11.6505
2005-01-19,-2.6087
2005-01-20,-1.7856999999999998
2005-02-02,1.8182
2005-02-04,-1.7856999999999998
2005-02-07,9.0909
2005-02-08,-8.3333
2005-02-09,0.0
2005-02-10,1.8182
2005-02-15,0.0
2005-02-16,-1.7856999999999998
2005-02-22,4.5455
2005-03-02,4.3478
2005-03-04,4.1667
2005-03-08,-1.6
2005-03-09,-2.439
2005-03-10,0.0
2005-03-15,0.0
2005-03-17,-4.1667
2005-03-30,0.0
2005-03-31,4.3478
2005-04-07,-2.0833
2005-04-08,0.0
2005-04-21,2.1277
2005-04-22,0.0
2005-04-27,0.0
2005-04-28,0.0
2005-04-29,0.0
2005-05-02,0.8333
2005-05-05,-3.3058
