ticker,PRKI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-06-09,566.6667
2014-06-11,-30.0
2014-06-12,-27.1429
2014-07-22,-41.1765
2014-07-28,0.0
2014-08-05,-59.9583
2014-08-06,133.0905
2014-08-11,-28.5714
2014-08-13,10.0
2014-08-14,-9.0909
2014-08-18,20.0
2014-08-20,-22.9167
2014-08-21,13.5135
2014-08-22,4.7619
2014-08-25,50.0
2014-08-27,-3.6364
2014-08-28,-4.0881
2014-08-29,4.2623
2014-09-03,-5.6604
2014-09-04,-3.6667
2014-09-05,0.346
2014-09-10,0.0
2014-09-11,0.0
2014-09-12,0.0
2014-09-15,0.0
2014-09-17,-13.8578
2014-09-18,8.0811
2014-09-19,17.7778
2014-09-25,-5.6604
2014-09-26,-3.3333
2014-10-02,0.0
2014-10-09,-0.0431
2014-10-10,-60.3277
2014-10-13,152.0652
2014-10-15,-20.6555
2014-10-16,2.1739
2014-10-17,0.0
2014-10-20,-36.1702
2014-10-22,-13.3333
2014-10-27,-7.6923
2014-10-30,0.0
2014-10-31,-16.6667
2014-11-05,200.0
2014-11-06,-3.3333
2014-11-14,-13.7931
2014-11-18,-32.0
2014-11-19,-5.8824
2014-11-20,25.0
2014-11-21,0.0
2014-11-26,-10.0
2014-11-28,0.0
2014-12-02,0.0
2014-12-03,-22.2222
2014-12-08,14.2857
2014-12-09,-6.25
2014-12-10,6.6667
2014-12-11,-18.75
2014-12-12,19.2308
2014-12-15,0.0
2014-12-18,0.0
2014-12-19,-16.129
2014-12-22,0.0
2014-12-23,15.3846
2014-12-29,-33.3333
2014-12-31,0.0
2015-01-02,30.0
2015-01-06,-23.0769
2015-01-09,120.0
2015-01-12,-9.0909
2015-01-13,-5.0
2015-01-14,-21.0526
2015-01-15,0.0
2015-01-16,26.6667
2015-01-21,10.526299999999999
2015-01-22,3.5714
2015-01-23,-0.2874
2015-01-26,-10.1441
2015-01-27,-17.8961
2015-01-28,0.0
2015-02-05,-31.25
2015-02-10,45.2841
2015-02-19,-4.341
2015-02-20,-14.9632
2015-02-23,23.0769
2015-02-24,-28.125
2015-02-25,-26.087
2015-03-02,0.0
2015-03-03,-39.6324
2015-03-04,0.0
2015-03-05,0.0
2015-03-09,1.3397999999999999
2015-03-10,15.1442
2015-03-11,0.0
2015-03-12,-24.6347
2015-03-13,-31.3019
2015-03-16,-19.3548
2015-03-17,0.0
2015-03-18,28.0
2015-03-19,-12.5
2015-03-20,-27.2321
2015-03-23,2.1471999999999998
